0,0,0,1,1,0,1,1,1,0,1,0,0,1,0.4208791209,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0.5609756098,1,1,0,0,0.5609756098,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0.9996087637,0.1302816901,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0.0923317684,0,0,0,0
1,0,0,1,1,1,0.0139211137,1,1,0,1,0.0081206497,0,1,0.0069605568,0.0069605568,0.0069605568,0,0.005800464,0,0.0069605568,0,0.0069605568,0,0
0.9977099237,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5094339623
0,0,0,1,1,0,0,1,1,0,1,0,0.0913461538,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0.7543859649,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
1,0,0,1,1,1,0.9962406015,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1
1,0,0,1,0.0868878357,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7854984894,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0.8987341772
1,0,1,0.2983725136,1,0,0,1,1,0.4837251356,0.3056057866,0,0,0,0.7287522604,0.6636528029,0.6962025316,0,0,0,0.1980108499,0,0,0,0.5795660036
0,0,0,1,1,1,0,1,1,0,0.9909228442,0,0,1,0,1,1,1,1,0,1,1,1,1,0.7892082703
0.0052910053,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0.3015873016,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,1,0,1,1,0,0.9812154696,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1108312343,0,0,1,1,0,0,1,1,0,0,0,0,1,0.0554156171,0.0554156171,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,1,0,1,0,0,1,0.8145463511,0,0,0,0,0,0,0,0,0,0
0.9982285208,0,1,0,0.9982285208,0.3525243578,0.9982285208,0.9982285208,0.9982285208,0,0.9982285208,0,0,0.9982285208,0.6386182462,0.9982285208,0,0,0,0,0,0,0,0,0.9982285208
1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,1,0.9987752603,1,1,1,1,0,0,1,0.895284752,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,1,1,0,1,0.9969135802,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0.8879310345,0.8879310345,0.8879310345,0.8879310345,0,0.8620689655,0,0,0,0
1,0,0,1,1,1,1,1,1,0,0.9984,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0.9746915533,0.2853527365,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0.9892822345,0.9892822345,0,0,0.9892822345,0.9892822345,0,0.9892822345,0,0.2676193569,0.9892822345,0,0,0,0,0,0,0,0,0,0,0
