release time,life loan,ITEM_AMOUNT
2015-08-19 ,120,60000
2015-08-18 ,60,150000
2015-08-20 ,360,30000
2015-08-19 ,60,800000
2015-08-18 ,360,40000
2015-08-18 ,540,80000
2015-08-18 ,360,300000
2015-08-17 ,360,120000
2015-08-17 ,22,6000
2015-08-17 ,30,2000000
2015-08-15 ,24,10000
2015-08-14 ,180,800000
2015-08-14 ,25,4800
2015-08-13 ,15,170000
2015-08-13 ,21,2000
2015-08-13 ,25,1500000
2015-08-12 ,540,100000
2015-08-12 ,360,120000
2015-08-12 ,53,1500000
2015-08-12 ,21,2700
2015-08-11 ,40,1000000
2015-08-11 ,20,11000
2015-08-10 ,30,200000
2015-08-10 ,150,300000
2015-08-10 ,20,3200
2015-08-08 ,22,7000
2015-08-08 ,90,200000
2015-08-07 ,45,1500000
2015-08-06 ,360,350000
2015-08-06 ,360,500000
2015-08-06 ,540,500000
2015-08-06 ,240,400000
2015-08-06 ,23,5000
2015-08-05 ,25,200000
2015-08-05 ,360,1500000
2015-08-05 ,23,4000
2015-08-04 ,180,300000
2015-08-04 ,24,600
2015-08-03 ,120,170000
2015-08-03 ,25,1700
2015-08-03 ,210,200000
2015-08-01 ,60,500000
2015-07-31 ,45,700000
2015-07-31 ,30,1100000
2015-07-31 ,26,13700
2015-07-30 ,30,500000
2015-07-29 ,210,400000
2015-07-29 ,120,300000
2015-07-28 ,240,1200000
2015-07-27 ,60,50000
2015-07-23 ,540,400000
2015-07-23 ,30,1800000
2015-07-23 ,30,200000
2015-07-23 ,360,500000
2015-07-22 ,45,900000
2015-07-22 ,240,1000000
2015-07-21 ,90,1000000
2015-07-21 ,210,600000
2015-07-21 ,30,100000
2015-07-20 ,180,50000
2015-07-20 ,360,80000
2015-07-18 ,90,200000
2015-07-17 ,180,1200000
2015-07-17 ,540,600000
2015-07-17 ,60,70000
2015-07-15 ,360,100000
2015-07-15 ,210,1600000
2015-07-11 ,60,90000
2015-07-10 ,180,800000
2015-07-09 ,270,1000000
2015-07-07 ,150,500000
2015-07-06 ,60,200000
2015-07-06 ,180,180000
2015-07-03 ,90,400000
2015-07-01 ,120,120000
2015-06-30 ,60,600000
2015-06-30 ,210,300000
2015-06-29 ,180,500000
2015-06-28 ,60,300000
2015-06-25 ,150,500000
2015-06-25 ,90,750000
2015-06-23 ,60,35000
2015-06-19 ,210,600000
2015-06-16 ,240,750000
2015-06-16 ,120,150000
2015-06-13 ,150,200000
2015-06-12 ,120,300000
2015-06-11 ,210,450000
2015-06-11 ,240,800000
2015-06-10 ,120,120000
2015-06-09 ,150,700000
2015-06-08 ,120,600000
2015-06-08 ,90,150000
2015-06-05 ,210,1400000
2015-06-05 ,180,2000000
2015-06-04 ,180,400000
2015-06-04 ,150,1000000
2015-06-03 ,90,150000
2015-06-02 ,120,120000
2015-06-01 ,180,600000
2015-05-30 ,90,150000
2015-05-29 ,120,150000
2015-05-27 ,120,350000
2015-05-26 ,90,400000
2015-05-25 ,120,500000
2015-05-20 ,120,400000
2015-05-19 ,120,200000
2015-05-18 ,180,400000
2015-05-15 ,180,300000
2015-05-15 ,360,1000000
2015-05-14 ,180,150000
2015-05-14 ,150,700000
2015-05-12 ,180,60000
2015-05-12 ,180,100000
2015-05-11 ,270,1000000
2015-05-09 ,180,1000000
2015-05-05 ,120,500000
2015-05-01 ,180,1700000
2015-04-29 ,120,250000
2015-04-23 ,180,1500000
2015-04-22 ,150,1100000
2015-04-20 ,120,2000000
2015-04-13 ,150,550000
2015-04-09 ,150,1100000
2015-04-08 ,150,600000
2015-04-03 ,180,800000
2015-04-02 ,150,650000
2015-03-27 ,180,100000
2015-03-17 ,180,2000000
2015-03-05 ,180,900000
2015-03-03 ,180,1800000
2015-02-18 ,180,1900000
2015-02-16 ,360,1500000
2015-02-14 ,360,1200000
2015-08-04 ,15,700000
2015-07-30 ,20,1100
2015-07-28 ,22,2100
2015-07-20 ,17,50000
2015-07-17 ,25,1400000
2015-07-16 ,20,1000000
2015-07-15 ,20,500000
2015-07-14 ,18,600000
2015-07-14 ,15,800000
2015-07-13 ,25,6300
2015-07-13 ,19,1200000
2015-07-10 ,27,7000
2015-07-10 ,23,300000
2015-07-09 ,26,1200
2015-07-08 ,30,160000
2015-07-08 ,25,4700
2015-07-07 ,22,5000
2015-07-06 ,20,7000
2015-07-06 ,20,4200
2015-07-04 ,30,150000
2015-07-03 ,20,5000
2015-07-02 ,20,1800000
2015-07-01 ,30,40000
2015-06-29 ,20,180000
2015-06-27 ,15,1200000
2015-06-26 ,30,20000
2015-06-26 ,30,3500
2015-06-26 ,30,70000
2015-06-25 ,23,6630
2015-06-24 ,18,600000
2015-06-24 ,20,800000
2015-06-24 ,24,1200
2015-06-23 ,30,80000
2015-06-20 ,20,500000
2015-06-18 ,18,40000
2015-06-17 ,30,90000
2015-06-17 ,30,2000000
2015-06-17 ,60,100000
2015-06-15 ,1,700
2015-06-15 ,20,2400
2015-06-12 ,30,30000
2015-06-10 ,13,1400000
2015-06-09 ,16,100000
2015-06-05 ,30,50000
2015-06-04 ,30,30000
2015-06-03 ,60,60000
2015-06-03 ,20,5400
2015-06-02 ,30,50000
2015-06-02 ,60,70000
2015-06-01 ,24,9000
2015-05-29 ,60,100000
2015-05-28 ,20,10000
2015-05-28 ,60,100000
2015-05-27 ,30,50000
2015-05-26 ,60,120000
2015-05-25 ,30,16000
2015-05-25 ,30,150000
2015-05-23 ,30,100000
2015-05-22 ,25,1000
2015-05-22 ,60,200000
2015-05-21 ,20,30000
2015-05-21 ,30,1400
2015-05-20 ,30,200000
2015-05-19 ,30,60000
2015-05-19 ,90,500000
2015-05-18 ,30,150000
2015-05-16 ,60,100000
2015-05-15 ,30,2200
2015-05-15 ,90,200000
2015-05-14 ,30,50000
2015-05-13 ,60,140000
2015-05-12 ,30,4000
2015-05-11 ,90,350000
2015-05-09 ,60,300000
2015-05-08 ,20,8000
2015-05-08 ,90,100000
2015-05-07 ,60,40000
2015-05-06 ,22,2200
2015-05-05 ,20,5000
2015-05-04 ,60,120000
2015-05-02 ,90,700000
2015-05-01 ,30,70000
2015-05-01 ,90,300000
2015-04-30 ,60,80000
2015-04-29 ,20,7400
2015-04-28 ,90,100000
2015-04-28 ,60,60000
2015-04-27 ,20,1800
2015-04-27 ,90,70000
2015-04-24 ,20,1500
2015-04-24 ,90,200000
2015-04-23 ,20,3000
2015-04-23 ,90,80000
2015-04-23 ,30,100000
2015-04-22 ,20,3100
2015-04-22 ,60,250000
2015-04-21 ,60,80000
2015-04-21 ,90,700000
2015-04-20 ,60,100000
2015-04-20 ,60,75000
2015-04-18 ,90,200000
2015-04-18 ,30,120000
2015-04-18 ,60,300000
2015-04-17 ,120,500000
2015-04-17 ,60,100000
2015-04-16 ,90,500000
2015-04-16 ,15,4500
2015-04-15 ,60,200000
