release time,life loan,ITEM_AMOUNT
2015-04-15 ,60,70000
2015-04-14 ,60,100000
2015-04-14 ,90,1200000
2015-04-14 ,20,9000
2015-04-13 ,90,100000
2015-04-13 ,60,100000
2015-04-11 ,15,700
2015-04-11 ,90,250000
2015-04-10 ,20,3200
2015-04-10 ,120,900000
2015-04-10 ,30,45000
2015-04-09 ,60,200000
2015-04-08 ,16,17000
2015-04-07 ,90,300000
2015-04-07 ,90,200000
2015-04-07 ,15,1200
2015-04-07 ,60,150000
2015-04-06 ,120,300000
2015-04-04 ,120,250000
2015-04-04 ,30,70000
2015-04-03 ,15,150000
2015-04-03 ,60,150000
2015-04-02 ,30,25000
2015-04-02 ,90,500000
2015-04-01 ,20,6000
2015-04-01 ,120,500000
2015-04-01 ,90,400000
2015-03-31 ,20,3500
2015-03-31 ,30,200000
2015-03-31 ,15,120000
2015-03-30 ,25,300000
2015-03-30 ,60,180000
2015-03-28 ,90,400000
2015-03-27 ,120,950000
2015-03-27 ,90,700000
2015-03-26 ,120,750000
2015-03-26 ,60,150000
2015-03-25 ,25,2500
2015-03-25 ,120,200000
2015-03-25 ,90,450000
2015-03-24 ,60,150000
2015-03-23 ,90,300000
2015-03-23 ,120,700000
2015-03-21 ,90,220000
2015-03-20 ,60,30000
2015-03-19 ,120,150000
2015-03-19 ,18,4000
2015-03-16 ,150,400000
2015-03-13 ,90,80000
2015-03-12 ,90,100000
2015-03-12 ,90,300000
2015-03-11 ,90,600000
2015-03-11 ,90,600000
2015-03-10 ,60,400000
2015-03-06 ,120,600000
2015-03-05 ,90,500000
2015-03-03 ,90,2200000
2015-03-02 ,90,850000
2015-02-27 ,90,1300000
2015-02-27 ,90,90000
2015-02-18 ,90,1100000
2015-02-15 ,90,750000
2015-02-14 ,180,800000
2015-02-14 ,90,600000
2015-02-13 ,90,400000
2015-02-13 ,150,1800000
2015-02-13 ,60,150000
2015-02-12 ,60,110000
2015-02-12 ,90,700000
2015-02-11 ,60,200000
2015-02-10 ,90,900000
2015-02-10 ,90,200000
2015-02-09 ,90,100000
2015-02-09 ,60,100000
2015-02-09 ,90,300000
2015-02-06 ,120,1000000
2015-02-06 ,90,1200000
2015-02-06 ,90,100000
2015-02-06 ,30,80000
2015-02-05 ,60,250000
2015-02-05 ,30,5000
2015-02-04 ,90,300000
2015-02-04 ,30,100000
2015-02-03 ,180,100000
2015-02-03 ,60,80000
2015-02-03 ,90,150000
2015-02-02 ,60,60000
2015-02-02 ,90,80000
2015-02-02 ,30,3000
2015-01-31 ,90,700000
2015-01-30 ,30,70000
2015-01-30 ,30,6000
2015-01-30 ,60,100000
2015-01-29 ,30,6100
2015-01-29 ,90,80000
2015-01-28 ,60,100000
2015-01-28 ,90,150000
2015-01-27 ,30,11000
2015-01-27 ,90,250000
2015-01-26 ,90,150000
2015-01-24 ,90,800000
2015-01-23 ,60,150000
2015-01-22 ,22,100000
2015-01-22 ,22,17000
2015-01-21 ,60,70000
2015-01-21 ,60,100000
2015-01-21 ,22,10000
2015-01-20 ,60,80000
2015-01-20 ,90,40000
2015-01-19 ,22,20000
2015-01-19 ,60,100000
2015-01-17 ,30,23800
2015-01-17 ,90,200000
2015-01-16 ,30,20000
2015-01-16 ,90,100000
2015-01-15 ,90,100000
2015-01-15 ,30,8600
2015-01-14 ,30,9300
2015-01-12 ,30,120000
2015-01-12 ,90,300000
2015-01-09 ,60,200000
2015-01-08 ,60,10500
2015-01-06 ,60,30000
2015-01-05 ,6,12000
2015-01-01 ,90,300000
2014-12-26 ,180,80000
2014-12-24 ,90,50000
2014-12-20 ,6,50000
