DEADLINE,LIFE_LOAN,ITEM_AMOUNT,MONEY_RATE
2015-1-23,15,100000,0.12
2015-1-23,30,100000,21.6
2015-1-23,60,100000,21.6
2015-1-22,60,100000,21.6
2015-1-22,60,100000,21.6
2015-1-22,60,50000,21.6
2015-1-22,30,100000,21.6
2015-1-22,15,100000,0.12
2015-1-22,60,80605,21.6
2015-1-21,15,100000,0.12
2015-1-21,30,100000,21.6
2015-1-21,60,19393.67,21.6
2015-1-20,30,100000,21.6
2015-1-20,60,34942.68,21.6
2015-1-19,30,100000,21.6
2015-1-19,60,31584.62,21.6
2015-1-18,60,50000,21.6
2015-1-18,60,50000,21.6
2015-1-17,60,50000,21.6
2015-1-17,30,100000,21.6
2015-1-17,60,31095.97,21.6
2015-1-16,60,100000,21.6
2015-1-16,60,100000,21.6
2015-1-16,30,100000,21.6
2015-1-16,60,131363,21.6
2015-1-15,60,210000,21.6
2015-1-15,30,100000,21.6
2015-1-15,60,68636.52,21.6
2015-1-14,60,18592.95,21.6
2015-1-13,60,50000,21.6
2015-1-13,60,50000,21.6
2015-1-13,60,50000,21.6
2015-1-13,60,50000,21.6
2015-1-13,60,41880.84,21.6
2015-1-12,60,50000,21.6
2015-1-12,60,50000,21.6
2015-1-12,60,100000,21.6
2015-1-11,60,150000,21.6
2015-1-11,60,100000,21.6
2015-1-10,60,110000,21.6
2015-1-10,15,100000,0.12
2015-1-10,60,100000,21.6
2015-1-10,60,80000,21.6
2015-1-9,15,100000,0.12
2015-1-9,60,51093,21.6
2015-1-8,15,100000,0.12
2015-1-8,60,100000,21.6
2015-1-8,60,100000,21.6
2015-1-8,60,44065.28,21.6
2015-1-7,60,50000,21.6
2015-1-7,15,100000,0.12
2015-1-7,15,100000,21.6
2015-1-7,60,200000,21.6
2015-1-7,60,34842.75,21.6
2015-1-6,15,100000,0.12
2015-1-6,60,50000,21.6
2015-1-6,60,150000,21.6
2015-1-6,60,100000,21.6
2015-1-5,30,100000,21.6
2015-1-5,60,250000,21.6
2015-1-5,60,100000,21.6
2015-1-4,60,150000,21.6
2015-1-4,60,50000,21.6
2015-1-4,30,100000,21.6
2015-1-4,60,50000,21.6
2015-1-4,60,100000,21.6
2015-1-3,15,100000,0.12
2015-1-3,60,250000,21.6
2015-1-3,60,38158,21.6
2015-1-3,1,288888,0.58
2015-1-3,60,61841.05,21.6
2015-1-2,60,250000,21.6
2015-1-2,30,100000,21.6
2015-1-2,60,100000,21.6
2014-12-31,1,256747.38,0.2
2014-12-31,30,100000,21.6
2014-12-31,30,150000,21.6
2014-12-31,30,100000,21.6
2014-12-31,30,100000,21.6
2014-12-30,30,100000,21.6
2014-12-30,30,100000,21.6
2014-12-30,30,150000,21.6
,30,150000,21.6
2014-12-30,30,100000,21.6
2014-12-29,30,100000,21.6
2014-12-29,30,130000,21.6
2014-12-29,30,120000,21.6
2014-12-29,30,100000,21.6
2014-12-27,30,120000,21.6
2014-12-27,30,100000,21.6
2014-12-27,30,70000,21.6
2014-12-27,1,388888,0.88
2014-12-27,30,100000,21.6
2014-12-26,30,27417.43,21.6
2014-12-26,30,100000,21.6
2014-12-26,30,100000,21.6
2014-12-26,1,128888,0.88
2014-12-26,30,83106.54,21.6
2014-12-25,30,67004.95,21.6
2014-12-25,30,100000,21.6
2014-12-25,1,288888,0.88
,1,288888,0.88
2014-12-25,30,66877,21.6
2014-12-24,30,33122.31,21.6
2014-12-24,30,100000,21.6
,30,120000,21.6
2014-12-24,1,128888,0.88
,1,128888,0.88
2014-12-24,30,100000,21.6
2014-12-23,30,100000,21.6
2014-12-23,30,32750,21.6
2014-12-23,1,128888,0.88
,1,128888,0.88
2014-12-23,30,67117.66,21.6
2014-12-22,30,150000,21.6
2014-12-22,30,100000,21.6
2014-12-22,30,100000,21.6
2014-12-22,30,100000,21.6
2014-12-20,30,100000,21.6
2014-12-20,30,100000,21.6
2014-12-20,30,150000,21.6
,30,150000,21.6
2014-12-20,30,100000,21.6
2014-12-19,30,100000,21.6
2014-12-19,30,100000,21.6
2014-12-19,1,128888,0.88
2014-12-19,30,100000,21.6
2014-12-18,30,100000,21.6
2014-12-18,1,128888,0.88
,1,1000,0.88
,1,1000,0.88
2014-12-18,30,100000,21.6
2014-12-17,30,100000,21.6
2014-12-17,30,100000,21.6
2014-12-17,1,150000,0.88
,1,1000,0.88
2014-12-17,30,128888,8.88
,1,128888,8.88
2014-12-17,30,100000,21.6
2014-12-16,30,100000,21.6
2014-12-16,30,100000,21.6
2014-12-16,30,100000,21.6
2014-12-15,30,29323.57,21.6
2014-12-15,30,100000,21.6
2014-12-15,30,150000,21.6
2014-12-15,30,100000,21.6
,30,1000,21.6
2014-12-13,30,100000,21.6
2014-12-13,30,58788.65,21.6
2014-12-12,30,100000,21.6
2014-12-12,30,100000,21.6
2014-12-11,30,100000,21.6
2014-12-11,30,100000,21.6
2014-12-11,30,100000,21.6
2014-12-10,30,120000,21.6
,30,1111,21.6
2014-12-10,30,100000,21.6
2014-12-10,30,100000,21.6
2014-12-10,30,40301,21.6
2014-12-9,30,120000,21.6
2014-12-9,30,100000,21.6
2014-12-9,30,59699.76,21.6
2014-12-8,30,100000,21.6
2014-12-8,30,100000,21.6
2014-12-8,30,100000,21.6
2014-12-6,30,100000,21.6
2014-12-6,30,100000,21.6
2014-12-6,30,100000,21.6
,30,100000,21.6
,30,1111,21.6
2014-12-5,30,100000,21.6
2014-12-5,30,150000,21.6
2014-12-5,30,46553,21.6
2014-12-4,30,53447.83,21.6
2014-12-4,30,100000,21.6
2014-12-4,30,100000,21.6
2014-12-4,30,100000,21.6
2014-12-4,30,39898,21.6
2014-12-3,30,150000,21.6
2014-12-3,30,60101.54,21.6
2014-12-3,30,100000,21.6
2014-12-2,30,100000,21.6
2014-12-2,30,100000,21.6
2014-12-2,30,100000,21.6
2014-12-1,30,100000,21.6
2014-12-1,30,100000,21.6
2014-11-30,30,100000,21.6
2014-11-30,30,100000,21.6
2014-11-30,30,100000,21.6
2014-11-30,30,100000,21.6
2014-11-29,30,100000,21.6
2014-11-29,30,100000,21.6
2014-11-29,30,100000,21.6
2014-11-29,30,100000,21.6
2014-11-28,30,100000,21.6
2014-11-28,30,100000,21.6
2014-11-28,30,130000,21.6
2014-11-28,30,100000,21.6
2014-11-27,30,100000,21.6
2014-11-27,7,188888,0.2
2014-11-27,30,130000,21.6
2014-11-27,30,75000,21.6
2014-11-26,30,34403.33,21.6
2014-11-26,30,35000,21.6
2014-11-26,30,100000,21.6
2014-11-26,30,100000,21.6
2014-11-26,30,65000,21.6
2014-11-25,30,15269.31,21.6
2014-11-25,30,100000,21.6
2014-11-25,30,100000,21.6
2014-11-25,30,100000,21.6
2014-11-24,30,120000,21.6
2014-11-24,30,40000,21.6
2014-11-24,30,62000,21.6
2014-11-24,30,100000,21.6
2014-11-24,30,93200,21.6
2014-11-23,30,6873.87,21.6
2014-11-23,30,68588.09,21.6
2014-11-22,30,99900,21.6
2014-11-22,30,100000,21.6
2014-11-22,30,85000,21.6
2014-11-21,30,120000,21.6
2014-11-21,30,14686.35,21.6
2014-11-21,30,100000,21.6
2014-11-20,5,50000,0.13
2014-11-20,5,100000,0.13
2014-11-20,30,150000,21.6
2014-11-19,3,50000,0.1
2014-11-19,15,100000,0.12
2014-11-19,30,90000,21.6
2014-11-18,2,70000,0.1
2014-11-18,3,50000,0.1
2014-11-17,30,100000,21.6
2014-11-17,30,100000,21.6
2014-11-16,30,99900,21.6
2014-11-16,30,100000,21.6
2014-11-16,30,100000,21.6
2014-11-15,30,100000,21.6
2014-11-15,3,10000,0.1
2014-11-15,30,100000,21.6
2014-11-15,30,100000,21.6
2014-11-14,30,100000,21.6
2014-11-14,3,10000,0.1
2014-11-14,30,100000,21.6
2014-11-13,30,50000,21.6
2014-11-13,3,10000,0.1
2014-11-13,3,50000,0.1
2014-11-13,5,50000,0.1
2014-11-13,30,150000,21.6
2014-11-13,30,200000,21.6
2014-11-12,30,150000,21.6
2014-11-12,3,10000,0.1
2014-11-12,30,40000,21.6
2014-11-11,30,80000,21.6
2014-11-11,30,20000,21.6
2014-11-11,10,100000,0.2
2014-11-11,10,100000,0.15
2014-11-10,3,200000,0.12
2014-11-10,30,100000,21.6
2014-11-10,30,100000,21.6
2014-11-9,15,84509.21,0.12
2014-11-8,2,200000,0.1
2014-11-8,15,100000,0.12
2014-11-7,15,100000,0.12
2014-11-6,30,100000,21.6
2014-11-6,30,100000,21.6
2014-11-6,30,100000,21.6
2014-11-5,30,100000,21.6
2014-11-5,30,60000,21.6
2014-11-4,30,50000,21.6
2014-11-4,30,50000,21.6
2014-11-4,30,50000,21.6
2014-11-4,30,50000,21.6
2014-11-4,30,50000,21.6
2014-11-3,30,50000,21.6
2014-11-3,30,50000,21.6
2014-11-3,15,100000,0.11
2014-11-3,30,45432,21.6
2014-11-2,30,54568,21.6
2014-11-1,15,25636.27,0.11
,,,
2014-10-31,30,100000,21.6
2014-10-31,30,100000,21.6
2014-10-31,30,100000,21.6
2014-10-31,30,100000,21.6
2014-10-31,30,100000,21.6
2014-10-31,15,85757.35,0.11
2014-10-31,30,100000,21.6
2014-10-30,30,100000,21.6
2014-10-30,15,100000,0.11
2014-10-30,15,100000,0.11
2014-10-29,30,100000,21.6
2014-10-29,30,100000,21.6
2014-10-29,30,100000,21.6
2014-10-29,30,100000,21.6
2014-10-29,30,50000,21.6
2014-10-29,30,50000,21.6
2014-10-28,3,100000,0.1
2014-10-28,3,100000,0.1
2014-10-28,3,100000,0.1
2014-10-28,3,100000,0.1
2014-10-28,30,50000,21.6
2014-10-28,30,50000,21.6
2014-10-28,30,50000,21.6
2014-10-28,30,50000,21.6
2014-10-27,5,100000,0.15
2014-10-27,2,10000,0.1
2014-10-27,3,10000,0.1
2014-10-27,4,60000,0.1
2014-10-27,2,10000,0.1
2014-10-27,1,50000,0.1
2014-10-27,2,10000,0.1
2014-10-26,30,50000,21.6
2014-10-26,2,10000,0.1
2014-10-26,30,150000,21.6
2014-10-26,30,100000,21.6
2014-10-26,30,50000,21.6
2014-10-26,30,50000,21.6
2014-10-26,2,30000,0.1
2014-10-25,3,10000,0.1
2014-10-25,30,50000,21.6
2014-10-25,1,1000,0.1
2014-10-25,30,50000,21.6
2014-10-25,30,42200,21.6
2014-10-24,30,7779.33,21.6
2014-10-24,2,15000,0.1
2014-10-24,30,50000,21.6
2014-10-24,30,100000,21.6
2014-10-24,30,40000,21.6
2014-10-24,2,10000,0.1
2014-10-23,30,50000,21.6
2014-10-23,30,100000,21.6
2014-10-23,30,50000,21.6
2014-10-23,5,100000,0.2
2014-10-22,30,130000,21.6
2014-10-22,30,50000,21.6
2014-10-22,5,50000,0.2
2014-10-22,30,50000,21.6
2014-10-22,5,100000,0.2
2014-10-21,5,100000,0.2
2014-10-21,30,80000,21.6
2014-10-20,30,50000,21.6
,1,1000,0.1
2014-10-20,5,100000,0.2
2014-10-19,5,100000,0.2
2014-10-18,10,100000,0.15
2014-10-18,10,200000,0.15
2014-10-19,30,50000,21.6
2014-10-17,1,1000,0.1
2014-10-17,1,1000,0.1
2014-10-17,30,60000,21.6
2014-10-17,30,50000,21.6
2014-10-16,30,50000,21.6
2014-10-16,1,150000,0.5
2014-10-15,30,60000,21.6
2014-10-15,30,50000,21.6
2014-10-14,5,2000,0.2
2014-10-14,5,10000,0.2
2014-10-14,5,10000,0.2
2014-10-14,5,10000,0.2
2014-10-14,5,100000,0.2
2014-10-14,15,20000,0.1
2014-10-13,30,50000,21.6
2014-10-13,1,100000,0.5
2014-10-13,30,50000,21.6
2014-10-12,1,50000,0.5
2014-10-11,1,2000,0.5
2014-10-12,30,50000,21.6
2014-10-11,30,50000,21.6
2014-10-11,1,50000,0.5
2014-10-10,30,100000,21.6
,30,100000,21.6
2014-10-10,5,50000,0.1
2014-10-9,1,50000,0.5
