DEADLINE,LIFE_LOAN,ITEM_AMOUNT,MONEY_RATE
2013-11-26,90,50000,20
2014-01-08,90,50000,20
2015-01-06,90,50000,20
2015-01-20,90,50000,20
2014-09-12,180,200000,21.6
2014-03-29,180,100000,20
2013-09-02,30,280000,8.8
2014-02-26,90,100000,20
2014-09-08,60,200000,21.6
2015-01-05,90,150000,16
2014-01-18,180,50000,20
2014-03-09,90,100000,20
2015-03-27,180,300000,16
2013-12-25,30,200000,20
2013-12-13,60,50000,20
2013-10-03,30,300000,20
2014-06-10,90,100000,18
2014-08-24,180,150000,21.6
2015-01-20,30,50000,16
2014-06-06,90,100000,18
2014-06-09,180,50000,18
2014-02-08,180,100400,20
2014-01-25,180,190000,20
2014-11-15,180,50000,20
2014-04-21,180,100000,20
2014-12-12,30,50000,20
2013-09-09,90,300000,20
2014-10-09,180,80000,21.6
2013-12-31,10,500000,18
2013-12-26,60,50000,20
2014-04-02,180,100000,20
2013-10-11,30,300000,20
2013-11-27,30,200000,20
2014-10-30,60,100000,21.6
2014-10-15,180,150000,21.6
2014-12-31,30,100000,20
2013-09-03,30,300000,20
2014-09-20,90,200000,21.6
2014-07-30,30,100000,21.6
2014-04-12,30,300000,20
2014-07-22,180,50000,21.6
2014-04-10,30,200000,20
2014-03-03,180,100000,20
2014-12-05,30,50000,20
2014-04-02,90,70000,20
2014-06-09,60,100000,18
2014-02-09,30,300000,20
2014-09-11,60,150000,21.6
2014-01-20,180,100000,20
2013-10-07,60,100000,20
2014-01-02,180,50000,20
2014-09-20,30,65000,21.6
2014-02-24,30,200000,20
2013-10-11,30,400000,20
2014-11-15,90,50000,20
2014-12-09,30,100000,20
2014-05-28,30,300000,18
2014-07-26,30,200000,21.6
2015-01-21,180,50000,16
2014-09-06,180,70000,21.6
2014-09-11,30,300000,21.6
2014-04-07,90,300000,20
2014-12-18,90,50000,20
2015-02-04,90,500000,16
2014-08-07,30,50000,21.6
2014-11-19,90,50000,20
2014-11-26,30,200000,20
2014-05-29,60,110000,18
2014-04-24,90,200000,20
2014-03-21,90,200000,20
2014-01-18,30,300000,20
2014-09-25,90,200000,21.6
2014-06-21,90,150000,18
2014-07-22,90,150000,21.6
2014-10-10,30,300000,21.6
2014-07-04,90,150000,21.6
2014-02-28,30,150000,20
2014-01-29,60,100000,20
2014-03-12,90,100000,20
2014-08-31,180,80000,21.6
2014-08-03,90,350000,21.6
2014-09-03,60,150000,21.6
2014-03-09,4,200000,10.8
2014-07-01,30,150000,21.6
2013-11-09,60,100000,20
2013-09-04,30,300000,20
2014-09-05,30,300000,21.6
2014-09-06,180,200000,21.6
2014-08-21,90,150000,21.6
2013-10-17,60,100000,20
2014-07-18,180,100000,21.6
2014-11-16,30,100000,20
2015-01-05,30,150000,16
2013-12-27,180,50000,20
2014-10-23,60,200000,21.6
2014-12-19,180,100000,18
2014-08-20,180,150000,21.6
2013-12-21,90,100000,20
2014-12-19,90,100000,18
2014-03-11,180,100000,20
2013-11-16,30,300000,20
2014-04-25,90,150000,20
2014-04-16,90,150000,20
2014-03-31,90,120000,20
2013-12-31,10,500000,18
2014-10-16,90,360000,21.6
2013-12-08,90,50000,20
2014-04-14,180,100000,20
2014-02-07,90,100000,20
2014-11-28,90,50000,20
2014-01-03,10,500000,18
2013-11-18,30,300000,20
2013-10-15,30,300000,20
2013-10-24,30,300000,20
2014-12-09,30,517000,20
2014-01-22,90,100000,20
2013-10-26,90,100000,20
2014-05-12,30,100000,18
2013-11-29,30,300000,20
2014-05-11,30,200000,18
2014-02-28,30,150000,20
2015-01-12,90,100000,16
2014-12-11,30,100000,18
2014-08-11,30,250000,21.6
2014-04-15,180,100000,20
2014-03-09,30,200000,20
2014-03-06,90,100000,20
2014-04-23,180,100000,20
2015-03-17,180,500000,16
2014-10-16,30,360000,21.6
2015-01-09,30,50000,16
2014-02-17,30,200000,20
2013-09-11,30,500000,20
2014-04-10,90,50000,20
2015-02-06,30,500000,16
2014-01-21,30,300000,20
2014-05-25,90,150000,18
2013-09-12,90,500000,20
2013-11-18,90,50000,20
2014-04-04,60,300000,20
2014-08-15,30,80000,21.6
2014-01-02,10,500000,18
2014-06-09,180,100000,18
2014-07-29,180,100000,21.6
2014-02-15,90,100000,20
2014-05-08,30,150000,20
2014-05-09,180,50000,20
2014-05-20,30,50000,18
2013-12-22,90,50000,20
2014-01-02,30,200000,20
2014-07-06,60,200000,21.6
2014-12-05,60,100000,20
2014-02-12,180,100000,20
2014-10-14,30,200000,21.6
2014-11-27,30,200000,20
2015-01-06,30,100000,20
2014-04-17,60,50000,20
2014-08-19,90,150000,21.6
2015-04-21,180,300000,16
2014-08-27,180,180000,21.6
2014-03-22,30,200000,20
2014-06-14,30,100000,18
2014-09-05,180,200000,21.6
2014-07-30,30,200000,21.6
2014-07-09,90,300000,21.6
2014-11-06,60,50000,20
2014-01-16,180,50000,20
2014-07-10,30,400000,21.6
2014-10-06,30,580000,21.6
2015-01-16,60,50000,16
2014-07-07,180,250000,21.6
2014-02-15,30,200000,20
2014-06-14,30,50000,18
2014-12-01,60,50000,20
2014-12-24,90,100000,18
2014-11-11,30,100000,20
2015-01-08,180,50000,16
2014-07-18,30,250000,21.6
2013-10-06,30,300000,20
2015-01-04,30,100000,20
2014-01-28,90,100000,20
2014-06-08,60,100000,18
2014-12-03,90,50000,20
2013-10-08,30,300000,20
2013-12-16,90,50000,20
2014-01-20,60,100000,20
2014-11-01,60,50000,20
2014-04-08,90,200000,20
2013-09-13,30,500000,20
2014-06-28,180,50000,18
2014-08-10,30,200000,21.6
2014-04-19,180,100000,20
2014-11-30,180,60000,20
2014-11-04,60,200000,20
2014-12-18,30,100000,20
2014-12-29,90,50000,20
2013-12-14,30,50000,20
2014-05-09,180,100000,20
2014-11-17,30,50000,20
2014-03-06,90,100000,20
2014-07-05,90,200000,21.6
2014-12-30,30,100000,20
2014-09-18,180,150000,21.6
2014-03-22,90,200000,20
2014-01-01,90,100000,20
2014-08-30,30,300000,21.6
2014-09-16,30,250000,21.6
2015-01-15,180,50000,16
2014-07-31,90,100000,21.6
2014-06-22,90,100000,18
2014-07-30,90,150000,21.6
2014-12-05,30,70000,20
2013-10-03,60,100000,20
2014-05-07,30,100000,20
2015-01-13,60,50000,20
2013-12-22,180,50000,20
2013-11-26,30,200000,20
2014-04-02,30,300000,20
2013-10-28,90,100000,20
2014-03-31,90,80000,20
2013-10-05,30,200000,20
2013-10-25,60,100000,20
2014-01-09,180,50000,20
2014-10-09,180,250000,21.6
2013-09-04,60,200000,20
2014-07-27,30,200000,21.6
2015-01-27,60,50000,16
2014-04-19,90,150000,20
2014-12-26,60,50000,20
2014-02-27,30,150000,20
2014-08-15,180,150000,21.6
2014-03-20,180,100000,20
2013-11-25,30,200000,20
2014-06-15,90,150000,18
2014-08-02,180,50000,21.6
2014-04-08,180,100000,20
2014-05-14,30,200000,18
2014-06-27,180,150000,18
2014-08-12,90,200000,21.6
2014-08-14,60,100000,21.6
2014-08-13,90,150000,21.6
2014-02-28,90,100000,20
2014-07-26,180,100000,21.6
2014-01-05,60,50000,20
2014-12-01,90,50000,20
2014-10-29,90,150000,21.6
2014-07-11,30,300000,21.6
2014-04-25,30,40000,20
2014-09-09,180,50000,21.6
2014-06-03,30,300000,18
2013-12-20,60,200000,20
2014-12-26,30,100000,20
2015-04-10,180,300000,16
2014-06-29,60,50000,18
2014-09-02,30,350000,21.6
2014-04-12,30,50000,20
2014-06-13,180,150000,18
2014-09-24,180,200000,21.6
2013-10-10,90,100000,20
2014-02-11,30,300000,20
2013-11-28,30,300000,20
2014-01-29,180,100000,20
2014-01-10,10,500000,18
2014-12-25,180,100000,18
2014-06-12,180,100000,18
2014-09-14,180,200000,21.6
2014-08-06,180,200000,21.6
2014-07-16,30,150000,21.6
2014-05-29,30,100000,18
2013-12-25,90,100000,20
2014-11-16,30,100000,20
2013-12-12,90,50000,20
2014-06-21,180,50000,18
2013-10-12,60,100000,20
2014-03-24,180,150000,20
2013-10-19,60,100000,20
2015-01-09,90,100000,16
2015-02-09,90,500000,16
2014-01-07,30,300000,20
2014-12-12,30,60000,18
2014-11-25,90,150000,20
2014-10-13,180,150000,21.6
2014-02-09,90,100000,20
2014-11-12,30,150000,20
2013-10-11,60,100000,20
2014-07-02,180,150000,21.6
2013-11-02,30,200000,20
2014-09-09,90,350000,21.6
2014-10-08,30,480000,21.6
2013-10-24,60,210000,20
2013-11-15,180,50000,20
2015-05-08,180,300000,16
2014-06-27,90,150000,18
2014-10-28,90,150000,21.6
2014-05-14,180,100000,18
2013-12-08,180,50000,20
2014-03-22,90,100000,20
2014-01-04,10,500000,18
2014-05-13,30,150000,18
2014-08-23,28,1000000,21.6
2014-06-30,60,50000,18
2014-09-23,22,1500000,21.6
2014-12-23,30,150000,16
2013-12-28,30,200000,20
2014-03-04,90,100000,20
2014-09-01,60,200000,21.6
2014-12-04,30,100000,20
2014-01-11,30,50000,20
2014-05-09,90,150000,20
2014-02-20,30,200000,20
2014-10-15,30,200000,21.6
2014-06-07,90,100000,18
2014-10-11,30,200000,21.6
2014-09-22,180,200000,21.6
2014-02-14,30,300000,20
2014-10-18,90,300000,21.6
2013-09-07,90,500000,20
2014-03-09,4,300000,10.8
2014-11-26,180,50000,20
2013-11-30,180,80000,20
2014-11-27,30,200000,20
2014-04-03,90,200000,20
2014-04-22,30,150000,20
2014-08-05,90,250000,21.6
2013-10-14,60,100000,20
2014-09-22,90,200000,21.6
2014-03-10,180,100000,20
2014-02-11,180,100000,20
2014-02-07,180,100000,20
2014-11-12,180,50000,20
2013-12-15,60,50000,20
2014-04-29,30,150000,20
2014-08-31,60,200000,21.6
2014-10-03,30,400000,21.6
2014-03-17,90,200000,20
2014-11-18,30,50000,20
2014-04-25,90,200000,20
2014-01-28,60,100000,20
2013-09-03,30,300000,20
2014-07-15,30,150000,21.6
2014-01-02,60,50000,20
2014-11-26,30,100000,20
2014-08-20,60,100000,21.6
2013-10-09,30,300000,20
2014-06-17,60,50000,18
2014-11-05,60,250000,20
2014-09-15,22,2000000,21.6
2014-07-03,180,200000,21.6
2014-07-27,180,50000,21.6
2014-10-08,180,300000,21.6
2014-05-12,30,150000,18
2014-01-24,90,100000,20
2015-01-16,30,50000,16
2014-08-25,180,200000,21.6
2014-04-28,90,50000,20
2014-10-04,30,480000,21.6
2013-12-17,30,50000,20
2014-12-18,90,100000,18
2014-01-07,60,50000,20
2014-04-07,60,200000,20
2015-01-22,90,50000,20
2014-05-19,180,100000,18
2014-07-09,180,60000,21.6
2014-07-16,90,150000,21.6
2014-06-04,90,100000,18
2014-09-14,22,2000000,21.6
2014-06-30,30,100000,18
2014-05-05,30,150000,20
2015-01-21,90,100000,16
2014-06-15,30,100000,18
2015-01-04,180,50000,20
2014-03-28,180,100000,20
2014-04-17,90,150000,20
2013-12-31,30,200000,20
2014-07-11,60,150000,21.6
2014-08-30,30,250000,21.6
2014-11-15,90,50000,20
2015-01-13,180,50000,20
2014-07-02,30,50000,21.6
2014-01-07,30,150000,20
2014-06-30,30,150000,18
2014-04-12,180,100000,20
2014-04-08,30,200000,20
2014-05-05,180,100000,20
2014-05-12,180,150000,18
2014-12-26,180,100000,18
2014-12-31,180,100000,18
2013-11-24,90,50000,20
2014-02-20,30,200000,20
2013-12-31,60,50000,20
2014-04-09,180,100000,20
2013-10-27,60,50000,20
2014-12-15,30,50000,20
2014-08-25,90,200000,21.6
2014-07-27,180,100000,21.6
2014-12-16,60,100000,18
2013-12-15,180,50000,20
2014-07-16,180,100000,21.6
2014-02-23,90,100000,20
2013-12-31,10,500000,18
2014-12-30,60,100000,20
2014-09-07,90,250000,21.6
2014-12-22,60,150000,18
2014-10-03,180,300000,21.6
2014-11-06,90,50000,20
2014-12-19,60,50000,20
2014-02-22,30,200000,20
2015-01-05,60,150000,16
2014-11-17,180,50000,20
2014-01-20,90,100000,20
2014-06-19,180,100000,18
2013-09-10,30,500000,20
2014-08-03,180,200000,21.6
2014-04-10,90,200000,20
2014-07-05,180,250000,21.6
2015-01-19,60,100000,16
2014-12-08,30,50000,20
2014-12-02,30,100000,20
2014-01-12,90,50000,20
2014-07-18,180,50000,21.6
2014-07-12,30,300000,21.6
2014-01-27,90,100000,20
2014-01-10,30,50000,20
2015-04-14,180,300000,16
2014-12-12,180,50000,20
2013-09-25,90,200000,20
2014-01-12,180,50000,20
2015-02-03,180,500000,16
2013-09-09,60,200000,20
2013-12-11,60,50000,20
2014-04-25,90,310000,20
2013-12-28,90,100000,20
2014-01-19,90,100000,20
2014-01-29,90,100000,20
2014-04-27,90,200000,20
2014-07-25,60,200000,21.6
2014-05-26,90,100000,18
2014-07-02,30,150000,21.6
2014-08-16,90,150000,21.6
2014-01-05,10,500000,18
2014-07-25,60,100000,21.6
2014-08-19,180,200000,21.6
2014-07-04,180,250000,21.6
2013-10-04,30,320000,20
2014-03-08,30,50000,20
2014-02-11,90,100000,20
2013-11-04,90,200000,20
2014-03-27,30,200000,20
2015-01-26,60,50000,16
2013-10-09,30,600000,20
2013-10-10,30,1000000,20
2014-09-19,30,50000,21.6
2014-07-12,30,100000,21.6
2014-06-26,90,60000,18
2015-03-13,180,500000,16
2015-01-05,90,50000,20
2014-07-08,180,250000,21.6
2014-09-09,60,200000,21.6
2014-09-30,90,300000,21.6
2015-01-16,90,50000,20
2013-09-25,30,300000,20
2013-10-25,30,300000,20
2014-06-10,30,50000,18
2013-12-07,30,150000,20
2014-09-25,180,200000,21.6
2013-11-26,30,200000,20
2014-12-23,90,150000,18
2015-02-04,30,500000,16
2014-07-24,30,250000,21.6
2014-09-29,30,400000,21.6
2015-02-04,180,500000,16
2014-04-18,90,200000,20
2013-10-03,30,300000,20
2014-10-02,90,300000,21.6
2014-11-21,180,50000,20
2014-09-26,60,150000,21.6
2013-09-11,90,300000,20
2013-10-18,90,100000,20
2014-05-12,180,100000,18
2014-06-29,180,100000,18
2014-08-15,180,200000,21.6
2014-01-09,90,50000,20
2014-03-05,180,200000,20
2014-01-10,180,50000,20
2013-10-22,30,300000,20
2014-05-05,90,90000,20
2014-11-10,30,100000,20
2014-12-17,60,50000,20
2014-03-07,90,100000,20
2014-08-19,60,100000,21.6
2013-12-25,180,50000,20
2014-09-04,90,200000,21.6
2014-05-16,90,150000,18
2013-12-23,60,50000,20
2014-05-27,90,100000,18
2014-03-07,180,100000,20
2014-04-01,30,300000,20
2015-01-05,90,60000,16
2014-05-28,30,50000,18
2014-08-09,30,1880000,21.6
2013-10-09,30,300000,20
2014-01-05,10,500000,18
2014-07-30,90,150000,21.6
2014-07-13,21,3000000,18
2014-08-21,60,100000,21.6
2014-08-18,180,200000,21.6
2014-04-30,180,70000,20
2014-09-19,60,150000,21.6
2014-05-30,90,100000,18
2014-11-11,30,160000,20
2014-03-19,90,150000,20
2014-04-15,180,70000,20
2014-01-07,180,50000,20
2013-11-16,90,87000,20
2014-05-19,90,100000,18
2013-12-01,30,100000,20
2014-03-02,90,100000,20
2014-12-18,90,50000,20
2013-12-28,180,50000,20
2014-11-04,30,50000,20
2014-08-13,180,50000,21.6
2014-07-21,90,150000,21.6
2014-07-05,30,250000,21.6
2014-10-31,180,150000,21.6
2014-11-13,90,50000,20
2014-01-13,10,500000,18
2014-04-15,30,200000,20
2014-05-11,180,50000,18
2014-08-17,180,200000,21.6
2014-04-12,90,50000,20
2014-05-21,180,100000,18
2014-05-28,30,150000,18
2015-01-30,60,500000,16
2014-05-26,180,100000,18
2013-12-06,30,150000,20
2014-04-01,90,200000,20
2014-11-07,90,50000,20
2014-03-30,90,200000,20
2014-12-29,60,50000,20
2015-01-28,60,50000,16
2013-10-09,90,200000,20
2014-07-14,180,100000,21.6
2014-12-25,90,50000,20
2014-07-18,180,70000,21.6
2014-10-28,180,150000,21.6
2014-10-07,30,480000,21.6
2013-10-16,180,500000,20
2015-01-09,90,50000,16
2013-10-31,90,50000,20
2013-10-17,90,100000,20
2015-01-26,180,50000,16
2014-07-23,60,100000,21.6
2014-07-19,30,200000,21.6
2014-01-03,30,200000,20
2013-09-16,90,500000,20
2014-02-08,180,100000,20
2014-02-24,30,200000,20
2014-02-25,30,150000,20
2014-04-29,180,100000,20
2015-01-13,180,50000,16
2014-10-21,90,500000,21.6
2014-08-01,60,100000,21.6
2014-04-17,60,100000,20
2013-12-04,30,150000,20
2014-11-05,90,100000,20
2014-12-22,180,150000,18
2014-03-08,30,100000,20
2014-01-20,30,300000,20
2014-03-04,30,100000,20
2014-05-07,180,100000,20
2014-11-30,30,200000,20
2014-03-06,180,150000,20
2014-02-24,90,100000,20
2013-12-31,10,500000,18
2013-12-28,60,50000,20
2014-12-26,90,100000,18
2014-05-08,60,100000,20
2015-01-27,30,100000,16
2014-08-25,30,60000,21.6
2014-12-24,60,100000,18
2015-01-20,60,50000,16
2014-12-04,30,50000,20
2014-07-21,30,250000,21.6
2014-03-08,90,100000,20
2014-03-18,90,100000,20
2013-11-24,30,200000,20
2014-04-18,180,100000,20
2014-01-04,10,500000,18
2014-01-15,10,500000,18
2014-02-27,30,150000,20
2013-12-12,30,50000,20
2013-09-16,30,600000,20
2013-11-11,60,100000,20
2014-04-26,90,150000,20
2013-08-29,1,2000,1
2014-12-16,30,50000,20
2014-07-22,30,100000,21.6
2014-09-13,90,200000,21.6
2014-09-15,90,200000,21.6
2013-12-02,30,150000,20
2014-07-15,180,150000,21.6
2015-05-07,180,300000,16
2014-01-15,180,50000,20
2014-01-18,90,218145,20
2014-02-10,180,100000,20
2015-01-09,30,90000,16
2014-08-13,60,50000,21.6
2014-03-03,90,100000,20
2014-04-20,30,150000,20
2014-08-03,60,150000,21.6
2014-10-29,30,150000,21.6
2013-12-26,180,50000,20
2014-12-08,90,50000,20
2013-09-22,30,200000,20
2013-12-30,60,50000,20
2014-04-25,180,100000,20
2014-02-08,90,100000,20
2014-07-09,90,150000,21.6
2014-07-29,60,500000,21.6
2013-12-27,90,100000,20
2013-10-18,30,300000,20
2014-04-10,180,100000,20
2014-05-09,30,150000,20
2014-10-30,30,100000,21.6
2015-01-14,60,50000,16
2015-01-26,30,100000,16
2014-09-06,60,150000,21.6
2014-03-15,90,100000,20
2014-06-10,180,150000,18
2014-04-10,180,200000,20
2015-01-08,90,50000,20
2014-10-09,90,250000,21.6
2014-07-13,180,100000,21.6
2014-12-15,180,50000,20
2013-10-31,60,50000,20
2013-11-19,30,200000,20
2013-11-14,30,300000,20
2014-02-14,30,200000,20
2014-08-18,30,250000,21.6
2013-10-04,60,100000,20
2015-04-24,180,300000,16
2014-06-20,20,2000000,18
2014-09-28,180,200000,21.6
2014-08-12,60,100000,21.6
2014-01-19,30,500000,20
2013-11-13,30,300000,20
2013-09-09,30,500000,20
2014-07-25,180,100000,21.6
2014-04-04,180,100000,20
2014-06-22,30,100000,18
2014-08-22,180,150000,21.6
2014-04-26,180,100000,20
2013-12-14,90,50000,20
2014-05-07,180,120000,20
2014-04-17,180,100000,20
2014-08-06,18,3000000,18
2014-03-08,90,50000,20
2013-11-30,30,300000,20
2014-01-26,180,100000,20
2013-10-17,30,300000,20
2014-06-29,30,100000,18
2014-07-21,60,100000,21.6
2015-03-11,180,500000,16
2014-09-10,180,250000,21.6
2014-07-22,30,200000,21.6
2014-04-09,90,200000,20
2014-12-01,30,50000,20
2014-05-28,90,150000,18
2014-08-05,180,200000,21.6
2015-01-06,30,100000,20
2014-07-02,60,100000,21.6
2014-12-15,180,100000,18
2014-08-26,90,150000,21.6
2014-12-26,90,50000,18
2014-11-05,30,250000,20
2013-12-21,60,50000,20
2014-08-31,180,250000,21.6
2014-04-21,30,200000,20
2014-03-09,4,3500000,10.8
2015-01-26,30,60000,16
2015-02-02,30,500000,16
2013-10-19,90,100000,20
2014-03-30,180,100000,20
2015-01-28,30,100000,16
2014-12-30,30,150000,16
2014-07-08,60,200000,21.6
2014-09-10,180,150000,21.6
2014-07-11,90,150000,21.6
2014-03-11,30,150000,20
2013-11-20,30,200000,20
2014-01-06,90,50000,20
2014-05-11,60,100000,18
2014-03-25,90,200000,20
2014-03-12,30,100000,20
2014-01-08,60,20000,20
2013-11-29,180,50000,20
2014-06-17,90,100000,18
2014-08-27,90,150000,21.6
2014-08-29,180,350000,21.6
2014-07-17,90,150000,21.6
2014-04-23,90,150000,20
2014-12-16,30,50000,20
2014-04-11,60,100000,20
2014-01-24,60,100000,20
2015-01-29,30,100000,20
2013-10-03,30,500000,20
2014-12-03,60,100000,20
2014-05-15,90,150000,18
2014-12-31,30,100000,20
2014-01-11,10,500000,18
2014-12-30,30,100000,20
2014-08-12,30,50000,21.6
2014-01-11,90,50000,20
2013-09-04,60,500000,20
2014-01-26,60,100000,20
2014-03-31,90,150000,20
2014-07-07,30,350000,21.6
2014-07-31,60,100000,21.6
2014-02-21,30,200000,20
2014-10-27,60,100000,21.6
2014-10-26,60,150000,21.6
2013-10-14,30,1000000,20
2014-06-11,60,100000,18
2014-07-29,90,100000,21.6
2013-10-21,60,100000,20
2014-07-29,60,500000,21.6
2015-04-03,180,300000,16
2014-06-11,30,100000,18
2014-10-12,180,150000,21.6
2014-05-23,180,100000,18
2014-04-10,90,200000,20
2013-12-23,30,200000,20
2014-12-11,60,50000,20
2014-03-17,90,200000,20
2014-07-23,30,200000,21.6
2014-03-20,90,200000,20
2013-10-16,60,100000,20
2013-11-28,30,200000,20
2015-04-13,180,300000,16
2014-05-21,30,150000,18
2013-09-11,60,200000,20
2015-01-13,60,50000,16
2014-06-09,180,80000,18
2014-11-26,90,50000,20
2014-05-12,60,100000,18
2014-12-24,180,50000,20
2015-01-08,90,50000,16
2014-07-14,180,50000,21.6
2015-01-20,30,50000,20
2014-09-04,90,50000,21.6
2014-06-04,30,100000,18
2014-10-23,30,400000,21.6
2014-10-22,180,200000,21.6
2014-09-07,180,200000,21.6
2013-10-02,30,300000,20
2014-04-29,90,50000,20
2015-01-28,30,100000,20
2013-12-31,180,50000,20
2014-10-27,90,100000,21.6
2014-12-26,30,100000,16
2014-05-17,30,150000,18
2013-09-03,60,300000,20
2014-09-26,30,350000,21.6
2014-01-12,10,500000,18
2014-01-10,10,500000,18
2014-01-04,10,500000,18
2014-10-09,30,50000,21.6
2014-01-08,12,500000,18
2014-01-13,10,500000,18
2014-07-27,90,100000,21.6
2014-10-22,60,200000,21.6
2014-06-30,180,150000,18
2014-06-03,60,300000,18
2014-07-14,24,2000000,18
2014-06-25,90,50000,18
2014-04-11,30,300000,20
2014-03-28,30,200000,20
2013-11-30,30,200000,20
2014-07-21,180,100000,21.6
2014-03-13,90,200000,20
2014-04-28,180,230000,20
2015-01-16,180,50000,16
2014-07-29,30,200000,21.6
2014-12-09,180,50000,20
2014-03-13,30,300000,20
2014-09-03,30,350000,21.6
2014-03-29,30,300000,20
2014-04-29,90,70000,20
2014-12-09,60,50000,20
2014-03-10,90,100000,20
2014-02-13,90,100000,20
2014-01-01,10,50000,18
2015-03-20,180,500000,16
2014-05-29,180,60000,18
2014-11-07,30,100000,20
2014-03-07,30,100000,20
2014-10-28,30,150000,21.6
2015-02-11,90,500000,16
2014-08-24,180,150000,21.6
2014-01-08,30,150000,20
2014-12-26,90,50000,20
2013-12-17,180,50000,20
2015-03-25,180,500000,16
2014-07-24,180,100000,21.6
2014-05-04,180,200000,20
2015-01-22,60,50000,16
2014-07-20,30,250000,21.6
2014-12-16,30,50000,20
2014-10-03,90,300000,21.6
2014-05-23,90,50000,18
2013-09-06,30,300000,20
2013-12-01,30,100000,20
2013-09-10,60,200000,20
2014-02-22,30,200000,20
2014-04-10,30,50000,20
2014-12-24,90,50000,20
2014-12-19,60,100000,18
2014-12-18,30,100000,18
2014-09-16,180,200000,21.6
2014-03-08,90,100000,20
2014-07-15,60,100000,21.6
2014-12-11,30,50000,20
2014-04-11,90,200000,20
2014-03-24,30,100000,20
2014-12-03,30,100000,20
2014-10-28,60,150000,21.6
2013-09-22,30,400000,20
2014-02-26,90,50000,20
2014-01-21,90,100000,20
2014-02-07,60,100000,20
2014-02-10,30,200000,20
2014-01-08,60,20000,20
2014-08-27,180,150000,21.6
2014-01-01,180,50000,20
2014-05-24,180,100000,18
2014-05-26,30,300000,18
2013-12-09,60,50000,20
2014-12-11,30,100000,18
2014-08-13,30,250000,21.6
2014-12-03,30,50000,20
2014-08-27,30,250000,21.6
2014-02-08,30,200000,20
2014-07-07,60,200000,21.6
2014-12-11,180,100000,18
2013-11-11,90,100000,20
2015-04-28,180,300000,16
2014-05-14,90,100000,18
2014-03-18,90,100000,20
2013-11-29,30,200000,20
2015-01-05,180,150000,16
2014-06-23,180,150000,18
2014-11-30,30,50000,20
2013-09-27,30,200000,20
2014-10-04,30,50000,21.6
2013-12-18,30,50000,20
2014-09-28,90,200000,21.6
2014-03-02,90,150000,20
2014-01-04,180,50000,20
2014-08-04,30,350000,21.6
2014-06-08,90,50000,18
2014-04-12,90,200000,20
2014-06-08,180,100000,18
2015-02-13,90,500000,16
2014-12-30,30,100000,20
2014-03-20,90,270000,20
2014-12-16,90,100000,18
2013-10-16,30,300000,20
2014-03-14,90,200000,20
2014-01-20,180,100158,20
2014-03-09,180,100000,20
2014-09-11,180,250000,21.6
2014-11-20,30,100000,20
2014-12-03,180,50000,20
2013-09-17,90,500000,20
2014-10-11,180,150000,21.6
2015-01-07,180,50000,20
2014-12-12,30,100000,18
2013-10-06,90,200000,20
2014-08-30,60,200000,21.6
2014-01-29,30,300000,20
2014-01-01,30,200000,20
2014-05-19,30,100000,18
2014-08-12,30,200000,21.6
2014-12-09,90,50000,20
2015-04-09,180,300000,16
2014-03-12,30,100000,20
2013-12-25,60,50000,20
2014-01-07,90,50000,20
2014-06-16,180,150000,18
2014-06-09,30,300000,18
2013-11-01,60,50000,20
2013-10-12,30,300000,20
2014-04-16,60,100000,20
2015-05-05,180,300000,16
2014-07-11,180,100000,21.6
2014-12-18,60,50000,20
2015-01-14,30,50000,16
2014-12-18,90,50000,20
2014-04-20,90,150000,20
2014-12-08,30,50000,20
2014-11-02,90,100000,20
2014-04-10,30,50000,20
2014-04-13,90,100000,20
2014-01-08,360,20000,1
2014-12-25,90,50000,20
2014-05-10,30,200000,20
2014-01-27,30,300000,20
2014-04-30,90,150000,20
2014-05-11,90,130000,18
2015-02-11,30,500000,16
2015-01-28,90,50000,20
2014-07-29,60,60000,21.6
2014-12-09,90,100000,20
2014-07-16,60,100000,21.6
2014-05-11,90,200000,18
2014-12-23,60,50000,20
2014-08-20,30,300000,21.6
2014-09-18,180,150000,21.6
2014-11-26,30,130000,20
2014-03-23,90,150000,20
2013-12-03,30,200000,20
2014-05-18,90,100000,18
2014-03-09,4,350000,10.8
2014-06-24,30,100000,18
2013-09-22,60,200000,20
2014-11-15,30,50000,20
2014-11-25,30,150000,20
2013-10-16,90,100000,20
2014-12-30,60,100000,20
2014-12-30,180,100000,20
2014-06-25,30,50000,18
2014-11-18,90,50000,20
2014-12-11,90,100000,18
2013-09-02,10,990000,18
2014-12-31,30,100000,16
2013-11-20,180,50000,20
2014-03-29,90,200000,20
2014-05-28,60,100000,18
2013-10-30,30,200000,20
2014-03-03,90,150000,20
2014-09-29,180,300000,21.6
2013-11-10,60,100000,20
2014-07-23,90,150000,21.6
2014-01-16,30,200000,20
2015-02-14,90,3000000,16
2014-06-24,60,50000,18
2014-07-18,90,120000,21.6
2014-08-25,180,150000,21.6
2014-07-03,60,100000,21.6
2014-02-18,90,100000,20
2013-09-21,30,300000,20
2015-01-30,30,500000,16
2014-10-07,60,50000,21.6
2014-07-29,180,50000,21.6
2014-07-29,60,110000,21.6
2014-01-26,90,100000,20
2014-12-16,180,100000,18
2014-07-22,60,100000,21.6
2013-09-28,30,300000,20
2014-11-23,180,100000,20
2014-03-08,30,100000,20
2014-12-09,30,50000,20
