trading date,life loan,ITEM_AMOUNT
2015-07-01,30,34976.17
2015-07-01,30,34976.17
2015-07-01,90,41971.4
2015-07-01,30,30399.4
2015-07-01,30,31915.54
2015-06-30,90,51064.86
2015-07-01,30,38298.65
2015-07-01,30,35265.92
2015-07-01,30,30240.3
2015-06-30,90,56425.47
2015-07-01,30,42319.1
2015-07-01,30,38298.65
2015-07-01,30,35350.15
2015-07-01,30,48966.64
2015-07-01,30,44681.76
2015-07-01,30,41971.4
2015-06-30,30,55961.87
2015-06-30,30,56425.47
2015-06-30,180,28280.12
2015-06-30,30,57447.97
2015-06-30,30,27980.94
2015-06-30,14,51064.86
2015-06-30,14,51064.86
2015-06-30,30,44681.76
2015-06-30,30,190000
2015-06-30,30,51064.86
2015-06-30,30,63478.65
2015-06-30,90,59973.94
2015-06-30,14,57447.97
2015-06-30,14,44681.76
2015-06-17,14,42319.1
2015-06-30,14,51064.86
2015-06-30,14,51064.86
2015-06-30,30,41971.4
2015-06-30,14,30437.89
2015-06-30,30,42319.1
2015-06-30,30,47440.38
2015-06-30,14,21674.6
2015-06-30,30,83557.76
2015-06-30,30,65552.61
2015-06-30,30,66637.75
2015-06-30,30,93292.67
2015-06-29,30,62668.32
2015-06-30,30,40004.33
2015-06-29,30,62668.32
2015-06-28,90,69631.46
2015-06-27,180,52357.9
2015-06-29,14,10000
2015-06-30,14,83557.76
2015-06-29,30,97484.05
2015-06-29,30,62668.32
2015-06-29,30,55249.69
2015-06-29,30,57447.97
2015-06-29,30,57447.97
2015-06-29,30,37597.98
2015-06-29,30,55961.87
2015-06-29,30,77885.43
2015-06-29,30,55705.17
2015-06-29,14,10000
2015-06-29,30,55705.17
2015-06-29,30,51064.86
2015-06-29,30,51064.86
2015-06-29,30,51064.86
2015-06-29,30,49372.29
2015-06-29,30,51064.86
2015-06-29,30,51064.86
2015-06-27,90,47366.46
2015-06-27,90,45418.32
2015-06-29,14,51064.86
2015-06-27,14,18298.65
2015-06-29,30,48966.64
2015-06-27,180,24319.52
2015-06-29,14,44681.76
2015-06-28,30,48742.03
2015-06-28,30,48966.64
2015-06-29,30,48966.64
2015-06-29,30,49372.29
2015-06-28,30,44681.76
2015-06-27,30,250000
2015-06-18,30,44681.76
2015-06-27,90,45418.32
2015-06-28,90,34234.1
2015-06-28,30,44681.76
2015-06-28,90,76594.61
2015-06-28,30,44681.76
2015-06-28,90,76594.61
2015-06-28,30,42420.18
2015-06-28,30,42319.1
2015-06-28,30,41971.4
2015-06-28,30,42319.1
2015-06-28,90,69631.46
2015-06-27,90,53227.07
2015-06-27,30,41971.4
2015-06-27,14,38298.65
2015-06-27,30,35265.92
2015-06-27,30,34976.17
2015-06-27,30,29963.4
2015-06-26,180,52628.16
2015-06-27,30,24350.31
2015-06-27,30,40000
2015-06-27,30,50211.43
2015-06-27,30,36479.29
2015-06-26,90,24350.31
2015-06-26,14,10000
2015-06-26,180,28280.12
2015-06-26,14,10000
2015-06-26,30,50211.43
2015-06-26,30,220000
2015-06-26,30,52628.16
2015-06-25,14,66554.67
2015-06-23,90,110000
2015-06-25,30,190000
2015-06-25,180,24350.31
2015-06-25,90,36479.29
2015-06-26,30,35350.15
2015-06-26,30,75614.24
2015-06-26,360,50211.43
2015-06-26,30,34053.07
2015-06-26,14,10000
2015-06-26,30,51874.97
2015-06-26,30,43920.75
2015-06-26,30,44221.39
2015-06-26,14,45404.16
2015-06-25,14,8014.45
2015-06-25,90,36479.29
2015-06-26,30,50195.27
2015-06-26,14,45404.16
2015-06-25,30,32869.41
2015-06-25,180,44086.81
2015-06-25,30,77812.6
2015-06-25,30,56469.61
2015-06-25,30,56755.06
2015-06-25,30,69018.48
2015-06-25,180,42420.18
2015-06-25,30,66513.17
2015-06-25,30,62743.95
2015-06-25,30,62743.95
2015-06-25,30,36479.29
2015-06-25,14,62981.15
2015-06-25,30,59206.6
2015-06-25,30,62668.32
2015-06-25,30,65785.05
2015-06-25,30,36479.29
2015-06-25,30,37788.69
2015-06-25,30,36479.29
2015-06-25,14,62406.75
2015-06-23,14,10000
2015-06-25,14,58614.74
2015-06-25,14,78942.14
2015-06-25,30,35350.15
2015-06-23,90,65127.52
2015-06-24,30,66658.53
2015-06-23,180,56425.47
2015-06-23,90,49081.88
2015-06-24,90,42319.1
2015-06-24,30,66658.53
2015-06-24,30,66658.53
2015-06-24,30,42420.18
2015-06-24,30,15662.28
2015-06-24,30,42559.17
2015-06-24,14,34202.08
2015-06-24,30,50421.91
2015-06-24,30,32721.26
2015-06-24,30,50384.92
2015-06-24,30,50421.91
2015-06-24,14,51858.8
2015-06-24,30,37890.74
2015-06-24,14,68184.3
2015-06-24,30,52577.38
2015-06-24,30,52577.38
2015-06-23,30,48245.53
2015-06-23,30,58614.74
2015-06-23,30,43418.74
2015-06-24,30,50421.91
2015-06-23,90,51064.86
2015-06-23,30,63478.65
2015-06-23,30,51064.86
2015-06-23,30,51064.86
2015-06-23,14,53193.88
2015-06-23,14,66492.43
2015-06-23,14,50179.12
2015-06-23,30,55705.17
2015-06-23,90,58286.62
2015-06-23,90,69631.46
2015-06-23,30,56425.47
2015-06-23,30,56425.47
2015-06-23,30,66492.43
2015-06-23,14,10000
2015-06-23,14,10000
2015-06-23,30,51064.86
2015-06-23,14,69631.46
2015-06-17,14,10000
2015-06-22,180,44150.67
2015-06-22,14,63478.65
2015-06-22,14,62981.15
2015-06-22,30,62981.15
2015-06-22,90,56425.47
2015-06-22,14,10000
2015-06-22,30,66492.43
2015-06-22,30,79790.97
2015-06-21,30,37788.69
2015-06-22,30,66492.43
2015-06-21,90,50114.58
2015-06-21,90,54213.17
2015-06-21,180,10214.28
2015-06-21,30,42559.17
2015-06-20,14,10000
2015-06-21,30,24319.52
2015-06-21,30,36479.29
2015-06-21,30,68907.52
2015-06-21,30,48639.05
2015-06-20,180,39666.62
2015-06-21,180,66409.53
2015-06-20,90,45333.42
2015-06-20,30,50114.58
2015-06-20,30,50114.58
2015-06-20,30,72000
2015-06-20,90,69631.46
2015-06-20,90,39666.62
2015-06-20,30,50114.58
2015-06-20,30,37585.89
2015-06-20,90,17509.5
2015-06-20,30,45333.42
2015-06-19,90,70531.84
2015-06-19,90,24923.69
2015-06-19,30,76000
2015-06-19,30,50357.05
2015-06-19,30,41562.02
2015-06-19,14,75809.13
2015-06-18,90,56932.34
2015-06-17,180,38324.94
2015-06-19,14,80040.2
2015-06-19,30,39852.62
2015-06-19,14,66720.93
2015-06-19,14,69631.46
2015-06-19,14,52509.75
2015-06-19,30,78055.65
2015-06-18,30,50357.05
2015-06-18,30,45545.98
2015-06-18,14,20487.83
2015-06-18,90,43807.83
2015-06-18,30,37549.62
2015-06-18,30,70531.84
2015-06-18,30,62946.17
2015-06-18,30,34358.41
2015-06-18,30,39629.52
2015-06-18,30,69631.46
2015-06-18,30,45291.02
2015-06-17,90,39414.67
2015-06-16,30,200000
2015-06-17,90,50066.23
2015-06-17,30,51745.71
2015-06-17,30,50066.23
2015-06-17,30,56324.43
2015-06-17,180,17210.66
2015-06-15,14,11674.6
2015-06-17,30,65616.47
2015-06-17,180,32776.4
2015-06-16,90,50292.28
2015-06-17,14,47440.38
2015-06-16,30,66637.75
2015-06-15,180,16562.51
2015-06-16,30,66637.75
2015-06-16,14,65552.61
2015-06-16,30,79965.35
2015-06-15,30,150000
2015-06-14,180,39753.31
2015-06-15,14,66637.75
2015-06-15,30,66637.75
2015-06-15,90,66637.75
2015-06-15,30,79965.35
2015-06-15,30,79965.35
2015-06-15,180,21609.74
2015-06-14,90,59899.17
2015-06-15,90,44041.87
2015-06-15,14,59973.94
2015-06-15,14,93292.67
2015-06-15,90,76594.61
2015-06-15,90,44681.76
2015-06-15,90,44681.76
2015-06-15,30,51064.86
2015-06-15,30,35350.15
2015-06-12,360,18583.59
2015-06-15,30,50000
2015-06-15,14,28280.12
2015-06-12,14,10000
2015-06-15,30,35350.15
2015-06-15,30,56808.18
2015-06-13,30,313000
2015-06-15,14,40004.33
2015-06-15,30,28835.41
2015-06-15,30,34084.95
2015-06-14,14,25192.46
2015-06-15,180,77885.43
2015-06-14,90,43949.02
2015-06-14,90,64904.48
2015-06-14,30,77885.43
2015-06-14,14,77885.43
2015-06-14,90,46588.18
2015-06-13,90,66554.67
2015-06-13,30,64884.24
2015-06-13,30,62784.34
2015-06-11,14,17597.98
2015-06-14,180,28280.12
2015-06-14,180,64904.48
2015-06-12,180,34234.1
2015-06-13,30,70199.24
2015-06-12,90,36479.29
2015-06-12,90,36479.29
2015-06-13,30,75341.29
2015-06-13,30,24350.31
2015-06-13,14,66554.67
2015-06-13,30,73210.16
2015-06-13,30,24350.31
2015-06-12,30,30399.4
2015-06-12,14,34234.1
2015-06-12,30,45645.52
2015-06-12,30,88500
2015-06-12,30,20624.64
2015-06-12,30,46049.51
2015-06-12,30,36525.46
2015-06-12,30,21475.7
2015-06-11,90,37788.69
2015-06-12,14,24319.52
2015-06-11,30,36479.29
2015-06-11,30,36525.46
2015-06-12,14,36479.29
2015-06-12,14,52628.16
2015-06-12,14,52628.16
2015-06-11,30,30399.4
2015-06-11,30,37788.69
2015-06-10,90,52628.16
2015-06-11,180,24350.31
2015-06-11,30,52628.16
2015-06-10,180,36949.47
2015-06-11,30,50470.6
2015-06-11,14,59206.6
2015-06-11,30,34234.1
2015-06-11,14,62406.75
2015-06-11,180,580.74
2015-06-11,180,617.13
2015-06-11,30,34234.1
2015-06-11,14,10000
2015-06-11,30,76048.31
2015-06-10,90,17280.72
2015-06-11,14,65785.05
2015-06-11,14,78942.14
2015-06-11,30,46049.51
2015-06-09,14,10000
2015-06-10,30,53326.77
2015-06-10,30,52628.16
2015-06-10,14,66658.53
2015-06-09,30,160000
2015-06-10,30,59992.65
2015-06-10,14,66658.53
2015-06-10,30,66658.53
2015-06-10,30,66658.53
2015-06-10,14,66658.53
2015-06-10,30,66658.53
2015-06-09,90,45390
2015-06-10,30,66658.53
2015-06-09,30,75565.59
2015-06-10,14,68184.3
2015-06-09,30,93089.23
2015-06-09,14,50179.12
2015-06-09,14,48013.22
2015-06-09,30,64762.94
2015-06-09,14,51858.8
2015-06-07,90,43864.25
2015-06-06,90,100000
2015-06-04,14,63478.65
2015-06-09,14,53193.88
2015-06-07,180,23983.61
2015-06-09,14,66492.43
2015-06-09,14,66492.43
2015-06-08,14,79790.97
2015-06-08,30,110000
2015-06-08,14,66492.43
2015-06-08,14,66492.43
2015-06-08,30,13906.96
2015-06-08,30,34190.5
2015-06-08,30,45347.56
2015-06-07,90,28780.37
2015-06-08,30,77715.59
2015-06-08,30,64762.94
2015-06-08,30,49372.29
2015-06-08,30,44681.76
2015-06-08,30,56425.47
2015-06-08,30,44086.81
2015-06-08,30,37597.98
2015-06-07,30,56396.98
2015-06-07,30,51810.3
2015-06-07,30,77715.59
2015-06-07,90,45347.56
2015-06-06,90,77715.59
2015-06-06,90,17433.22
2015-06-06,180,37597.98
2015-06-07,30,50130.71
2015-06-06,90,38373.79
2015-06-06,30,56396.98
2015-06-06,30,45347.56
2015-06-06,14,58286.62
2015-06-06,30,37597.98
2015-06-06,30,64762.94
2015-06-06,30,45347.56
2015-06-05,30,62000
2015-06-05,90,5209.08
2015-06-05,90,45532.34
2015-06-05,180,23156.19
2015-06-05,180,51015.93
2015-06-06,30,64762.94
2015-06-05,14,50357.05
2015-06-05,30,51015.93
2015-06-05,30,52509.75
2015-06-05,180,37597.98
2015-06-05,14,52509.75
2015-06-05,180,39678.99
2015-06-05,30,103620.6
2015-06-05,30,50130.71
2015-06-05,30,46248.69
2015-06-05,90,34159.44
2015-06-05,30,39382.26
2015-06-05,180,35624.65
2015-06-04,180,44062.3
2015-06-05,30,39464.39
2015-06-05,30,52509.75
2015-06-05,30,35624.65
2015-06-05,30,15448.4
2015-06-05,30,35624.65
2015-06-05,14,41562.02
2015-06-05,30,37217.2
2015-06-04,90,70531.84
2015-06-05,14,39852.62
2015-06-05,14,66720.93
2015-06-05,30,73393.05
2015-06-05,30,59196.58
2015-06-05,30,23260.74
2015-06-05,14,78055.65
2015-06-04,14,50357.05
2015-06-04,30,23280.73
2015-06-04,14,45545.98
2015-06-04,30,45545.98
2015-06-04,14,56932.34
2015-06-04,14,62946.17
2015-06-04,30,69631.46
2015-06-04,30,34159.44
2015-06-03,180,39852.62
2015-06-04,30,70531.84
2015-06-04,14,70531.84
2015-06-04,30,70531.84
2015-06-04,30,70531.84
2015-06-04,14,70531.84
2015-06-03,30,83557.76
2015-06-04,30,79106.56
2015-06-04,30,76594.61
2015-06-03,90,39852.62
2015-06-03,30,22897
2015-06-03,14,20487.83
2015-06-03,30,83557.76
2015-06-03,30,84638.21
2015-06-03,30,83557.76
2015-06-03,30,83557.76
2015-06-03,30,90520.9
2015-06-03,30,56932.34
2015-06-03,30,45545.98
2015-06-03,30,41771.5
2015-06-03,90,25582.4
2015-06-03,90,20465.97
2015-06-03,30,20487.83
2015-05-29,14,112850.94
2015-06-03,30,30698.91
2015-06-03,180,47920.62
2015-06-03,30,54697.87
2015-06-03,90,30698.91
2015-06-03,180,42674.76
2015-06-02,180,38177.47
2015-06-03,90,30698.91
2015-06-03,90,30731.7
2015-06-03,30,18072.79
2015-06-03,90,519.26
2015-06-02,90,30698.91
2015-06-02,30,20487.83
2015-06-02,30,21198.49
2015-06-02,30,25582.4
2015-06-02,30,31797.69
2015-06-02,180,16529.28
2015-06-02,30,31797.69
2015-06-02,30,30731.7
2015-06-02,30,60066.83
2015-06-02,30,20661.55
2015-06-02,30,20661.55
2015-06-02,30,41930.43
2015-06-02,30,35940.42
2015-06-02,30,96000
2015-06-01,180,36525.46
2015-06-01,90,36479.29
2015-06-02,30,84000
2015-06-02,30,64000
2015-06-01,90,35265.92
2015-06-01,30,100000
2015-06-01,30,36000
2015-06-01,30,42319.1
2015-05-31,180,84638.21
2015-05-28,90,460000
2015-06-01,30,69631.46
2015-06-01,30,83557.76
2015-06-01,30,56425.47
2015-06-01,30,42420.18
2015-06-01,30,51064.86
2015-06-01,30,56425.47
2015-06-01,30,28621.25
2015-06-01,30,44681.76
2015-06-01,30,49372.29
2015-06-01,30,44681.76
2015-05-31,30,56425.47
2015-05-31,30,44681.76
2015-06-01,30,63831.08
2015-05-31,30,83557.76
2015-05-31,30,24350.31
2015-05-31,30,62668.32
2015-05-31,14,69631.46
2015-05-31,30,38298.65
2015-05-31,30,44681.76
2015-05-31,30,38298.65
2015-05-31,30,42319.1
2015-05-30,180,42319.1
2015-05-30,90,69631.46
2015-05-31,30,97484.05
2015-05-29,90,70531.84
2015-05-30,30,56425.47
2015-05-30,30,42420.18
2015-05-30,30,63478.65
2015-05-29,180,42420.18
2015-05-30,30,42420.18
2015-05-30,30,63831.08
2015-05-30,30,49372.29
2015-05-30,30,63478.65
2015-05-30,30,63478.65
2015-05-29,30,69631.46
2015-05-27,14,83557.76
2015-05-29,30,69631.46
2015-05-29,14,63831.08
2015-05-28,180,18262.73
2015-05-29,30,69631.46
2015-05-29,30,62105.71
2015-05-29,30,56425.47
2015-05-29,30,58384.92
2015-05-29,30,83557.76
2015-05-29,30,70531.84
2015-05-29,14,55705.17
2015-05-29,14,69631.46
2015-05-27,14,38298.65
2015-05-28,30,70531.84
2015-05-28,180,69631.46
2015-05-28,30,79106.56
2015-05-28,30,55705.17
2015-05-28,14,42420.18
2015-05-28,90,62668.32
2015-05-28,30,51064.86
2015-05-28,30,38298.65
2015-05-28,30,69631.46
2015-05-27,30,56425.47
2015-05-28,180,49372.29
2015-05-27,90,51064.86
2015-05-28,30,38298.65
2015-05-28,30,55705.17
2015-05-28,180,42420.18
2015-05-28,180,56425.47
2015-05-28,14,83557.76
2015-05-28,14,82807.61
2015-05-27,180,63831.08
2015-05-27,90,40000
2015-05-27,14,69631.46
2015-05-27,90,63478.65
2015-05-27,30,56425.47
2015-05-27,30,70531.84
2015-05-27,90,56425.47
2015-05-27,180,56683.04
2015-05-27,30,63478.65
2015-05-24,360,24319.52
2015-05-26,14,56425.47
2015-05-27,30,70531.84
2015-05-27,180,82807.61
2015-05-27,30,56425.47
2015-05-27,30,36756.43
2015-05-27,180,34345.5
2015-05-27,30,51064.86
2015-05-27,30,56425.47
2015-05-26,90,56425.47
2015-05-27,30,63831.08
2015-05-27,30,51064.86
2015-05-26,30,49372.29
2015-05-26,30,56425.47
2015-05-26,180,24319.52
2015-05-27,14,17280.72
2015-05-26,14,37788.69
2015-05-26,30,77585.02
2015-05-24,90,42420.18
2015-05-26,30,80000
2015-05-26,30,47463.94
2015-05-26,30,70531.84
2015-05-24,180,49372.29
2015-05-24,90,38298.65
2015-05-23,180,56425.47
2015-05-25,14,56425.47
2015-05-26,30,24350.31
2015-05-26,30,24350.31
2015-05-26,30,24350.31
2015-05-26,14,84638.21
2015-05-26,14,84638.21
2015-05-26,30,35350.15
2015-05-26,30,28280.12
2015-05-25,30,320000
2015-05-24,180,38298.65
2015-05-25,30,83557.76
2015-05-25,30,62668.32
2015-05-25,30,62981.15
2015-05-25,30,51064.86
2015-05-25,30,36479.29
2015-05-25,14,82807.61
2015-05-25,30,35350.15
2015-05-24,14,94927.88
2015-05-25,30,37788.69
2015-05-24,90,42420.18
2015-05-25,30,36479.29
2015-05-24,90,42420.18
2015-05-24,30,36479.29
2015-05-24,14,70531.84
2015-05-24,30,36479.29
2015-05-24,14,69631.46
2015-05-24,30,36479.29
2015-05-24,30,51064.86
2015-05-23,14,44086.81
2015-05-24,30,42319.1
2015-05-24,30,42420.18
2015-05-24,30,42559.17
2015-05-23,90,50384.92
2015-05-23,14,44681.76
2015-05-24,30,44086.81
2015-05-23,90,50384.92
2015-05-24,30,42420.18
2015-05-23,30,50384.92
2015-05-22,90,56425.47
2015-05-23,30,51064.86
2015-05-21,90,62668.32
2015-05-23,30,51064.86
2015-05-23,14,49372.29
2015-05-23,30,51064.86
2015-05-22,14,56425.47
2015-05-22,90,55705.17
2015-05-22,30,55705.17
2015-05-22,180,56425.47
2015-05-22,30,56425.47
2015-05-22,30,56425.47
2015-05-22,180,56425.47
2015-05-22,14,70531.84
2015-05-22,14,56425.47
2015-05-22,180,19896.15
2015-05-22,180,54718.93
2015-05-22,180,50384.92
2015-05-22,30,48639.05
2015-05-22,30,42559.17
2015-05-22,30,37788.69
2015-05-22,30,36479.29
2015-05-22,30,24319.52
2015-05-22,30,10214.28
2015-05-22,14,111410.34
2015-05-21,30,62981.15
2015-05-21,30,63478.65
2015-05-21,30,62981.15
2015-05-21,14,69631.46
2015-05-21,90,69631.46
2015-05-21,180,56425.47
2015-05-22,180,56425.47
2015-05-21,30,70000
2015-05-21,90,69631.46
2015-05-21,30,51064.86
2015-05-21,30,69631.46
2015-05-21,30,69631.46
2015-05-21,30,56425.47
2015-05-21,90,56425.47
2015-05-19,30,290000
2015-05-21,30,69631.46
2015-05-21,14,69631.46
2015-05-21,14,42319.1
2015-05-21,180,69631.46
2015-05-20,14,49372.29
2015-05-21,30,56425.47
2015-05-20,180,69631.46
2015-05-21,14,51064.86
2015-05-21,30,42319.1
2015-05-19,14,42319.1
2015-05-20,14,69006.34
2015-05-20,30,56425.47
2015-05-20,14,55705.17
2015-05-16,30,56683.04
2015-05-19,90,69631.46
2015-05-19,30,69631.46
2015-05-20,14,49372.29
2015-05-19,30,69631.46
2015-05-18,90,210000
2015-05-19,90,69631.46
2015-05-19,14,56425.47
2015-05-19,14,42420.18
2015-05-17,14,51064.86
2015-05-19,14,83557.76
2015-05-19,14,63478.65
2015-05-19,14,51064.86
2015-05-19,14,18262.73
2015-05-19,14,76594.61
2015-05-19,14,24319.52
2015-05-17,90,42319.1
2015-05-17,90,51064.86
2015-05-18,30,51064.86
2015-05-18,30,69631.46
2015-05-18,14,56425.47
2015-05-18,14,63478.65
2015-05-18,14,55705.17
2015-05-18,14,69631.46
2015-05-17,30,77585.02
2015-05-18,14,62668.32
2015-05-17,30,56425.47
2015-05-16,30,56425.47
2015-05-18,14,56425.47
2015-05-16,30,80000
2015-05-16,14,56425.47
2015-05-17,14,84638.21
2015-05-17,14,69631.46
2015-05-17,90,69631.46
2015-05-17,90,42319.1
2015-05-16,90,51064.86
2015-05-16,90,51064.86
2015-05-16,14,42319.1
2015-05-16,30,44681.76
2015-05-16,30,63831.08
2015-05-16,90,42319.1
2015-05-16,90,51064.86
2015-05-16,14,37788.69
2015-05-16,90,38298.65
2015-05-16,30,57447.97
2015-05-15,14,38298.65
2015-05-16,14,18262.73
2015-05-16,30,51064.86
2015-05-16,14,63478.65
2015-05-16,30,50384.92
2015-05-16,90,38298.65
2015-05-16,30,28280.12
2015-05-16,14,70531.84
2015-05-15,90,43294.91
2015-05-16,90,38298.65
2015-05-16,30,56425.47
2015-05-16,30,44681.76
2015-05-16,14,30399.4
2015-05-15,30,276000
2015-05-16,14,70531.84
2015-05-15,14,22897
2015-05-16,90,42319.1
2015-05-16,90,37788.69
2015-05-16,30,56425.47
2015-05-15,14,70531.84
2015-05-15,30,35350.15
2015-05-15,30,22897
2015-05-15,14,83557.76
2015-05-15,14,83557.76
2015-05-15,14,79106.56
2015-05-15,14,76594.61
2015-05-15,14,70531.84
2015-05-15,14,70531.84
2015-05-15,14,70531.84
2015-05-14,14,56425.47
2015-05-15,14,83557.76
2015-05-15,14,84638.21
2015-05-15,14,97484.05
2015-05-15,14,90520.9
2015-05-15,14,83557.76
2015-05-15,14,83557.76
2015-04-15,14,56425.47
2015-05-15,14,83557.76
2015-05-15,14,42319.1
2015-05-14,14,44681.76
2015-05-15,14,63831.08
2015-05-15,14,35265.92
2015-05-14,90,24319.52
2015-05-15,30,42319.1
2015-05-15,14,69631.46
2015-05-15,14,36525.46
2015-05-15,14,69631.46
2015-05-15,30,49372.29
2015-05-15,14,42319.1
2015-05-14,30,130000
2015-05-15,14,51064.86
2015-05-15,30,44681.76
2015-05-15,30,56425.47
2015-05-15,14,83557.76
2015-05-15,14,42420.18
2015-05-13,90,36140.21
2015-05-14,90,3916.16
2015-05-14,30,22897
2015-05-15,30,56425.47
2015-05-14,30,38298.65
2015-05-14,30,51064.86
2015-05-14,14,56425.47
2015-05-14,30,56425.47
2015-05-13,14,44681.76
2015-05-14,30,56425.47
2015-05-13,90,42559.17
2015-05-14,30,62668.32
2015-05-14,30,42420.18
2015-05-14,90,32076.1
2015-05-14,30,42420.18
2015-05-14,30,56425.47
2015-05-14,14,49372.29
2015-05-14,30,42420.18
2015-05-14,30,24319.52
2015-05-14,30,42319.1
2015-05-14,30,79106.56
2015-05-12,14,56425.47
2015-05-12,14,28621.25
2015-05-13,30,51064.86
2015-05-14,14,62668.32
2015-05-13,30,120000
2015-05-13,30,49372.29
2015-05-11,30,260000
2015-05-13,90,48639.05
2015-05-13,30,83557.76
2015-05-13,14,42319.1
2015-05-13,90,44086.81
2015-05-13,180,44829.95
2015-05-13,180,70531.84
2015-05-13,180,84638.21
2015-05-13,30,21674.6
2015-05-13,30,28280.12
2015-05-13,30,28280.12
2015-05-13,30,35350.15
2015-05-13,30,35350.15
2015-05-13,30,51064.86
2015-05-13,90,60798.81
2015-05-13,30,56425.47
2015-05-13,30,83557.76
2015-05-12,90,31490.58
2015-05-12,90,30399.4
2015-05-13,30,51064.86
2015-05-13,14,38298.65
2015-05-13,14,84638.21
2015-05-13,14,63831.08
2015-05-12,30,62668.32
2015-05-12,30,38298.65
2015-05-12,90,52376.32
2015-05-12,14,62105.71
2015-05-12,30,63478.65
2015-05-11,14,56425.47
2015-05-12,14,42420.18
2015-05-12,30,62668.32
2015-05-12,14,84638.21
2015-05-12,90,56425.47
2015-05-12,14,58384.92
2015-05-11,14,84638.21
2015-05-12,14,56425.47
2015-05-12,14,83557.76
2015-05-12,14,36479.29
2015-05-11,30,56425.47
2015-05-11,14,70531.84
2015-05-11,90,55903.6
2015-05-10,90,63478.65
2015-05-11,30,160000
2015-05-11,14,42420.18
2015-05-11,14,18262.73
2015-05-10,14,56425.47
2015-05-11,14,69631.46
2015-05-11,14,55705.17
2015-05-11,30,63478.65
2015-05-11,14,38298.65
2015-05-11,14,69631.46
2015-05-07,14,112850.94
2015-05-11,14,82807.61
2015-05-11,30,83557.76
2015-05-10,14,69631.46
2015-05-10,14,51064.86
2015-05-10,30,79106.56
2015-05-10,30,35265.92
2015-05-10,30,69631.46
2015-05-10,14,94927.88
2015-05-10,14,69631.46
2015-05-10,30,83557.76
2015-05-10,90,56425.47
2015-05-10,14,70531.84
2015-05-10,30,28280.12
2015-05-10,30,70531.84
2015-05-10,14,49372.29
2015-05-08,30,206000
2015-05-10,14,62668.32
2015-05-09,30,56425.47
2015-05-08,90,83557.76
2015-05-07,90,60798.81
2015-05-09,30,62668.32
2015-05-09,14,38298.65
2015-05-08,90,69631.46
2015-05-09,30,51064.86
2015-05-09,14,83557.76
2015-05-08,14,82807.61
2015-05-09,30,69631.46
2015-05-08,30,97484.05
2015-05-08,30,83557.76
2015-05-08,14,28621.25
2015-05-08,14,56425.47
2015-05-08,30,83557.76
2015-05-07,30,190000
2015-05-06,90,97484.05
2015-05-08,30,69631.46
2015-05-07,30,69631.46
2015-05-08,14,42319.1
2015-05-08,14,24350.31
2015-05-07,14,56425.47
2015-05-07,14,56425.47
2015-05-06,14,42420.18
2015-05-07,30,48742.03
2015-05-07,30,62668.32
2015-05-07,14,56425.47
2015-05-07,14,57447.97
2015-05-07,14,111410.34
2015-05-07,30,83557.76
2015-05-06,30,200000
2015-05-07,14,42319.1
2015-05-06,30,76594.61
2015-05-07,14,69631.46
2015-05-06,14,51064.86
2015-05-05,14,70531.84
2015-05-06,14,83557.76
2015-05-06,14,69631.46
2015-05-06,14,38298.65
2015-05-04,14,69631.46
2015-05-06,30,69631.46
2015-05-06,30,69631.46
2015-05-06,14,55705.17
2015-05-06,14,37788.69
2015-05-06,90,62668.32
2015-05-05,30,69631.46
2015-05-05,14,69006.34
2015-05-04,90,44086.81
2015-05-04,90,19100.54
2015-05-05,90,24319.52
2015-05-05,30,69631.46
2015-05-05,14,83557.76
2015-05-04,30,190000
2015-05-05,14,51064.86
2015-05-05,90,82807.61
2015-05-05,90,77192.39
2015-05-04,14,42319.1
2015-05-04,30,69631.46
2015-05-05,30,83557.76
2015-05-05,14,42420.18
2015-05-05,30,69631.46
2015-05-04,14,63478.65
2015-05-04,14,49372.29
2015-05-04,14,49372.29
2015-05-04,90,50384.92
2015-05-04,90,37788.69
2015-05-04,30,69631.46
2015-05-04,30,71195.91
2015-05-04,14,56425.47
2015-05-04,30,62668.32
2015-05-04,30,37788.69
2015-05-04,30,37788.69
2015-05-04,30,36525.46
2015-05-04,30,36479.29
2015-05-04,30,30399.4
2015-05-04,30,25192.46
2015-05-04,30,24350.31
2015-05-04,30,21475.7
2015-05-04,30,36525.46
2015-05-04,30,36479.29
2015-05-04,30,36479.29
2015-05-04,30,36479.29
2015-05-04,30,30399.4
2015-05-04,30,24350.31
2015-05-04,30,24350.31
2015-05-04,30,24319.52
2015-05-04,30,617.13
2015-05-04,30,69631.46
2015-05-03,30,79106.56
2015-05-04,14,76594.61
2015-05-01,14,56425.47
2015-05-01,180,69631.46
2015-05-04,14,18262.73
2015-05-04,14,24319.52
2015-05-04,14,56425.47
2015-05-03,14,55705.17
2015-05-03,14,62668.32
2015-05-02,30,69631.46
2015-05-03,30,48000
2015-05-03,14,63478.65
2015-05-03,14,37788.69
2015-05-01,14,51064.86
2015-05-03,90,24319.52
2015-05-03,90,38298.65
2015-05-03,90,42319.1
2015-05-02,30,97484.05
2015-05-02,30,69631.46
2015-05-02,30,55705.17
2015-05-01,90,69631.46
2015-05-01,30,200000
2015-05-01,90,56425.47
2015-05-02,14,49372.29
2015-05-02,14,42319.1
2015-05-02,14,69631.46
2015-05-02,14,56425.47
2015-05-02,14,42319.1
