trading date,life loan,ITEM_AMOUNT
2015-01-13,30,213400
2015-01-12,30,120000
2015-01-12,30,270000
2015-01-10,360,24350.31
2015-01-10,360,24350.31
2015-01-09,180,36479.29
2015-01-08,90,360000
2015-01-09,30,315000
2015-01-05,360,36479.29
2015-01-09,30,270000
2015-01-07,90,48000
2015-01-08,30,230000
2015-01-06,360,42559.17
2015-01-07,90,67000
2015-01-06,180,50384.92
2015-01-06,90,135000
2015-01-07,30,40000
2015-01-04,360,30437.89
2015-01-06,180,36479.29
2015-01-06,30,195000
2015-01-03,360,24319.52
2015-01-05,90,128000
2015-01-05,30,145000
2015-01-04,90,630000
2015-01-05,360,24350.31
2015-01-01,360,37788.69
2014-12-31,360,50384.92
2015-01-04,30,28700
2015-01-01,30,390000
2014-12-31,360,30399.4
2014-12-31,30,720000
2015-01-01,30,30000
2014-12-31,360,36479.29
2014-12-31,90,58400
2014-12-31,30,23000
2014-12-31,90,25000
2014-12-31,30,31000
2014-12-30,360,25192.46
2014-12-31,30,200000
2014-12-30,90,127000
2014-12-27,180,62981.15
2014-12-30,90,53000
2014-12-28,90,190000
2014-12-30,30,200000
2014-12-29,90,80000
2014-12-29,90,80000
2014-12-27,360,30399.4
2014-12-29,90,20000
2014-12-28,30,142000
2014-12-27,90,250000
2014-12-26,360,24319.52
2014-12-16,30,40000
2014-12-27,30,33000
2014-12-27,90,55000
2014-12-26,30,279000
2014-12-26,180,28621.25
2014-12-26,30,43000
2014-12-23,30,650000
2014-12-24,90,1048000
2014-12-25,360,50384.92
2014-12-25,360,30399.4
2014-12-25,360,22897
2014-12-25,180,30437.89
2014-12-25,30,42000
2014-12-24,360,56683.04
2014-12-24,360,36525.46
2014-12-24,360,54718.93
2014-12-24,90,60000
2014-12-24,360,30437.89
2014-12-24,30,200000
2014-12-23,360,24319.52
2014-12-22,90,79000
2014-12-23,30,152000
2014-12-22,360,24350.31
2014-12-22,30,148000
2014-12-18,90,790000
2014-12-21,90,47000
2014-12-16,270,63000
2014-12-18,30,380000
2014-12-17,360,48639.05
2014-12-17,360,50384.92
2014-12-16,360,44100
2014-12-18,30,700000
2014-12-18,90,296000
2014-12-18,30,40000
2014-12-17,30,90000
2014-12-17,30,40000
2014-12-17,30,30000
2014-12-16,180,24400
2014-12-16,30,57000
2014-12-17,30,200000
2014-12-16,90,125000
2014-12-16,30,33600
2014-12-14,90,360000
2014-12-15,360,25200
2014-12-12,360,22900
2014-12-12,90,170000
2014-12-12,30,312000
2014-12-11,360,56700
2014-12-11,360,24400
2014-12-11,90,460000
2014-12-12,30,72000
2014-12-10,30,78000
2014-12-08,360,63000
2014-12-10,360,30400
2014-12-08,90,440000
2014-12-06,360,30500
2014-12-10,0,200000
2014-12-09,90,59200
2014-12-06,360,36500
2014-12-05,90,157000
2014-12-04,360,50400
2014-12-03,30,140000
2014-12-05,90,94000
2014-12-04,360,36500
2014-12-04,30,33300
2014-12-03,30,92000
2014-12-03,360,34500
2014-12-01,30,125000
2014-12-02,30,40000
2014-12-03,0,200000
2014-12-02,30,37000
2014-12-01,30,66000
2014-11-30,30,258000
2014-12-01,30,42000
2014-11-30,30,260000
2014-11-29,90,100000
2014-11-30,30,214600
2014-11-27,30,153000
2014-11-30,30,134000
2014-11-29,30,136000
2014-11-27,90,108000
2014-11-27,360,56700
2014-11-27,360,36500
2014-11-26,360,37800
2014-11-27,30,142000
2014-11-25,30,112000
2014-11-25,360,36500
2014-11-24,90,195000
2014-11-26,30,200000
2014-11-25,30,119000
2014-11-24,90,120000
2014-11-24,30,98000
2014-11-24,30,90000
2014-11-24,90,88000
2014-11-24,30,50000
2014-11-24,90,77000
2014-11-23,30,31000
2014-11-23,30,30200
2014-11-23,30,43000
2014-11-21,30,68000
2014-11-21,360,50400
2014-11-22,360,63000
2014-11-23,90,44000
2014-11-23,90,40000
2014-11-21,90,50000
2014-11-21,90,65000
2014-11-21,90,33000
2014-11-21,90,45000
2014-11-21,360,22900
2014-11-21,30,48800
2014-11-20,360,37800
2014-11-20,360,28700
2014-11-20,30,30000
2014-11-21,90,50000
2014-11-20,30,30000
2014-11-13,90,510000
2014-11-18,360,18300
2014-11-19,30,52000
2014-11-19,360,22900
2014-11-20,30,30000
2014-11-14,360,24400
2014-11-13,90,639000
2014-11-13,30,675000
2014-11-16,360,18300
2014-11-19,30,200000
2014-11-13,90,42000
2014-11-17,90,154000
2014-11-17,30,26000
2014-11-13,90,68000
2014-11-14,90,25600
2014-11-14,30,28000
2014-11-13,360,30000
2014-11-04,90,110000
2014-11-07,90,70400
2014-11-09,90,40000
2014-11-10,90,120000
2014-11-10,90,77000
2014-11-11,30,670000
2014-11-11,30,90000
2014-11-02,30,770000
2014-11-06,30,420000
2014-11-07,90,63000
2014-11-10,30,82000
2014-11-05,90,30000
2014-11-05,30,150000
2014-11-05,90,50000
2014-11-06,30,33000
2014-10-31,30,279000
2014-11-01,90,343300
2014-11-04,90,44000
2014-10-27,90,290000
2014-10-29,90,269000
2014-11-03,30,32400
2014-11-03,30,61000
2014-11-03,30,32000
2014-10-31,30,152000
2014-10-31,30,31100
2014-10-30,30,103000
2014-10-30,30,59000
2014-10-30,30,45000
2014-10-30,30,30000
2014-10-30,30,54000
2014-10-30,30,416000
2014-10-27,30,828000
2014-10-29,30,21000
2014-10-29,30,99000
2014-10-28,30,42000
2014-10-28,90,140000
2014-10-26,90,84000
2014-10-21,90,450000
2014-10-22,30,700000
2014-10-23,90,50000
2014-10-24,30,243000
2014-10-22,30,270000
2014-10-19,90,400000
2014-10-21,30,86000
2014-10-21,90,70000
2014-10-20,30,630000
2014-10-20,30,62000
2014-10-16,90,63000
2014-10-09,360,20000
2014-10-16,90,40000
2014-10-15,90,64000
2014-10-15,90,440000
2014-10-14,90,590000
2014-10-17,30,265000
2014-10-16,90,76000
2014-10-09,360,30000
2014-10-17,30,322000
2014-10-15,30,54000
2014-10-15,30,100000
2014-10-16,30,207000
2014-10-15,90,45000
2014-10-14,90,100000
2014-10-14,30,52200
2014-10-14,90,70000
2014-10-13,90,400000
2014-10-13,90,100000
2014-10-13,30,51000
2014-10-10,90,328000
2014-10-10,90,160000
2014-10-12,30,130000
2014-10-11,30,100000
2014-10-09,90,670000
2014-10-11,30,95400
2014-10-11,30,30000
2014-10-10,30,325000
2014-10-10,30,100000
2014-10-10,90,64000
2014-10-10,30,270000
2014-10-09,30,35000
2014-10-09,30,35000
2014-10-09,30,68000
2014-10-08,90,400000
2014-10-08,90,48000
2014-10-07,90,240000
2014-10-07,90,240000
2014-10-07,90,240000
2014-10-07,90,240000
2014-10-04,90,176000
2014-10-04,90,240000
2014-10-04,90,176000
2014-10-06,30,1098000
2014-10-04,90,240000
2014-10-04,90,176000
2014-10-04,90,176000
2014-10-04,90,176000
2014-10-04,90,240000
2014-10-04,90,176000
2014-10-04,90,240000
2014-10-02,90,200000
2014-10-02,90,200000
2014-10-03,90,100000
2014-10-03,90,100000
2014-10-03,90,200000
2014-10-03,90,100000
2014-10-03,90,100000
2014-10-02,90,200000
2014-09-30,30,1098000
2014-10-02,90,200000
2014-10-02,90,200000
2014-10-02,90,200000
2014-09-29,90,315000
2014-09-30,90,148500
2014-10-02,90,67000
2014-10-02,90,67000
2014-10-01,90,104000
2014-10-01,90,42000
2014-10-01,90,42000
2014-10-01,90,42000
2014-10-02,90,67000
2014-10-01,90,104000
2014-10-01,30,1098000
2014-10-01,90,104000
2014-10-01,90,40000
2014-09-30,30,1098000
2014-10-01,90,30000
2014-10-01,90,104000
2014-10-01,30,32400
2014-09-30,90,62400
2014-09-30,30,1098000
2014-09-30,30,30000
2014-09-30,30,376000
2014-09-30,30,30000
2014-09-29,30,28000
2014-09-29,30,72000
2014-09-28,90,360000
2014-09-29,90,76000
2014-09-28,90,143900
2014-09-28,90,258000
2014-09-28,30,39000
2014-09-25,30,118000
2014-09-26,30,57000
2014-09-26,90,88000
2014-09-26,30,40500
2014-09-27,90,73400
2014-09-26,30,161000
2014-09-25,30,74000
2014-09-24,90,315000
2014-09-25,30,310000
2014-09-24,90,45000
2014-09-24,30,103000
2014-09-23,30,216000
2014-09-23,90,220000
2014-09-22,30,54000
2014-09-22,90,55000
2014-09-22,30,79000
2014-09-22,30,175000
2014-09-21,30,78000
2014-09-19,30,700000
2014-09-19,30,80000
2014-09-19,30,92404
2014-09-17,30,900000
2014-09-18,30,47000
2014-09-18,30,35000
2014-09-16,90,88000
2014-09-16,30,450000
2014-09-16,30,63000
2014-09-15,30,54000
2014-09-15,30,110700
2014-09-15,30,39000
2014-09-15,30,322000
2014-09-15,30,128000
2014-09-12,90,800000
2014-09-12,30,52000
2014-09-12,30,22500
2014-09-12,30,198000
2014-09-12,30,99000
2014-09-11,30,47000
2014-09-11,30,54000
2014-09-11,90,80000
2014-09-11,30,134000
2014-09-11,30,100000
2014-09-10,30,168000
2014-09-10,90,49600
2014-09-10,90,27000
2014-09-10,30,315000
2014-09-10,30,285000
2014-09-09,30,33600
2014-09-09,90,48000
2014-09-09,30,31000
2014-09-09,90,24000
2014-09-09,30,92000
2014-09-09,30,80000
2014-09-09,30,50000
2014-09-05,30,325000
2014-09-05,30,270000
2014-09-04,90,60000
2014-09-04,30,206000
2014-09-04,30,148000
2014-09-03,30,100000
2014-09-03,30,54000
2014-09-03,30,52000
2014-09-02,30,252000
2014-09-02,30,21000
2014-09-02,30,82000
2014-09-01,30,35000
2014-09-01,30,31000
2014-09-01,30,64000
2014-09-01,30,31000
2014-08-29,30,337000
2014-08-29,30,30000
2014-08-29,30,30000
2014-08-29,30,31000
2014-08-28,30,34000
2014-08-28,30,63000
2014-08-28,30,28000
2014-08-28,30,43000
2014-08-27,30,68000
2014-08-27,30,504000
2014-08-26,30,38000
2014-08-26,30,100000
2014-08-26,30,26000
2014-08-25,30,46400
2014-08-25,90,51200
2014-08-25,30,58000
2014-08-25,30,60000
2014-08-25,30,207000
2014-08-23,30,54000
2014-08-22,30,189000
2014-08-21,30,180000
2014-08-21,30,72000
2014-08-21,30,110000
2014-08-20,30,306000
2014-08-20,30,54000
2014-08-19,30,67000
2014-08-19,30,68000
2014-08-19,30,105000
2014-08-19,30,114000
2014-08-19,30,80000
2014-08-19,30,36000
2014-08-19,30,41000
2014-08-18,30,113000
2014-08-18,30,70200
2014-08-18,30,108000
2014-08-18,30,150000
2014-08-16,30,20000
2014-08-15,30,416000
2014-08-14,30,110700
2014-08-14,30,153000
2014-08-14,30,40000
2014-08-14,30,275000
2014-08-11,90,48000
2014-08-12,30,22500
2014-08-12,30,39000
2014-08-11,30,297000
2014-08-11,30,31000
2014-08-11,30,47000
2014-08-08,90,120000
2014-08-08,30,134000
2014-08-08,30,28000
2014-08-06,90,129600
2014-08-07,90,160000
2014-08-07,30,50000
2014-08-06,30,99000
2014-08-06,30,90000
2014-08-06,30,135000
2014-08-04,30,171000
2014-08-04,30,112000
2014-08-01,30,184500
2014-07-31,30,37000
2014-07-31,90,30000
2014-07-31,30,35000
2014-07-31,30,79000
2014-07-30,90,35200
2014-07-30,30,107000
2014-07-29,30,43000
2014-07-29,30,63000
2014-07-28,30,80000
2014-07-28,30,337000
2014-07-28,90,81000
2014-07-28,30,28000
2014-07-25,30,112500
2014-07-25,30,90000
2014-07-26,30,39500
2014-07-25,30,90000
2014-07-25,30,157000
2014-07-25,90,52000
2014-07-23,30,264400
2014-07-23,30,30000
2014-07-23,30,82000
2014-07-21,30,504000
2014-07-21,30,110000
2014-07-21,30,125000
2014-07-19,30,70000
2014-07-18,30,40000
2014-07-18,30,279000
2014-07-18,30,117000
2014-07-17,30,133000
2014-07-17,30,459000
2014-07-17,30,71000
2014-07-17,30,142000
2014-07-17,90,78400
2014-07-16,30,103000
2014-07-15,30,50000
2014-07-15,90,113000
2014-07-14,30,153000
2014-07-14,30,152000
2014-07-14,30,115000
2014-07-11,30,54000
2014-07-10,90,56000
2014-07-10,30,90000
2014-07-09,90,66000
2014-07-09,90,65600
2014-07-09,90,114000
2014-07-09,90,50000
2014-07-08,30,71000
2014-07-08,90,139500
2014-07-08,30,134000
2014-07-07,30,75000
2014-07-07,30,80000
2014-07-05,30,30000
2014-07-04,30,171000
2014-07-04,30,20000
2014-07-01,30,840000
2014-06-27,30,95800
2014-06-26,30,330000
2014-06-26,30,80000
2014-06-25,30,132000
2014-06-25,30,248000
2014-06-25,90,35000
2014-06-24,30,28000
2014-06-24,30,36000
2014-06-24,30,205000
2014-06-20,30,325000
2014-06-19,30,198000
2014-06-19,30,59000
2014-06-19,30,290000
2014-06-18,30,70000
2014-06-18,30,70000
2014-06-18,30,50000
2014-06-17,30,46000
2014-06-17,30,153000
2014-06-16,30,171000
2014-06-16,30,210000
2014-06-12,30,210000
2014-06-10,90,58000
2014-06-11,30,70000
2014-06-09,30,370000
2014-06-06,90,27000
2014-06-05,90,97200
2014-06-05,30,109260
2014-06-05,90,48000
2014-06-05,30,30000
2014-06-04,30,20000
2014-05-30,30,171000
2014-05-29,30,112200
2014-05-28,30,95000
2014-05-22,30,288000
2014-05-23,30,138000
2014-05-23,30,97800
2014-05-22,90,59200
2014-05-22,30,32000
2014-05-20,30,130000
2014-05-16,30,325000
2014-05-16,30,290000
2014-05-16,30,30000
2014-05-15,30,171000
2014-05-15,30,230000
2014-05-13,30,56000
2014-05-12,90,40500
2014-05-09,90,34000
2014-05-08,30,53000
2014-05-06,0,140000
2014-05-06,30,53000
2014-05-06,30,140000
2014-04-29,90,40000
2014-04-29,90,40000
2014-04-17,90,50000
2014-04-17,90,50000
2014-04-15,90,100
2014-02-25,180,5000000
