release time,life loan,ITEM_AMOUNT
2015-07-24,20,20000
2015-07-23,20,20000
2015-07-20,dynamic,40000
2015-07-20,15,20000
2015-07-18,20,20000
2015-07-17,20,20000
2015-07-16,20,20000
2015-07-15,20,20000
2015-07-14,20,20000
2015-07-13,dynamic,40000
2015-07-13,15,20000
2015-07-11,20,20000
2015-07-10,20,20000
2015-07-09,20,20000
2015-07-08,20,20000
2015-07-07,20,20000
2015-07-06,20,20000
2015-07-06,dynamic,40000
2015-07-04,20,20000
2015-07-03,20,20000
2015-07-02,20,20000
2015-07-01,20,20000
2015-06-30,20,20000
2015-06-29,20,20000
2015-06-29,dynamic,40000
2015-06-27,20,20000
2015-06-26,20,20000
2015-06-26,dynamic,40000
2015-06-25,20,20000
2015-06-24,20,20000
2015-06-23,20,20000
2015-06-19,20,20000
2015-06-19,dynamic,50000
2015-06-18,20,20000
2015-06-18,dynamic,50000
2015-06-17,20,20000
2015-06-17,dynamic,60000
2015-06-16,20,30000
2015-06-16,dynamic,60000
2015-06-15,20,20000
2015-06-13,20,30000
2015-06-12,20,20000
2015-06-12,dynamic,30000
2015-06-11,20,20000
2015-06-11,dynamic,30000
2015-06-10,20,20000
2015-06-10,dynamic,30000
2015-06-09,20,20000
2015-06-09,dynamic,40000
2015-06-08,20,20000
2015-06-08,dynamic,40000
2015-06-06,20,20000
2015-06-05,20,20000
2015-06-05,dynamic,40000
2015-06-04,20,20000
2015-06-04,dynamic,40000
2015-06-03,20,20000
2015-06-03,dynamic,40000
2015-06-02,dynamic,50000
2015-06-02,20,20000
2015-06-01,dynamic,50000
2015-06-01,20,20000
2015-05-30,20,20000
2015-05-30,dynamic,40000
2015-05-29,20,20000
2015-05-29,dynamic,40000
2015-05-28,20,20000
2015-05-28,dynamic,50000
2015-05-27,20,20000
2015-05-27,dynamic,50000
2015-05-26,20,30000
2015-05-26,dynamic,50000
2015-05-25,20,40000
2015-05-25,dynamic,60000
2015-05-23,20,30000
2015-05-23,dynamic,40000
2015-05-22,15,20000
2015-05-22,dynamic,50000
2015-05-21,15,30000
2015-05-21,dynamic,60000
2015-05-20,20,20000
2015-05-20,dynamic,40000
2015-05-19,20,20000
2015-05-19,dynamic,40000
2015-05-18,20,20000
2015-05-18,dynamic,40000
2015-05-16,20,20000
2015-05-16,dynamic,40000
2015-05-15,20,20000
2015-05-15,dynamic,40000
2015-05-14,20,20000
2015-05-14,dynamic,40000
2015-05-13,20,20000
2015-05-13,dynamic,40000
2015-05-12,20,20000
2015-05-12,dynamic,40000
2015-05-11,20,20000
2015-05-11,dynamic,40000
2015-05-09,20,20000
2015-05-09,dynamic,40000
2015-05-08,20,20000
2015-05-08,dynamic,40000
2015-05-07,dynamic,30000
2015-05-07,20,30000
2015-05-07,dynamic,40000
2015-05-06,20,20000
2015-05-06,dynamic,40000
2015-05-05,15,20000
2015-05-05,dynamic,40000
2015-05-04,15,20000
2015-05-04,dynamic,50000
2015-04-30,dynamic,40000
2015-04-30,15,20000
2015-04-29,15,20000
2015-04-28,15,20000
2015-04-28,dynamic,40000
2015-04-27,dynamic,50000
2015-04-27,20,30000
2015-04-25,20,20000
2015-04-25,dynamic,50000
2015-04-24,dynamic,50000
2015-04-23,dynamic,50000
2015-04-23,20,30000
2015-04-22,dynamic,50000
2015-04-21,dynamic,50000
2015-04-21,20,30000
2015-04-20,dynamic,50000
2015-04-20,20,40000
2015-04-20,dynamic,80000
2015-04-18,dynamic,80000
2015-04-18,20,40000
2015-04-17,20,30000
2015-04-17,dynamic,80000
2015-04-16,dynamic,50000
2015-04-16,20,50000
2015-04-16,dynamic,50000
2015-04-15,dynamic,50000
2015-04-15,20,40000
2015-04-15,dynamic,80000
2015-04-15,30,14000
2015-04-14,30,20000
2015-04-14,dynamic,50000
2015-04-14,15,40000
2015-04-14,dynamic,88888
2015-04-13,dynamic,50000
2015-04-13,30,40000
2015-04-13,dynamic,100000
2015-04-11,dynamic,50000
2015-04-11,10,20000
2015-04-11,30,20000
2015-04-10,dynamic,40000
2015-04-10,30,40000
2015-04-10,dynamic,100000
2015-04-09,30,10000
2015-04-09,10,40000
2015-04-09,dynamic,100000
2015-04-08,dynamic,50000
2015-04-08,10,40000
2015-04-08,dynamic,88888
2015-04-08,30,12000
2015-04-07,30,20000
2015-04-07,dynamic,28888
2015-04-07,30,10000
2015-04-06,30,30000
2015-04-06,dynamic,38888
2015-04-03,dynamic,28888
2015-04-03,30,15000
2015-04-03,15,20000
2015-04-02,dynamic,28888
2015-04-01,dynamic,28888
2015-04-01,30,20000
2015-03-31,15,20000
2015-03-31,dynamic,28888
2015-03-31,30,20000
2015-03-30,30,30000
2015-03-30,dynamic,38888
2015-03-28,15,30000
2015-03-28,dynamic,38888
