release time,life loan,ITEM_AMOUNT
2015-05-04,360,2300000
2015-04-29,120,10000
2015-04-29,150,10000
2015-04-29,150,10000
2015-04-29,150,10000
2015-04-29,120,40000
2015-04-23,330,200000
2015-04-09,360,700000
2015-04-29,240,1500000
2015-04-29,240,1500000
2015-04-29,180,5000000
2015-04-23,360,4000000
2015-04-27,360,5000000
2015-04-13,360,2000000
2015-04-27,120,30000
2015-04-27,120,40000
2015-04-27,330,79000
2015-04-27,300,70000
2015-04-28,240,70000
2015-04-28,240,1000000
2015-04-28,300,50000
2015-04-28,240,50000
2015-04-16,360,2000000
2015-04-23,360,600000
2015-04-24,240,20000
2015-04-19,300,50000
2015-04-22,180,52000
2015-04-22,330,1000
2015-04-17,300,10000
2015-04-17,330,10000
2015-04-15,360,5000000
2015-04-13,360,5000000
2015-04-20,180,2000000
2015-04-22,180,600000
2015-04-20,360,5000000
2015-04-16,180,3000000
2015-04-15,240,50000
2015-04-13,360,4000000
2015-04-15,360,2500000
2015-04-15,300,2500000
2015-04-07,360,5000000
2015-03-25,360,3000000
2015-04-13,360,50000
2015-04-13,330,30000
2015-04-13,330,214000
2015-04-13,150,50000
2015-04-13,150,120000
2015-04-14,330,521000
2015-04-10,360,5000000
2015-04-07,270,3000000
2015-04-09,360,5000000
2015-04-08,210,20000
2015-04-08,240,20000
2015-04-08,150,60000
2015-04-01,180,2000000
2015-04-08,360,2000000
2015-04-01,180,5000000
2015-04-07,360,4000000
2015-04-01,360,3000000
2015-04-02,150,40000
2015-04-02,150,130000
2015-03-24,300,5000000
2015-03-24,300,2000000
2015-03-30,360,2000000
2015-03-31,210,200000
2015-03-31,360,5000000
2015-03-31,180,2600000
2015-03-26,360,1000000
2015-03-26,360,1000000
2015-03-18,270,3000000
2015-03-23,210,10000
2015-03-23,150,100000
2015-03-23,150,50000
2015-03-23,240,50000
2015-03-17,360,1500000
2015-03-12,360,5000000
2015-03-17,180,1000000
2015-03-13,210,3000000
2015-03-16,330,40000
2015-03-12,360,3000000
2015-03-11,360,5000000
2015-03-09,270,1500000
2015-03-09,300,1000000
2015-03-09,330,1000000
2015-03-09,360,1000000
2015-02-28,180,1000000
2015-03-04,360,1000000
2015-02-26,360,1000000
2015-02-13,180,2000000
2015-02-16,180,1000000
2015-02-25,180,600000
2015-02-25,180,40000
2015-02-25,210,40000
2015-02-25,240,50000
2015-02-15,360,3000000
2015-02-15,180,3000000
2015-02-15,180,2000000
2015-02-13,240,100000
2015-02-13,360,3000000
2015-02-09,360,2000000
2015-02-10,360,3000000
2015-02-11,300,1000000
2015-02-11,360,3000000
2015-02-10,270,3000000
2015-02-09,360,3000000
2015-02-04,360,500000
2015-02-06,300,700000
2015-02-03,360,5000000
2015-02-04,210,100000
2015-02-04,300,50000
2015-01-30,360,2000000
2015-01-30,360,900000
2015-01-22,360,2000000
2015-01-28,240,5000000
2015-01-14,360,500000
2015-01-21,360,4000000
2015-01-23,300,100000
2015-01-16,240,3000000
2015-01-05,300,2000000
2015-01-05,300,2000000
2014-12-17,300,2000000
2014-12-17,300,2000000
2014-12-25,360,3000000
2014-12-26,360,2000000
2014-12-22,300,3000000
2014-12-22,360,4000000
2014-12-16,360,3000000
2014-12-09,360,2000000
2014-12-12,360,4000000
2014-12-15,300,2000000
2014-12-10,360,3000000
2014-12-10,360,2000000
2014-12-09,300,3000000
2014-12-05,360,4000000
2014-12-04,360,1000000
2014-11-28,360,2000000
2014-11-27,300,120000
2014-11-27,360,3000000
2014-11-27,360,4000000
2014-11-24,360,2000000
2014-11-20,360,2000000
2014-11-19,360,300000
2014-11-19,360,2000000
2014-11-06,360,3000000
2014-11-11,300,1000000
2014-11-06,360,1000000
2014-11-05,300,2500000
2014-10-31,360,2000000
2014-09-25,360,1000000
2014-09-25,360,2000000
2014-09-25,360,2000000
2014-09-29,330,300000
2014-09-25,360,2000000
2014-09-29,360,1000000
2014-09-29,360,2000000
2014-09-22,360,2000000
2014-09-21,360,1000000
2014-09-17,360,3000000
2014-09-11,360,2000000
2014-09-15,360,1500000
2014-09-12,360,4000000
2014-09-02,360,3000000
2014-09-02,360,2000000
2014-08-28,360,2000000
2014-08-27,360,1500000
2015-07-17,300,500000
2015-06-08,60,10000
2015-05-29,60,2000000
2015-05-06,180,10000
2014-07-14,30,300000
2015-05-04,90,500000
2015-04-29,210,40000
2015-04-29,90,50000
2015-04-29,60,30000
2015-04-27,90,2000000
2014-07-14,30,300000
2015-04-20,120,10000
2015-04-16,60,50000
2015-04-17,30,300000
2015-04-13,120,150000
2015-04-08,60,15000
2015-04-08,90,50000
2015-04-06,60,50000
2015-04-07,60,19000
2014-07-14,30,300000
2015-03-16,60,2000000
2015-03-09,150,50000
2015-02-28,90,4000000
2015-02-16,120,1000000
2015-02-16,150,1000000
2015-02-15,90,3000000
2015-02-25,150,50000
2014-07-14,30,300000
2015-02-15,180,2000000
2015-02-13,90,2000000
2015-02-15,60,2000000
2015-02-15,180,1000000
2015-02-13,90,1000000
2015-02-12,120,400000
2015-02-12,150,200000
2015-02-12,180,200000
2015-02-09,180,3000000
2015-02-10,30,200000
2015-02-10,60,300000
2015-02-10,90,350000
2015-01-20,180,3000000
2015-02-02,180,3000000
2015-01-30,180,1000000
2015-01-30,30,4000000
2015-02-01,180,260000
2015-02-01,180,100000
2015-01-27,150,2000000
2015-01-26,180,500000
2015-01-23,90,2000000
2015-01-23,90,1000000
2014-07-14,30,300000
2015-01-23,60,60000
2015-01-22,180,2000000
2015-01-21,150,1000000
2015-01-21,210,1000000
2015-01-19,210,10000
2015-01-17,210,130000
2015-01-14,180,2000000
2015-01-14,90,2000000
2014-12-30,180,1000000
2015-01-07,180,2000000
2015-01-05,180,1000000
2015-01-05,180,2000000
2015-01-07,180,3000000
2015-01-05,180,2000000
2015-01-05,180,1000000
2014-12-09,180,3000000
2014-12-23,180,2000000
2014-12-22,180,3000000
2014-12-25,180,1000000
2014-10-15,90,2000000
2014-12-26,30,1600000
2014-12-24,180,3500000
2014-07-14,30,300000
2014-10-15,90,3000000
2014-12-12,180,600000
2014-12-19,30,1000000
2014-12-19,90,1300000
2014-12-15,150,1000000
2014-12-12,180,1000000
2014-12-10,210,10000
2014-12-11,30,4000000
2014-12-04,180,1000000
2014-11-28,180,3000000
2014-12-02,60,5000000
2014-11-28,210,210000
2014-11-28,240,200000
2014-11-21,270,500000
2014-11-21,300,500000
2014-11-21,330,500000
2014-11-21,360,1800000
2014-11-26,30,2000000
2014-11-25,150,100000
2014-11-25,150,50000
2014-07-14,30,300000
2014-11-20,180,500000
2014-11-19,180,300000
2014-11-18,180,2000000
2014-11-13,60,50000
2014-11-13,240,30000
2014-11-12,150,560000
2014-11-11,30,500000
2014-11-11,90,2000000
2014-11-10,120,5000000
2014-11-07,180,1000000
2014-10-23,180,3000000
2014-11-02,180,200000
2014-10-31,180,600000
2014-10-29,180,200000
2014-10-23,180,1000000
2014-10-23,90,1000000
2014-07-14,30,300000
2014-10-21,180,2000000
2014-10-21,180,5000000
2014-10-17,300,300000
2014-10-16,180,250000
2014-10-09,300,2000000
2014-10-09,300,3000000
2014-10-14,90,500000
2014-10-13,60,2000000
2014-09-26,180,1000000
2014-10-09,180,1000000
2014-08-29,300,3000000
2014-10-06,270,2000000
2014-09-25,180,1500000
2014-07-14,30,300000
2014-09-19,180,1500000
2014-09-18,180,500000
2014-09-16,90,800000
2014-09-11,300,1000000
2014-09-09,180,500000
2014-09-09,180,3000000
2014-09-04,210,1000000
2014-08-18,270,2000000
2014-08-26,180,3000000
2014-08-27,180,1000000
2014-08-15,180,1000000
2014-08-15,180,2000000
2014-08-19,180,2000000
2014-08-13,180,1000000
2014-08-14,360,2000000
2014-07-14,30,300000
2014-08-13,180,2000000
2014-08-15,360,2000000
2014-08-13,180,2000000
2014-08-14,180,500000
2014-08-06,360,2000000
2014-08-06,180,1000000
2014-07-17,150,1000000
2014-08-06,180,1000000
2014-08-06,180,2000000
2014-08-06,360,2000000
2014-07-17,150,2000000
2014-08-06,360,1000000
2014-07-24,180,2000000
2014-07-24,180,1000000
2014-07-04,360,1000000
2014-07-29,90,2200000
2014-07-22,180,1000000
2014-07-17,180,1000000
2014-07-04,360,1000000
2014-07-04,360,1000000
2014-07-09,180,1000000
2014-07-22,360,2000000
2014-07-09,180,1000000
2014-07-14,30,300000
2014-07-18,360,2000000
2014-07-04,360,1000000
2014-07-09,180,1000000
2014-07-04,360,1000000
2014-07-08,180,1000000
2014-07-08,180,1000000
2014-07-03,300,1000000
2014-07-04,360,1000000
2014-07-04,360,1000000
2014-07-07,180,1000000
2014-07-03,300,1000000
2014-07-03,300,1000000
2014-07-03,300,1000000
2014-07-03,300,1000000
2014-06-25,360,1000000
2014-06-27,180,1000000
2014-06-24,180,2000000
2014-07-02,360,1000000
2014-06-25,360,1000000
2014-06-25,360,1000000
2014-06-24,180,1000000
2014-06-25,360,1000000
2014-06-24,180,2000000
2014-06-27,300,2000000
2014-06-24,360,1500000
2014-06-24,360,1000000
2014-06-17,300,2000000
2014-06-17,300,2000000
2014-06-17,300,1000000
2014-06-13,180,1500000
2014-06-16,180,2000000
2014-06-16,360,600000
2014-06-11,360,5000000
2014-06-05,360,500000
2014-05-22,90,300000
2014-06-05,180,1000000
2014-06-05,180,2000000
2014-06-05,180,2000000
2014-06-03,180,1500000
2014-06-03,360,2000000
2014-05-28,90,500000
2014-06-05,360,1000000
2014-05-22,180,5000000
2014-05-27,180,3000000
2014-05-22,360,1200000
2014-05-20,360,2000000
2014-05-20,360,2000000
2014-05-19,360,2000000
2014-05-19,360,2000000
2014-05-19,360,1000000
2014-05-12,180,1500000
2014-05-06,360,2000000
2014-04-28,180,2000000
2014-04-26,180,1000000
2014-04-22,150,2000000
2014-04-23,360,500000
2014-04-22,150,2000000
2014-04-18,360,2000000
2014-04-11,360,1000000
2014-04-02,360,3000000
2014-04-02,360,2000000
2014-04-01,180,300000
2014-03-28,180,3000000
2014-03-31,270,1000000
2014-03-10,300,2000000
2014-03-24,180,3000000
2014-03-24,180,2000000
2014-03-12,360,3000000
2014-03-03,330,3000000
2014-02-11,360,1000000
2014-02-27,180,2000000
2014-02-11,360,1000000
2014-02-11,360,1000000
2014-02-11,360,1000000
2014-02-11,360,1000000
2014-02-13,180,1600000
2014-02-13,180,1000000
2014-02-13,180,900000
2014-02-13,180,700000
2014-02-07,180,5000000
2014-01-27,180,500000
2014-01-21,360,1000000
2014-01-21,360,1000000
2014-01-21,360,1000000
2014-01-21,360,1000000
2014-01-05,90,500000
