release time,life loan,ITEM_AMOUNT
,30,1000000
,180,40000
,90,50000
,180,10000
,180,10000
,180,20000
,30,500000
,180,20000
,360,40000
,180,20000
,90,500000
,30,500000
,180,20000
,90,100000
,360,20000
,30,500000
,360,580900
,180,50000
,180,50000
,180,50000
,360,40000
,180,50000
,90,200000
,60,100000
,30,500000
,360,100000
,30,500000
,180,30000
,360,30000
,90,200000
,360,30000
,180,60000
,60,200000
,30,500000
,180,30000
,90,100000
,30,500000
,30,500000
,30,630000
,360,30000
,180,30000
,180,30000
,90,120000
,30,500000
,180,750000
,30,300000
,180,20000
,90,40000
,360,10000
,360,100000
,30,500000
,360,20000
,180,80000
,90,100000
,60,100000
,30,500000
,180,30000
,90,50000
,30,500000
,180,20000
,180,20000
,360,10000
,360,20000
,180,20000
,90,100000
,30,500000
,90,20000
,30,500000
,30,500000
,90,30000
,360,10000
,180,40000
,90,50000
,30,500000
,180,30000
,360,20000
,180,30000
,90,200000
,30,500000
,180,20000
,30,500000
,360,20000
,180,30000
,90,100000
,60,100000
,90,104700
,360,10000
,180,50000
,180,50000
,360,20000
,180,50000
,90,400000
,30,1000000
,360,10000
,180,40000
,90,50000
,30,500000
,360,20000
,180,60000
,90,50000
,30,500000
,360,30000
,180,70000
,90,50000
,30,500000
,360,30000
,180,80000
,90,200000
,60,300000
,30,1000000
,360,20000
,180,20000
,90,170000
,30,500000
,360,20000
,180,30000
,30,500000
,180,30000
,360,10000
,180,40000
,360,10000
,90,100000
,60,350000
,30,500000
,180,10000
,180,10000
,30,500000
,360,20000
,180,30000
,30,500000
,180,20000
,360,40000
,180,20000
,90,500000
,30,500000
,180,10000
,30,500000
,180,10000
,360,30000
,180,20000
,90,70000
,30,500000
,360,30000
,180,40000
,30,500000
,180,600000
,180,20000
,360,25000
,180,40000
,90,400000
,30,1000000
,180,20000
,180,20000
,360,20000
,180,20000
,90,150000
,30,1000000
,360,20000
,90,80000
,30,500000
,180,20000
,360,20000
,180,50000
,90,300000
,30,500000
,90,100000
,360,20000
,90,50000
