release time,life loan,ITEM_AMOUNT
,180,20000
,30,500000
,360,30000
,180,50000
,90,100000
,60,140000
,30,500000
,360,30000
,180,40000
,90,200000
,30,500000
,180,10000
,360,20000
,180,20000
,180,20000
,30,500000
,180,20000
,90,50000
,360,20000
,180,20000
,90,40000
,30,500000
,180,30000
,30,500000
,180,30000
,360,20000
,180,30000
,90,100000
,60,150000
,30,500000
,180,40000
,180,40000
,180,40000
,180,40000
,180,40000
,30,500000
,180,40000
,360,40000
,180,40000
,90,80000
,60,300000
,30,500000
,180,50000
,180,15000
,90,50000
,360,40000
,180,50000
,90,80000
,360,20000
,180,10000
,180,10000
,180,30000
,180,30000
,360,40000
,180,30000
,90,350000
,30,1000000
,180,60000
,360,20000
,90,50000
,180,30000
,360,20000
,180,30000
,90,200000
,30,1000000
,30,500000
,180,20000
,360,30000
,180,40000
,180,40000
,90,300000
,30,500000
,180,10000
,30,500000
,360,508000
,360,30000
,180,10000
,90,50000
,360,30000
,180,50000
,90,60000
,30,1000000
,90,81900
,180,10000
,90,40000
,360,30000
,180,40000
,90,50000
,30,500000
,180,20000
,180,20000
,60,163500
,180,20000
,90,80000
,360,20000
,180,30000
,90,60000
,30,500000
,180,520000
,90,20000
,30,500000
,180,60000
,90,60000
,30,400000
,360,35000
,180,60000
,90,100000
,30,1000000
,180,20000
,90,15000
,30,380000
,360,20000
,90,50000
,30,500000
,360,100000
,360,30000
,180,30000
,90,40000
,180,40000
,180,40000
,90,40000
,90,60000
,360,30000
,180,40000
,90,80000
,60,150000
,30,500000
,90,50000
,180,30000
,90,50000
,360,40000
,180,10000
,90,60000
,180,40000
,90,440000
,90,40000
,90,20000
,180,40000
,90,20000
,360,40000
,180,60000
,90,20000
,30,500000
,360,20000
,180,145000
,180,20000
,90,30000
,30,500000
,180,20000
,360,15000
,180,40000
,90,250000
,30,500000
,360,10000
,180,20000
,90,30000
,30,1000000
,180,20000
,90,60000
,360,30000
,180,20000
,90,60000
,60,300000
,30,1000000
,360,30000
,180,300000
,90,250000
,30,1000000
,90,80000
,180,50000
,180,50000
,180,30000
,90,80000
,180,30000
,360,40000
,180,30000
,90,90000
,30,500000
,180,300000
,360,30000
,90,50000
,180,40000
,90,60000
,360,20000
,90,60000
,180,60000
,90,100000
,30,500000
,180,50000
,30,500000
,360,20000
,180,50000
,90,200000
,60,100000
,30,500000
,180,1450000
,90,100000
,360,40000
,180,20000
,30,500000
,180,15000
,360,20000
,180,30000
,60,300000
,30,500000
,360,10000
,180,40000
,30,500000
,180,20000
,360,15000
,180,40000
,90,150000
,30,500000
,30,500000
,360,50000
,180,50000
,90,300000
,30,500000
,180,20000
,360,40000
,180,50000
,90,500000
,30,500000
,180,10000
,180,10000
,90,100000
,360,20000
,180,30000
,30,500000
,360,40000
,180,80000
,90,200000
,60,200000
,30,500000
,360,20000
,180,90000
,90,220000
,60,200000
,30,500000
,180,30000
,360,40000
,180,100000
,90,400000
,60,100000
,30,1000000
,360,40000
,180,80000
,90,300000
,30,1000000
,90,40000
,90,30000
,360,40000
,180,90000
,90,100000
,30,500000
,360,20000
,180,50000
,30,500000
,90,149000
,30,300000
,360,20000
,180,100000
,90,500000
,60,670000
,30,500000
,360,20000
,180,50000
,360,40000
,180,20000
,90,500000
,30,500000
,180,20000
,30,500000
,180,20000
,90,500000
,60,300000
,30,500000
,360,40000
,180,100000
,30,1000000
,180,50000
,360,10000
,90,500000
,90,30000
,180,70000
,360,20000
,180,90000
,90,30000
,30,1000000
,180,10000
,360,20000
,180,10000
,30,1000000
,360,20000
,180,40000
,90,500000
,360,20000
,180,20000
,30,1000000
,360,30000
,180,150000
,90,500000
,30,1000000
,360,10000
,180,30000
,90,430000
,180,30000
,360,30000
,180,65000
,90,600000
,30,1000000
,360,10000
,180,50000
,30,500000
,360,270000
,180,30000
,90,80000
,360,30000
,180,150000
,90,90000
,30,1000000
,180,30000
,360,20000
,180,40000
,180,100000
,360,40000
,30,161000
,360,40000
,360,60000
,180,40000
,90,40000
,30,1000000
,180,30000
,360,40000
,180,20000
,360,40000
,180,20000
,90,30000
,30,1000000
,60,507800
,60,163000
,180,80000
,360,40000
,180,160000
,30,1000000
,360,380000
,180,20000
,180,20000
,180,30000
,360,40000
,180,100000
,90,20000
,30,1000000
,180,15000
,180,20000
,180,30000
,360,20000
,180,100000
,90,160000
,30,1000000
,360,20000
,180,190000
,30,1000000
,90,100000
,360,30000
,180,30000
,180,65000
,360,40000
,180,150000
,60,100000
,30,1000000
,180,10000
,180,30000
,30,500000
,180,10000
,360,40000
,180,100000
,90,15000
,30,1000000
,90,600000
,360,30000
,180,30000
,180,80000
,360,30000
,180,250000
,30,500000
,180,245000
,30,500000
,180,100000
,90,110000
,60,100000
,90,150000
,30,1000000
,360,20000
,180,250000
,90,200000
,30,1000000
,180,30000
,360,40000
,90,300000
,30,1000000
,180,40000
,180,10000
,360,40000
,180,160000
,30,1000000
,360,30000
,180,30000
,360,15000
,180,10000
,90,500000
,30,1000000
,360,50000
,180,300000
,30,1000000
,360,20000
,180,10000
,90,700000
,30,1000000
,360,20000
,180,20000
,90,600000
,30,1000000
,60,109700
,180,20000
,360,10000
,180,30000
,360,40000
,180,300000
,30,1000000
,180,244800
,180,30000
,180,30000
,90,1280000
,30,228000
,360,100000
,180,400000
,30,1000000
,360,20000
,180,20000
,360,20000
,180,20000
,360,20000
,180,600000
,30,1000000
,180,10000
,180,40000
,360,30000
,360,30000
,180,600000
,30,500000
,180,30000
,360,30000
,180,230000
,30,500000
,360,40000
,180,30000
,30,156900
,30,1000000
,30,1000000
