release time,life loan,ITEM_AMOUNT
2015-06-30,90,100000
2015-06-24,180,100000
2015-06-23,180,100000
2015-06-19,180,100000
2015-06-18,180,100000
2015-06-17,180,100000
2015-06-16,180,100000
2015-06-15,180,100000
2015-06-12,180,100000
2015-06-11,180,100000
2015-06-10,180,100000
2015-06-09,30,100000
2015-06-08,180,100000
2015-06-05,180,100000
2015-06-04,180,100000
2015-06-03,180,100000
2015-06-02,180,100000
2015-06-01,180,100000
2015-05-29,180,100000
2015-05-28,180,100000
2015-05-27,180,100000
2015-05-26,180,100000
2015-05-25,122,100000
2015-05-20,180,100000
2015-05-18,90,100000
2015-05-15,30,100000
2015-05-14,30,100000
2015-05-13,30,100000
2015-05-12,30,100000
2015-05-11,30,100000
2015-05-08,30,100000
2015-05-08,30,100000
2015-05-07,30,100000
2015-05-06,30,100000
2015-05-05,30,100000
2015-05-05,30,200000
2015-05-05,30,100000
2015-05-04,30,100000
2015-04-30,60,200000
2015-04-30,30,100000
2015-04-29,30,100000
2015-04-27,60,100000
2015-04-24,30,100000
2015-04-23,30,100000
2015-04-22,30,100000
2015-04-21,30,100000
2015-04-20,30,100000
2015-04-17,30,100000
2015-04-16,30,100000
2015-04-14,30,100000
2015-04-13,30,100000
2015-04-10,30,100000
2015-04-08,30,100000
2015-04-02,30,100000
2015-03-31,30,100000
2015-03-27,30,100000
2015-03-26,30,100000
2015-03-23,30,100000
2015-03-19,30,100000
2015-03-18,30,100000
2015-03-17,60,200000
2015-03-16,30,150000
2015-03-10,30,80000
2015-03-09,30,80000
2015-03-06,60,150000
2015-03-06,30,100000
2015-03-06,30,100000
2015-03-05,60,200000
2015-03-05,30,100000
2015-03-05,30,100000
2015-03-04,60,200000
2015-03-04,30,100000
2015-03-04,30,100000
2015-03-03,30,100000
2015-03-03,30,100000
2015-03-02,30,100000
2015-03-02,30,100000
2015-03-02,30,100000
2015-02-26,30,100000
2015-02-26,30,100000
2015-02-16,30,100000
2015-02-16,30,100000
2015-02-15,30,100000
2015-02-15,30,100000
2015-02-13,30,100000
2015-02-13,30,100000
2015-02-12,30,100000
2015-02-12,30,100000
2015-02-11,30,100000
2015-02-10,30,80000
2015-02-10,30,100000
2015-02-11,30,100000
2015-02-10,30,100000
2015-02-09,30,70000
2015-02-09,30,100000
2015-02-09,30,100000
2015-02-06,30,100000
2015-02-06,30,100000
2015-02-06,30,88888
2015-02-06,30,100000
2015-02-05,30,80000
2015-02-05,30,100000
2015-02-05,30,88888
2015-02-04,30,100000
2015-02-04,30,88888
2015-02-04,30,100000
2015-02-03,30,100000
2015-02-03,8,80000
2015-02-03,30,88888
2015-02-02,30,100000
2015-02-02,8,80000
2015-02-02,30,88888
2015-01-31,30,50000
2015-01-30,30,100000
2015-01-30,7,80000
2015-01-30,30,88888
2015-01-29,30,88800
2015-01-29,30,100000
2015-01-28,30,80000
2015-01-28,30,100000
2015-01-27,7,80000
2015-01-26,7,50000
