DEADLINE,LIFE_LOAN,ITEM_AMOUNT
2014-08-30,90,100000
2014-06-16,150,150000
2014-09-07,90,200000
2014-10-22,150,150000
2014-05-10,90,100000
2014-09-10,90,100000
2014-11-04,150,90000
2014-08-15,90,150000
2014-09-19,30,110000
2014-09-07,150,100000
2014-05-05,90,100000
2014-02-13,60,100000
2014-11-08,150,100000
2014-09-07,150,120000
2014-03-13,90,200000
2014-03-03,60,150000
2014-09-18,30,100000
2014-10-12,150,80000
2014-05-23,90,150000
2014-02-04,30,120000
2014-06-26,90,160000
2014-09-26,30,100000
2014-11-05,30,100000
2014-06-28,150,50000
2014-11-20,150,60000
2014-07-30,150,150000
2014-01-23,90,90000
2014-11-17,150,60000
2014-06-21,90,120000
2014-11-11,150,80000
2014-02-10,60,80000
2014-11-19,150,100000
2014-07-22,150,100000
2014-02-16,90,80000
2014-04-17,30,100000
2014-06-06,90,100000
2014-04-11,90,200000
2014-06-15,150,180000
2013-10-24,dynamic,88888
2014-02-18,30,50000
2014-09-18,90,100000
2013-12-12,30,200000
2014-06-11,90,150000
2014-05-03,30,100000
2014-08-06,150,150000
2014-08-20,30,100000
2014-01-26,90,50000
2014-09-01,150,100000
2014-04-24,90,100000
2014-10-19,30,100000
2013-10-27,60,80000
2014-11-18,150,70000
2013-12-04,30,200000
2014-04-26,30,100000
2014-08-28,90,100000
2014-04-09,180,100000
2013-12-16,30,90000
2014-10-24,90,180000
2014-04-22,180,100000
2014-04-20,90,100000
2014-07-21,30,100000
2014-09-18,150,100000
2014-01-20,30,100000
2014-06-22,30,100000
2013-12-26,30,100000
2014-11-18,30,80000
2014-07-27,150,100000
2014-07-24,150,70000
2014-07-23,90,100000
2014-05-25,90,100000
2014-08-13,150,100000
2014-03-28,90,100000
2014-10-19,150,100000
2014-09-11,150,100000
2014-10-12,90,100000
2014-08-07,150,50000
2014-02-21,90,70000
2014-01-18,30,100000
2014-06-17,90,90000
2014-07-24,30,150000
2013-11-16,30,100000
2014-03-06,180,200000
2014-05-12,90,100000
2014-08-22,150,100000
2014-03-13,90,150000
2014-06-13,150,100000
2014-09-05,90,100000
2014-06-12,150,100000
2014-07-18,150,150000
2014-05-10,30,100000
2014-07-25,90,100000
2014-04-10,90,150000
2014-08-10,90,160000
2014-03-08,60,80000
2014-11-15,150,60000
2014-09-28,150,100000
2014-09-16,150,100000
2014-08-14,90,100000
2014-10-09,150,70000
2014-07-15,150,100000
2014-06-20,150,150000
2014-08-01,30,120000
2014-08-29,150,100000
2014-05-23,90,180000
2014-01-18,90,100000
2014-07-16,30,120000
2014-08-11,150,150000
2014-05-31,90,100000
2014-11-19,150,70000
2014-11-12,90,60000
2014-01-28,90,150000
2014-06-28,90,100000
2014-10-09,150,70000
2014-07-11,90,100000
2014-03-01,30,100000
2014-10-17,90,100000
2014-03-07,30,80000
2014-05-22,30,100000
2014-02-13,90,130000
2014-10-08,30,100000
2014-06-26,90,40000
2014-05-18,90,180000
2013-12-28,30,50000
2014-06-21,90,110000
2014-10-26,150,100000
2013-12-20,30,300000
2014-03-18,60,150000
2014-07-07,150,100000
2014-01-23,30,100000
2014-08-20,150,50000
2014-10-08,90,100000
2014-07-03,150,150000
2014-01-28,90,130000
2014-02-26,180,60000
2014-07-20,150,50000
2014-07-10,150,100000
2014-05-22,60,100000
2014-11-02,90,90000
2014-11-24,30,60000
2014-05-14,90,150000
2014-03-21,60,100000
2014-06-24,90,250000
2014-09-30,150,50000
2014-06-09,90,100000
2014-06-11,30,100000
2014-02-28,90,40000
2014-07-17,150,100000
2014-03-26,180,100000
2014-04-03,180,100000
2014-05-28,90,50000
2014-10-31,90,170000
2014-07-27,90,150000
2014-01-09,60,60000
2014-05-18,30,90000
2014-05-06,90,100000
2014-01-30,30,200000
2014-02-07,30,140000
2014-10-29,150,150000
2014-05-29,30,100000
2014-10-04,150,150000
2014-07-07,90,100000
2014-06-09,150,120000
2014-08-02,90,100000
2014-05-03,90,100000
2014-07-11,150,200000
2014-10-28,90,50000
2014-10-08,150,80000
2014-06-16,90,100000
2014-10-04,90,100000
2014-03-19,30,100000
2014-05-04,90,100000
2014-02-19,30,200000
2014-07-02,30,100000
2014-02-18,30,100000
2014-03-31,90,100000
2014-05-19,90,140000
2014-06-15,150,200000
2014-07-21,150,150000
2014-03-30,30,80000
2014-11-16,150,100000
2014-11-24,150,110000
2014-07-18,90,160000
2014-08-31,150,100000
2014-01-05,45,150000
2013-12-31,60,80000
2014-06-09,150,150000
2014-10-11,90,100000
2014-08-25,150,150000
2014-08-21,90,150000
2014-08-10,30,120000
2014-10-06,150,50000
2014-01-19,30,100000
2014-08-31,90,150000
2014-11-09,150,100000
2014-05-27,180,150000
2014-06-05,90,150000
2014-09-20,90,80000
2014-04-29,90,100000
2014-03-31,90,100000
2014-09-16,90,100000
2014-03-29,30,100000
2014-03-23,90,160000
2014-05-24,90,80000
2014-06-17,90,30000
2014-05-05,30,100000
2014-09-05,90,100000
2014-07-19,90,100000
2014-01-20,30,100000
2014-05-14,30,150000
2014-04-04,90,120000
2014-10-10,90,160000
2014-01-06,45,70000
2014-03-01,60,120000
2014-08-05,150,100000
2014-01-13,30,100000
2014-03-26,90,200000
2014-08-22,150,140000
2013-11-08,30,200000
2014-11-15,150,60000
2014-06-22,150,100000
2014-07-17,150,110000
2014-06-24,150,100000
2014-08-11,90,100000
2014-07-20,150,150000
2014-10-19,150,100000
2014-08-02,150,100000
2014-10-07,150,80000
2014-06-20,30,100000
2013-12-08,30,180000
2014-08-25,30,120000
2014-08-26,90,150000
2014-07-24,90,320000
2014-04-23,30,140000
2014-04-15,30,80000
2014-04-21,90,100000
2014-10-23,90,150000
2014-08-23,150,100000
2014-02-07,90,90000
2014-09-02,150,100000
2014-04-15,90,100000
2014-08-27,90,100000
2014-09-19,90,100000
2014-08-28,90,100000
2014-11-08,150,100000
2014-02-19,60,200000
2014-11-05,90,100000
2014-05-02,90,100000
2014-04-20,180,50000
2014-03-12,30,80000
2014-07-03,90,200000
2014-01-10,90,150000
2014-08-16,150,100000
2014-07-12,30,100000
2014-01-23,90,40000
2014-03-12,90,140000
2014-07-09,90,100000
2014-10-28,150,150000
2014-11-13,90,100000
2014-04-13,180,100000
2014-03-22,90,150000
2014-09-28,150,150000
2014-05-11,90,110000
2014-05-29,90,100000
2014-06-25,90,50000
2014-04-23,90,150000
2014-07-25,90,230000
2014-07-05,90,100000
2014-06-14,90,100000
2013-12-21,90,300000
2014-03-21,30,60000
2014-06-11,150,100000
2014-04-18,90,150000
2014-06-06,60,100000
2014-08-05,90,150000
2014-10-27,90,100000
2014-02-16,90,70000
2014-07-10,150,100000
2014-08-10,150,100000
2013-11-12,30,200000
2014-11-09,150,40000
2014-09-16,150,70000
2014-05-30,180,100000
2014-03-05,60,100000
2013-11-07,30,50000
2014-04-08,90,130000
2014-07-14,150,200000
2014-03-20,90,50000
2014-04-15,90,150000
2013-12-03,90,100000
2014-02-28,180,70000
2014-02-09,60,70000
2014-04-07,60,100000
2014-09-12,90,100000
2014-09-23,150,110000
2014-11-05,150,50000
2014-01-29,60,100000
2014-03-25,90,150000
2014-02-27,60,100000
2014-02-28,60,80000
2014-08-12,90,100000
2014-06-23,150,200000
2014-04-10,30,80000
2014-08-06,30,100000
2014-08-23,90,100000
2014-09-27,30,100000
2014-08-27,150,250000
2014-04-18,90,100000
2014-10-22,90,50000
2014-11-08,150,60000
2014-10-05,90,100000
2014-04-17,180,100000
2014-06-17,150,150000
2014-07-06,150,150000
2014-01-06,90,60000
2014-03-06,90,100000
2014-03-05,30,120000
2013-12-02,90,100000
2014-04-19,180,50000
2014-07-12,90,100000
2014-07-22,90,100000
2014-09-03,90,100000
2014-04-19,180,100000
2014-09-07,90,150000
2014-03-11,60,100000
2014-11-10,150,70000
2014-09-20,150,80000
2014-03-26,90,100000
2014-07-20,150,130000
2014-05-26,90,100000
2014-06-22,150,100000
2014-07-21,90,140000
2013-11-06,30,500000
2014-05-12,30,100000
2014-06-20,150,100000
2014-03-10,90,100000
2014-05-20,90,140000
2014-05-27,30,100000
2014-04-04,180,100000
2013-12-23,dynamic,88888
2014-06-17,150,50000
2014-06-20,90,190000
2014-04-21,90,140000
2014-09-30,150,500000
2014-05-30,180,50000
2014-04-19,30,80000
2014-10-09,30,100000
2014-06-23,90,100000
2014-09-27,150,100000
2014-02-11,90,70000
2014-08-15,30,130000
2014-06-21,30,100000
2014-10-29,150,150000
2014-03-09,90,70000
2014-05-27,90,250000
2013-12-08,30,400000
2014-09-12,150,100000
2014-01-14,30,50000
2014-02-11,60,100000
2014-07-31,30,120000
2014-06-18,30,100000
2014-06-18,150,70000
2014-07-26,150,200000
2014-02-23,60,100000
2014-05-24,30,100000
2014-10-19,150,80000
2014-09-14,150,200000
2014-09-20,90,180000
2014-06-30,90,100000
2013-12-12,30,150000
2014-07-19,150,200000
2014-04-03,90,100000
2014-02-12,90,150000
2014-01-24,90,50000
2014-08-03,30,130000
2014-04-08,60,100000
2014-04-13,60,100000
2013-10-31,30,180000
2014-02-05,60,50000
2013-11-14,30,200000
2014-10-18,90,100000
2013-12-23,30,200000
2014-02-20,30,100000
2014-10-25,30,100000
2013-12-22,30,100000
2014-11-19,90,60000
2014-09-29,150,130000
2014-07-12,150,100000
2014-06-03,90,110000
2014-07-28,150,100000
2014-09-03,150,100000
2014-06-24,150,100000
2014-02-20,90,50000
2014-01-28,90,120000
2014-04-10,180,100000
2014-08-12,30,100000
2014-05-24,90,110000
2014-05-17,90,100000
2014-06-18,90,100000
2014-02-19,30,100000
2014-11-01,30,140000
2013-12-29,90,80000
2014-07-18,150,100000
2014-09-06,150,100000
2014-08-27,90,120000
2014-05-06,90,100000
2014-07-24,150,50000
2014-10-07,150,50000
2014-07-30,150,100000
2014-11-12,150,50000
2014-09-11,90,100000
2014-08-26,90,100000
2014-08-04,150,100000
2014-02-17,90,110000
2014-10-22,30,100000
2013-12-11,30,100000
2014-11-25,150,60000
2014-04-01,30,80000
2014-07-23,150,150000
2014-07-26,30,100000
2014-02-13,30,210000
2014-09-30,150,150000
2014-11-01,90,90000
2013-11-04,30,150000
2014-07-15,30,100000
2014-08-03,90,100000
2014-03-23,60,50000
2014-07-05,90,100000
2014-07-14,150,150000
2014-08-13,150,100000
2014-07-01,90,100000
2014-02-08,30,130000
2014-06-28,90,150000
2013-12-08,90,80000
2014-09-04,90,50000
2014-04-01,90,100000
2014-11-19,150,80000
2014-07-10,150,100000
2014-07-24,90,120000
2014-05-14,90,100000
2014-11-12,150,70000
2014-02-20,180,60000
2014-01-07,90,60000
2014-07-06,30,100000
2014-05-13,90,230000
2014-04-03,30,80000
2013-12-06,30,200000
2014-08-12,90,100000
2014-11-10,150,50000
2014-06-21,150,200000
2014-04-08,180,100000
2013-12-23,30,80000
2014-03-30,90,100000
2014-08-28,90,100000
2014-08-23,150,50000
2014-10-28,30,100000
2014-08-08,150,100000
2014-01-08,30,100000
2014-08-05,150,100000
2014-09-25,90,100000
2014-11-09,90,50000
2014-02-26,30,70000
2014-03-28,30,100000
2014-04-04,90,150000
2014-08-24,30,130000
2014-01-21,90,100000
2014-10-21,150,120000
2014-05-24,90,100000
2014-11-08,90,50000
2014-10-23,30,100000
2014-01-04,90,100000
2014-02-21,30,100000
2013-12-14,30,200000
2014-10-22,90,100000
2014-06-20,90,100000
2014-10-06,90,100000
2014-08-23,90,50000
2014-09-20,90,50000
2014-05-21,90,200000
2014-05-28,180,150000
2014-11-14,150,50000
2013-11-29,30,250000
2014-06-25,90,100000
2014-09-11,90,100000
2014-02-24,30,100000
2013-11-27,30,200000
2014-06-29,90,120000
2014-03-04,30,130000
2014-05-11,30,100000
2014-02-27,60,150000
2014-08-19,150,100000
2014-11-24,150,50000
2014-02-20,60,200000
2014-11-25,150,60000
2014-09-11,150,100000
2014-03-01,180,100000
2014-10-16,90,70000
2014-06-05,30,100000
2014-08-02,90,100000
2014-06-11,90,100000
2014-06-14,30,100000
2014-03-23,90,150000
2014-08-22,30,120000
2014-03-06,60,100000
2014-09-29,150,100000
2014-06-15,150,100000
2014-11-01,90,100000
2014-10-31,150,80000
2014-04-22,30,70000
2014-03-14,90,100000
2014-10-31,90,100000
2014-03-04,60,150000
2014-09-03,90,100000
2014-05-26,90,100000
2014-04-19,90,100000
2014-10-29,90,150000
2014-08-18,30,130000
2014-05-30,90,100000
2014-09-15,150,100000
2014-10-05,30,100000
2014-11-07,90,50000
2014-10-08,150,100000
2014-09-14,30,110000
2014-03-10,60,150000
2014-04-15,90,100000
2013-12-04,30,100000
2014-08-16,150,100000
2014-10-07,30,130000
2014-05-26,90,120000
2014-08-28,30,100000
2014-11-01,150,60000
2014-07-10,30,100000
2014-10-19,90,50000
2014-03-02,60,250000
2014-02-27,90,80000
2014-05-16,90,130000
2014-10-30,30,110000
2014-08-11,30,130000
2014-10-23,90,80000
2014-08-17,150,100000
2014-08-19,90,110000
2014-06-08,90,200000
2014-09-26,90,100000
2014-07-25,150,100000
2014-02-12,90,80000
2014-10-17,90,110000
2014-01-17,30,100000
2014-01-23,90,80000
2014-02-13,30,70000
2014-09-02,30,100000
2013-12-01,90,100000
2013-10-25,30,78000
2014-11-13,150,50000
2014-05-12,180,100000
2014-08-10,90,100000
2014-06-13,90,70000
2014-03-07,90,100000
2014-05-03,90,170000
2013-10-29,30,200000
2014-09-09,90,150000
2014-01-02,45,100000
2014-03-24,90,150000
2014-04-06,30,80000
2014-09-14,90,100000
2014-05-07,90,200000
2014-06-04,90,100000
2014-04-23,90,120000
2014-06-09,30,100000
2014-11-08,150,100000
2013-10-28,30,100000
2014-03-29,90,100000
2013-12-03,30,200000
2014-05-04,90,100000
2014-04-27,90,100000
2014-11-09,30,60000
2014-04-02,90,190000
2014-01-15,90,70000
2014-06-29,90,100000
2014-02-14,30,70000
2014-04-28,30,100000
2014-11-19,30,120000
2014-07-20,30,130000
2014-07-07,90,200000
2014-01-27,60,100000
2014-05-22,90,100000
2014-11-21,90,70000
2014-05-30,30,100000
2013-12-09,30,200000
2014-09-09,30,120000
2014-04-02,90,100000
2014-03-18,30,70000
2014-06-03,90,90000
2014-04-30,30,150000
2014-04-30,90,200000
2014-05-15,90,250000
2014-02-15,60,80000
2014-05-31,180,50000
2014-10-28,90,150000
2014-10-30,150,350000
2014-09-22,30,130000
2014-03-03,90,100000
2014-03-08,90,300000
2014-06-17,30,100000
2014-10-10,90,110000
2014-06-28,30,100000
2014-05-11,90,150000
2014-09-10,90,100000
2014-04-24,90,50000
2014-09-19,150,100000
2013-11-16,30,200000
2014-09-05,150,100000
2014-08-19,90,90000
2014-02-13,90,70000
2014-06-12,150,100000
2014-09-25,30,100000
2014-08-17,150,100000
2014-02-26,60,130000
2014-09-04,90,100000
2014-06-29,150,100000
2014-06-10,150,180000
2014-04-06,90,100000
2014-02-09,30,50000
2014-07-13,90,100000
2014-05-14,90,100000
2013-12-26,30,120000
2014-01-16,60,100000
2014-09-06,30,110000
2014-01-11,30,100000
2014-08-14,150,100000
2014-10-11,30,100000
2013-12-13,30,200000
2014-11-14,150,50000
2014-08-18,90,80000
2014-10-24,150,50000
2014-07-26,150,50000
2014-10-13,90,100000
2014-09-30,90,160000
2014-08-02,150,100000
2013-12-30,90,100000
2014-08-29,90,50000
2014-07-02,90,100000
2014-07-31,150,50000
2014-07-06,150,100000
2014-05-21,60,100000
2014-03-17,90,200000
2014-11-03,30,100000
2014-05-25,30,100000
2014-11-23,150,80000
2014-02-10,90,100000
2014-04-09,90,170000
2014-06-28,150,100000
2014-08-19,30,120000
2014-07-13,90,150000
2014-02-06,30,100000
2014-02-23,60,260000
2014-09-06,90,100000
2014-02-27,90,270000
2014-09-30,30,100000
2014-03-29,180,150000
2014-02-18,180,100000
2014-08-22,90,100000
2014-08-15,90,100000
2014-06-26,90,100000
2013-12-31,90,100000
2014-11-07,150,50000
2014-06-10,90,100000
2014-04-26,90,80000
2014-01-11,30,150000
2014-10-07,90,100000
2013-11-30,30,80000
2014-11-15,90,60000
2014-04-28,90,150000
2014-05-22,90,100000
2014-08-26,150,150000
2014-09-04,150,100000
2014-03-27,30,70000
2014-03-23,90,50000
2014-06-10,90,100000
2014-05-08,90,250000
2014-11-22,30,80000
2014-03-09,60,70000
2014-04-25,30,150000
2014-01-21,30,100000
2014-09-14,90,100000
2013-12-07,30,200000
2014-01-29,30,50000
2013-10-24,dynamic,88888
2014-11-07,30,90000
2014-05-21,90,100000
2014-09-10,150,90000
2014-08-14,150,150000
2013-12-01,30,200000
2014-11-08,30,100000
2014-04-23,180,100000
2014-04-07,90,100000
2014-01-25,30,50000
2014-02-23,30,200000
2014-08-06,150,100000
2013-11-25,30,200000
2014-09-26,90,100000
2014-06-27,90,170000
2014-02-07,60,100000
2014-03-12,90,100000
2014-10-30,90,70000
2014-08-15,150,100000
2014-09-12,90,100000
2014-02-13,90,100000
2014-10-14,30,100000
2014-05-10,90,120000
2013-12-02,90,100000
2014-07-30,90,200000
2014-10-31,150,80000
2014-08-15,150,160000
2014-04-28,90,300000
2014-02-12,60,90000
2014-08-14,90,150000
2014-07-13,30,120000
2014-09-12,150,100000
2014-11-06,150,200000
2014-02-17,30,80000
2014-09-04,30,110000
2014-02-22,30,300000
2014-03-08,90,100000
2014-08-16,30,120000
2014-08-09,150,100000
2014-04-12,90,100000
2014-02-24,180,100000
2014-06-29,90,130000
2014-06-11,150,100000
2013-12-16,30,200000
2014-02-19,30,70000
2014-10-20,30,150000
2014-11-21,150,50000
2014-03-19,60,100000
2014-11-22,150,160000
2014-02-20,180,90000
2014-09-12,30,100000
2014-08-30,30,100000
2014-06-22,90,210000
2014-02-16,60,140000
2014-07-04,150,100000
2014-09-02,150,100000
2014-02-27,60,60000
2014-08-09,90,70000
