DEADLINE,LIFE_LOAN,ITEM_AMOUNT
2014-10-14,180,50000
2014-10-13,150,50000
2014-10-13,150,10000
2014-10-13,150,50000
2014-10-13,60,6983
2014-10-13,60,150000
2014-10-13,30,110000
2014-10-13,150,50000
2014-10-13,30,18000
2014-10-13,60,50000
2014-10-13,30,50000
2014-10-12,60,40000
2014-10-12,180,50000
2014-10-13,60,50000
2014-10-11,180,387155
2014-10-11,180,50000
2014-10-11,180,50000
2014-10-11,180,60000
2014-10-11,30,40000
2014-10-11,180,50000
2014-10-12,30,50000
2014-10-10,150,80000
2014-10-10,150,50000
2014-10-10,150,50000
2014-10-11,30,50000
2014-10-09,30,40000
2014-10-09,30,53106
2014-10-10,30,50000
2014-10-12,60,50000
2014-10-09,180,30000
2014-10-08,180,90000
2014-10-09,180,30000
2014-10-08,180,40000
2014-10-08,180,50000
2014-10-08,30,110000
2014-10-08,180,50000
2014-10-06,30,110000
2014-10-06,180,30000
2014-10-07,30,30000
2014-10-04,60,60000
2014-10-06,60,50000
2014-10-05,30,50000
2014-10-05,180,50000
2014-10-03,180,50000
2014-10-01,180,40000
2014-10-03,30,40000
2014-10-01,30,50000
2014-10-02,180,40000
2014-10-03,60,50000
2014-10-01,180,50000
2014-09-30,180,10000
2014-09-30,180,10000
2014-09-30,180,80000
2014-09-30,120,50000
2014-09-30,180,50000
2014-10-01,30,44500
2014-09-30,180,90000
2014-09-30,180,50000
2014-09-30,30,45500
2014-09-30,30,30000
2014-10-01,120,50000
2014-09-30,180,43000
2014-09-30,120,60000
2014-09-30,180,100000
2014-09-30,180,50000
2014-09-29,180,100000
2014-09-29,180,40000
2014-09-29,180,40000
2014-09-29,180,120000
2014-09-29,180,60000
2014-09-29,180,40000
2014-09-29,180,100000
2014-09-29,30,320000
2014-09-29,180,200000
2014-09-29,180,50000
2014-09-29,180,50000
2014-09-29,120,50000
2014-09-29,180,50000
2014-09-29,180,50000
2014-09-30,60,50000
2014-09-29,30,50000
2014-09-29,60,60000
2014-09-29,180,50000
2014-09-29,180,60000
2014-09-29,120,80000
2014-09-29,60,80000
2014-09-29,30,10000
2014-09-29,180,50000
2014-09-29,180,60000
2014-09-29,60,30000
2014-09-29,120,40000
2014-09-29,60,120000
2014-09-29,180,40000
2014-09-28,180,50000
2014-09-29,120,30000
2014-09-28,180,30000
2014-09-28,180,117000
2014-09-28,180,26667
2014-09-29,60,30000
2014-09-28,180,33333
2014-09-28,180,140000
2014-09-28,180,50000
2014-09-28,30,50000
2014-09-27,180,180000
2014-09-27,60,40000
2014-09-27,30,30000
2014-09-27,180,50000
2014-09-27,180,50000
2014-09-26,180,60000
2014-09-28,120,50000
2014-09-27,30,30000
2014-09-27,60,50000
2014-09-26,180,40000
2014-09-26,180,30000
2014-09-25,60,100000
2014-09-26,120,50000
2014-09-25,120,100000
2014-09-25,180,40000
2014-09-25,180,50000
2014-09-25,60,160000
2014-09-25,180,200000
2014-09-25,180,37700
2014-09-25,180,52300
2014-09-25,180,110000
2014-09-26,60,20000
2014-09-25,120,30000
2014-09-24,180,90000
2014-09-24,180,40000
2014-09-25,120,50000
2014-09-24,180,50000
2014-09-24,180,90000
2014-09-25,60,30000
2014-09-24,60,40000
2014-09-24,60,30000
2014-09-24,180,40000
2014-09-23,180,100000
2014-09-23,180,110000
2014-09-23,60,30000
2014-09-23,180,30000
2014-09-23,60,180000
2014-09-23,60,80000
2014-09-23,180,100000
2014-09-23,180,40000
2014-09-23,180,70000
2014-09-23,180,30000
2014-09-22,60,80000
2014-09-22,60,40000
2014-09-22,150,100000
2014-09-22,180,50000
2014-09-23,150,50000
2014-09-22,180,40000
2014-09-22,180,40000
2014-09-22,180,40000
2014-09-23,120,60000
2014-09-22,60,270000
2014-09-22,180,30000
2014-09-21,180,30000
2014-09-22,150,50000
2014-09-22,60,50000
2014-09-21,120,50000
2014-09-20,180,60000
2014-09-20,180,40000
2014-09-20,120,100000
2014-09-20,180,50000
2014-09-20,180,30000
2014-09-20,120,50000
2014-09-20,150,40000
2014-09-19,180,40000
2014-09-19,150,60000
2014-09-19,180,60000
2014-09-19,150,40000
2014-09-19,180,60000
2014-09-19,180,40000
2014-09-19,120,40000
2014-09-19,120,50000
2014-09-19,60,30000
2014-09-19,120,40000
2014-09-19,150,280000
2014-09-19,180,40000
2014-09-19,180,100000
2014-09-19,60,130000
2014-09-19,180,10000
2014-09-19,180,80000
2014-09-19,60,25000
2014-09-19,180,100000
2014-09-18,180,40000
2014-09-19,120,30000
2014-09-18,180,60000
2014-09-18,180,30000
2014-09-18,180,60000
2014-09-18,180,80000
2014-09-18,150,30000
2014-09-18,120,40000
2014-09-19,60,30000
2014-09-17,120,50000
2014-09-17,120,60000
2014-09-17,120,60000
2014-09-17,120,30000
2014-09-16,120,50000
2014-09-16,120,60000
2014-09-16,120,60000
2014-09-16,120,120000
2014-09-17,60,30000
2014-09-16,120,30000
2014-09-16,60,215000
2014-09-15,120,40000
2014-09-15,120,100000
2014-09-15,120,40000
2014-09-15,120,40000
2014-09-16,120,30000
2014-09-15,120,40000
2014-09-15,120,120000
2014-09-15,120,30000
2014-09-15,30,30000
2014-09-14,120,50000
2014-09-14,120,30000
2014-09-14,120,30000
2014-09-14,30,30000
2014-09-14,120,30000
2014-09-13,120,60000
2014-09-13,120,40000
2014-09-13,30,30000
2014-09-13,120,34000
2014-09-13,120,40000
2014-09-12,120,40000
2014-09-12,120,50000
2014-09-12,120,56000
2014-09-12,120,40000
2014-09-12,120,70000
2014-09-12,90,4768
2014-09-12,90,50000
2014-09-12,120,30000
2014-09-14,60,30000
2014-09-11,120,16000
2014-09-11,120,50000
2014-09-11,120,150000
2014-09-11,120,40000
2014-09-11,120,50000
2014-09-11,120,40000
2014-09-12,30,30000
2014-09-11,120,40000
2014-09-11,120,40000
2014-09-11,60,40000
2014-09-11,120,40000
2014-09-11,120,24000
2014-09-10,120,40000
2014-09-10,30,30000
2014-09-10,120,50000
2014-09-09,120,50000
2014-09-09,120,40000
2014-09-09,120,40000
2014-09-09,120,40000
2014-09-09,120,300000
2014-09-10,120,40000
2014-09-12,60,30000
2014-09-09,30,50000
2014-09-11,90,55232
2014-09-07,120,40000
2014-09-07,120,70000
2014-09-07,120,50000
2014-09-06,30,40000
2014-09-06,120,70000
2014-09-06,60,40000
2014-09-07,30,50000
2014-09-06,120,11214
2014-09-07,90,52384
2014-09-05,120,40000
2014-09-05,60,50000
2014-09-05,120,80000
2014-09-05,120,50000
2014-09-05,120,40000
2014-09-04,120,100000
2014-09-05,60,50000
2014-09-05,30,60000
2014-09-05,90,50000
2014-09-05,120,37700
2014-09-03,120,40000
2014-09-03,120,40000
2014-09-03,60,40000
2014-09-03,60,50000
2014-09-02,120,40000
2014-09-03,120,50000
2014-09-02,120,50000
2014-09-02,120,52300
2014-09-02,30,60000
2014-09-03,30,40000
2014-09-03,90,50000
2014-09-01,90,30000
2014-09-01,30,100000
2014-09-01,90,40000
2014-09-01,120,11200
2014-09-01,120,100000
2014-09-01,30,100000
2014-09-01,30,50000
2014-09-01,90,50000
2014-09-01,120,50000
2014-09-01,120,138800
2014-08-31,120,40000
2014-08-31,120,50000
2014-08-30,120,60000
2014-08-30,120,100000
2014-08-30,30,40000
2014-08-29,120,40000
2014-08-29,120,50000
2014-08-29,120,40000
2014-08-29,120,60000
2014-08-29,120,40000
2014-08-29,120,40000
2014-08-29,120,60000
2014-08-29,120,200000
2014-08-29,30,120000
2014-08-29,120,40000
2014-08-29,120,60000
2014-08-29,30,50000
2014-08-28,120,40000
2014-08-28,120,80000
2014-08-28,120,150000
2014-08-28,30,40000
2014-08-27,120,50000
2014-08-27,120,60000
2014-08-28,120,40000
2014-08-27,120,150000
2014-08-28,30,50000
2014-08-28,90,40000
2014-08-27,120,30000
2014-08-26,120,40000
2014-08-26,120,40000
2014-08-26,120,30000
2014-08-26,120,50000
2014-08-26,120,40000
2014-08-26,120,40000
2014-08-26,90,40000
2014-08-26,120,30000
2014-08-26,90,40000
2014-08-26,120,40000
2014-08-26,90,30000
2014-08-27,30,50000
2014-08-26,120,20000
2014-08-25,120,40000
2014-08-25,30,120000
2014-08-25,120,50000
2014-08-25,30,40000
2014-08-25,120,40000
2014-08-25,120,50000
2014-08-25,120,140000
2014-08-25,30,40000
2014-08-25,120,50000
2014-08-25,30,50000
2014-08-25,120,80000
2014-08-25,120,120000
2014-08-25,90,50000
2014-08-25,90,50000
2014-08-23,30,30000
2014-08-22,120,40000
2014-08-23,120,30000
2014-08-22,120,30000
2014-08-23,30,30000
2014-08-23,60,30000
2014-08-22,120,200000
2014-08-22,120,80000
2014-08-22,120,40000
2014-08-22,120,60000
2014-08-22,120,90000
2014-08-22,60,90000
2014-08-22,90,50000
2014-08-21,120,40000
2014-08-21,30,50000
2014-08-21,120,20000
2014-08-21,120,40000
2014-08-21,120,40000
2014-08-22,30,50000
2014-08-21,30,50000
2014-08-21,30,120000
2014-08-21,60,60000
2014-08-21,120,40000
2014-08-22,60,50000
2014-08-20,120,30000
2014-08-20,120,40000
2014-08-21,60,50000
2014-08-20,120,30000
2014-08-20,60,20000
2014-08-20,120,50000
2014-08-20,120,40000
2014-08-20,120,50000
2014-08-20,120,40000
2014-08-20,90,40000
2014-08-20,90,40000
2014-08-20,60,100000
2014-08-20,120,10000
2014-08-20,90,20000
2014-08-20,30,40000
2014-08-19,120,50000
2014-08-20,30,40000
2014-08-19,30,50000
2014-08-19,120,40000
2014-08-19,90,30000
2014-08-19,90,150000
2014-08-19,90,40000
2014-08-19,120,40000
2014-08-19,120,100000
2014-08-19,120,40000
2014-08-19,90,30000
2014-08-19,120,10000
2014-08-19,60,160000
2014-08-19,30,50000
2014-08-19,120,40000
2014-08-19,120,40000
2014-08-19,120,60000
2014-08-18,30,30000
2014-08-18,120,120000
2014-08-18,120,70000
2014-08-18,120,40000
2014-08-18,120,60000
2014-08-18,30,40000
2014-08-18,120,50000
2014-08-18,30,50000
2014-08-18,120,50000
2014-08-18,120,120000
2014-08-18,120,50000
2014-08-18,120,40000
2014-08-18,120,40000
2014-08-17,120,40000
2014-08-17,30,60000
2014-08-17,30,50000
2014-08-17,30,30000
2014-08-16,120,30000
2014-08-16,120,30000
2014-08-16,30,50000
2014-08-16,120,10000
2014-08-16,120,30000
2014-08-16,120,40000
2014-08-15,120,50000
2014-08-15,60,30000
2014-08-15,120,30000
2014-08-15,120,30000
2014-08-15,120,30000
2014-08-15,120,40000
2014-08-15,120,50000
2014-08-15,120,30000
2014-08-15,30,40000
2014-08-15,120,40000
2014-08-15,120,30000
2014-08-15,30,100000
2014-08-15,60,10000
2014-08-16,30,50000
2014-08-15,120,30000
2014-08-15,120,30000
2014-08-15,120,30000
2014-08-15,120,30000
2014-08-15,120,90000
2014-08-15,60,30000
2014-08-14,120,30000
2014-08-14,120,30000
2014-08-14,120,10000
2014-08-14,120,50000
2014-08-14,120,30000
2014-08-14,120,60000
2014-08-14,120,30000
2014-08-14,120,40000
2014-08-14,30,40000
2014-08-14,120,30000
2014-08-15,60,30000
2014-08-14,60,30000
2014-08-14,90,100000
2014-08-14,120,50000
2014-08-14,60,30000
2014-08-14,120,10000
2014-08-14,30,20000
2014-08-14,60,20000
2014-08-14,90,30000
2014-08-13,30,60000
2014-08-13,120,30000
2014-08-13,120,40000
2014-08-13,90,30000
2014-08-13,120,40000
2014-08-13,90,30000
2014-08-13,90,30000
2014-08-13,90,30000
2014-08-13,120,120000
2014-08-13,120,100000
2014-08-13,120,40000
2014-08-13,30,30000
2014-08-13,60,30000
2014-08-13,30,30000
2014-08-13,120,30000
2014-08-12,120,120000
2014-08-12,120,40000
2014-08-12,120,100000
2014-08-12,30,120000
2014-08-12,120,120000
2014-08-12,30,30000
2014-08-12,60,30000
2014-08-12,60,30000
2014-08-12,30,30000
2014-08-13,60,30000
2014-08-12,120,30000
2014-08-12,120,40000
2014-08-12,30,30000
2014-08-12,30,50000
2014-08-12,120,30000
2014-08-12,120,60000
2014-08-12,120,30000
2014-08-12,120,40000
2014-08-12,120,30000
2014-08-12,120,40000
2014-08-11,30,30000
2014-08-11,120,40000
2014-08-11,120,200000
2014-08-11,120,30000
2014-08-11,120,20000
2014-08-11,120,10000
2014-08-11,120,120000
2014-08-11,120,30000
2014-08-11,120,70000
2014-08-11,120,40000
2014-08-11,30,30000
2014-08-11,120,30000
2014-08-11,120,100000
2014-08-11,120,50000
2014-08-11,120,50000
2014-08-11,120,30000
2014-08-11,120,140000
2014-08-11,30,30000
2014-08-11,30,40000
2014-08-11,30,30000
2014-08-11,30,30000
2014-08-11,120,50000
2014-08-11,30,9862
2014-08-11,90,30000
2014-08-11,90,50000
2014-08-11,120,30000
2014-08-10,60,30000
2014-08-10,120,30000
2014-08-10,120,30000
2014-08-09,120,30000
2014-08-09,120,40000
2014-08-09,90,30000
2014-08-09,120,280000
2014-08-09,90,50000
2014-08-09,60,40000
2014-08-09,120,70000
2014-08-09,120,40000
2014-08-08,30,30000
2014-08-08,120,30000
2014-08-08,120,30000
2014-08-08,120,30000
2014-08-08,120,30000
2014-08-08,90,30000
2014-08-09,90,50000
2014-08-08,90,40000
2014-08-08,120,60000
2014-08-08,120,240000
2014-08-07,120,50000
2014-08-07,120,30000
2014-08-07,120,40000
2014-08-07,120,40000
2014-08-07,30,30000
2014-08-07,30,30000
2014-08-07,30,120000
2014-08-07,120,40000
2014-08-07,120,20000
2014-08-07,120,30000
2014-08-07,120,120000
2014-08-07,60,30000
2014-08-07,120,190000
2014-08-08,30,50000
2014-08-07,60,30000
2014-08-07,120,30000
2014-08-07,30,30000
2014-08-07,120,50000
2014-08-07,120,120000
2014-08-07,30,40000
2014-08-07,60,30000
2014-08-06,60,30000
2014-08-06,60,30000
2014-08-06,60,30000
2014-08-06,90,30000
2014-08-06,60,45000
2014-08-05,120,60000
2014-08-05,90,60000
2014-08-05,90,40000
2014-08-05,90,50000
2014-08-05,90,120000
2014-08-05,120,30000
2014-08-05,60,30000
2014-08-05,30,30000
2014-08-05,30,40000
2014-08-05,30,120000
2014-08-05,30,30000
2014-08-05,120,50000
2014-08-05,30,30000
2014-08-05,120,70000
2014-08-05,120,40000
2014-08-05,120,70000
2014-08-05,120,40000
2014-08-04,30,30000
2014-08-05,30,30000
2014-08-04,60,25000
2014-08-04,120,30000
2014-08-04,120,100000
2014-08-04,60,40000
2014-08-04,120,1405
2014-08-04,60,30000
2014-08-04,60,30000
2014-08-04,30,30000
2014-08-04,30,30000
2014-08-04,120,14455
2014-08-04,90,20000
2014-08-04,30,30000
2014-08-04,120,50000
2014-08-04,120,40000
2014-08-04,120,30000
2014-08-04,120,40000
2014-08-04,120,18595
2014-08-04,120,50000
2014-08-04,120,200000
2014-08-04,120,80000
2014-08-04,120,134645
2014-08-04,120,30000
2014-08-03,30,50000
2014-08-03,90,60000
2014-08-03,60,10000
2014-08-03,60,30000
2014-08-03,30,10000
2014-08-02,60,30000
2014-08-02,30,30000
2014-08-02,30,60000
2014-08-02,120,30000
2014-08-02,30,30000
2014-08-02,90,30000
2014-08-02,60,30000
2014-08-02,120,40900
2014-08-02,90,30000
2014-08-01,90,30000
2014-08-01,120,30000
2014-08-01,120,120000
2014-08-01,30,40000
2014-08-01,30,30000
2014-08-01,90,30000
2014-08-02,60,30000
2014-08-01,30,30000
2014-08-01,120,150000
2014-07-31,60,50000
2014-07-31,10,30000
2014-07-31,90,30000
2014-07-31,30,70000
2014-07-31,60,120000
2014-07-31,60,300000
2014-07-31,10,30000
2014-07-31,10,20000
2014-07-31,10,10000
2014-07-31,120,40000
2014-07-31,120,30000
2014-07-31,120,30000
2014-07-31,10,10000
2014-07-31,120,40000
2014-07-31,60,27000
2014-07-31,30,50000
2014-08-01,30,30000
2014-07-31,60,30000
2014-07-31,120,30000
2014-07-30,120,250000
2014-07-30,120,30000
2014-07-30,90,10000
2014-07-30,30,20000
2014-07-30,120,50000
2014-07-30,120,40000
2014-07-30,120,60000
2014-07-30,60,33000
2014-07-30,120,120000
2014-07-30,120,40000
2014-07-30,90,30000
2014-07-30,60,30000
2014-07-30,30,30000
2014-07-30,120,30000
2014-07-29,120,30000
2014-07-29,30,120000
2014-07-29,120,120000
2014-07-29,30,30000
2014-07-29,120,60000
2014-07-29,30,100000
2014-07-29,120,50000
2014-07-29,90,30000
2014-07-29,30,30000
2014-07-29,60,30000
2014-07-29,90,30000
2014-07-29,90,40000
2014-07-29,90,30000
2014-07-29,30,30000
2014-07-29,120,30000
2014-07-28,30,40000
2014-07-28,60,10000
2014-07-28,30,30000
2014-07-28,120,200000
2014-07-28,30,30000
2014-07-28,30,30000
2014-07-28,120,30000
2014-07-28,120,40000
2014-07-28,120,20000
2014-07-28,120,100000
2014-07-28,120,40000
2014-07-28,120,50000
2014-07-28,120,30000
2014-07-28,120,10000
2014-07-28,120,30000
2014-07-28,30,30000
2014-07-28,120,10000
2014-07-28,60,30000
2014-07-28,90,30000
2014-07-28,120,40000
2014-07-28,120,40000
2014-07-27,60,30000
2014-07-27,30,30000
2014-07-27,120,50000
2014-07-27,30,60000
2014-07-27,120,30000
2014-07-27,60,50000
2014-07-26,120,30000
2014-07-26,30,30000
2014-07-26,120,30000
2014-07-26,120,40000
2014-07-26,120,30000
2014-07-26,120,30000
2014-07-26,120,120000
2014-07-26,120,40000
2014-07-26,120,30000
2014-07-26,120,30000
2014-07-26,120,30000
2014-07-26,30,30000
2014-07-25,30,30000
2014-07-25,120,30000
2014-07-25,120,30000
2014-07-25,120,30000
2014-07-25,120,30000
2014-07-25,120,30000
2014-07-25,120,120000
2014-07-25,120,40000
2014-07-25,120,30000
2014-07-25,120,40000
2014-07-25,120,60000
2014-07-25,120,40000
2014-07-25,120,30000
2014-07-25,120,50000
2014-07-25,120,30000
2014-07-25,90,30000
2014-07-26,60,30000
2014-07-25,30,30000
2014-07-26,90,40000
2014-07-25,120,30000
2014-07-24,120,50000
2014-07-24,120,30000
2014-07-24,120,30000
2014-07-24,90,50000
2014-07-24,90,30000
2014-07-24,90,120000
2014-07-25,30,40000
2014-07-24,120,40000
2014-07-24,120,30000
2014-07-24,30,30000
2014-07-24,60,30000
2014-07-24,90,30000
