release time,life loan,ITEM_AMOUNT
2015-02-05,90,100000
2015-02-04,90,100000
2015-02-03,90,100000
2015-02-02,90,100000
2015-01-30,90,100000
2015-01-30,90,100000
2015-01-29,90,100000
2015-01-28,90,200000
2015-01-28,90,100000
2015-01-27,90,100000
2015-01-26,90,150000
2015-01-26,90,130000
2015-01-26,90,100000
2015-01-23,90,100000
2015-01-22,90,100000
2015-01-21,90,200000
2015-01-21,90,100000
2015-01-20,90,200000
2015-01-20,90,100000
2015-01-19,90,100000
2015-01-19,90,100000
2015-01-16,60,292429
2015-01-16,90,100000
2015-01-14,90,100000
2015-01-12,90,100000
2015-01-08,90,200000
2015-01-07,90,200000
2015-01-06,90,200000
2015-01-05,60,300000
2015-01-04,60,200000
2014-12-31,90,100000
2014-12-31,60,100000
2014-12-30,60,200000
2014-12-29,60,190000
2014-12-29,60,150000
2014-12-26,90,150000
2014-12-25,90,100000
2014-12-25,30,100000
2014-12-24,90,200000
2014-12-24,30,100000
2014-12-23,30,100000
2014-12-23,90,100000
2014-12-22,90,100000
2014-12-22,30,200000
2014-12-19,90,100000
2014-12-19,30,100000
2014-12-18,90,100000
2014-12-18,30,100000
2014-12-17,90,100000
2014-12-17,30,150000
2014-12-16,90,100000
2014-12-16,30,150000
2014-12-15,60,100000
2014-12-15,90,100000
2014-12-15,30,200000
2014-12-12,90,150000
2014-12-12,30,150000
2014-12-11,90,100000
2014-12-11,30,150000
2014-12-10,90,100000
2014-12-10,90,150000
2014-12-10,30,150000
2014-12-09,90,100000
2014-12-09,90,100000
2014-12-09,30,100000
2014-12-08,60,100000
2014-12-08,90,100000
2014-12-08,30,100000
2014-12-05,90,150000
2014-12-05,30,200000
2014-12-04,90,150000
2014-12-04,30,150000
2014-12-03,90,100000
2014-12-03,30,100000
2014-12-02,90,100000
2014-12-02,30,100000
2014-12-01,90,100000
2014-12-01,30,100000
2014-11-28,90,150000
2014-11-28,30,100000
2014-11-27,60,100000
2014-11-27,90,100000
2014-11-27,30,100000
2014-11-26,30,150000
2014-11-26,60,100000
2014-11-25,60,100000
2014-11-25,30,100000
2014-11-24,60,200000
2014-11-24,60,100000
2014-11-24,30,200000
2014-11-21,60,150000
2014-11-21,30,200000
2014-11-21,60,100000
2014-11-20,60,200000
2014-11-20,60,100000
2014-11-20,60,100000
2014-11-20,30,150000
2014-11-19,60,100000
