DEADLINE,LIFE_LOAN,ITEM_AMOUNT,MONEY_RATE
2014-09-09,30,200000,18
2014-09-08,90,200000,20
2014-09-08,60,200000,19
2014-09-08,30,200000,18
2014-09-07,30,100000,18
2014-09-07,30,100000,18
2014-09-07,90,200000,20
2014-09-07,60,200000,19
2014-09-07,30,200000,18
2014-09-06,30,100000,18
2014-09-06,90,200000,20
2014-09-06,60,200000,19
2014-09-06,30,200000,18
2014-09-05,30,150000,18
2014-09-05,30,100000,18
2014-09-05,30,100000,18
2014-09-05,90,200000,20
2014-09-05,60,100000,19
2014-09-05,30,200000,18
2014-09-04,30,200000,18
2014-09-04,30,150000,18
2014-09-04,30,100000,18
2014-09-04,30,100000,18
2014-09-04,60,100000,19
2014-09-04,90,200000,20
2014-09-04,30,200000,18
2014-09-03,30,200000,18
2014-09-03,60,100000,19
2014-09-03,90,200000,20
2014-09-03,30,200000,18
2014-09-02,30,200000,18
2014-09-02,90,200000,20
2014-09-02,30,200000,18
2014-09-01,30,200000,18
2014-09-01,60,200000,19
2014-09-01,90,200000,20
2014-09-01,60,200000,19
2014-09-01,30,200000,18
2014-08-31,30,100000,18
2014-08-31,30,200000,18
2014-08-31,30,100000,18
2014-08-31,90,200000,20
2014-08-31,90,100000,20
2014-08-31,30,200000,18
2014-08-31,90,100000,20
2014-08-31,60,200000,19
2014-08-30,90,100000,20
2014-08-30,30,200000,18
2014-08-30,60,200000,19
2014-08-30,90,200000,20
2014-08-29,90,100000,20
2014-08-29,30,200000,18
2014-08-29,30,150000,18
2014-08-29,30,150000,18
2014-08-29,90,100000,20
2014-08-29,60,200000,19
2014-08-29,90,200000,20
2014-08-29,30,200000,18
2014-08-28,90,100000,20
2014-08-28,30,150000,18
2014-08-28,90,200000,20
2014-08-28,90,100000,20
2014-08-28,30,200000,18
2014-08-28,30,100000,18
2014-08-28,60,200000,19
2014-08-28,90,200000,20
2014-08-28,30,200000,18
2014-08-27,30,300000,18
2014-08-27,30,200000,18
2014-08-27,90,100000,20
2014-08-27,60,200000,19
2014-08-27,90,200000,20
2014-08-27,30,200000,18
2014-08-26,30,100000,18
2014-08-26,30,200000,18
2014-08-26,30,100000,18
2014-08-26,90,200000,20
2014-08-26,60,100000,19
2014-08-26,30,200000,18
2014-08-25,90,100000,20
2014-08-25,30,150000,18
2014-08-25,30,160000,18
2014-08-25,30,100000,18
2014-08-25,90,200000,20
2014-08-25,60,200000,19
2014-08-25,30,200000,18
2014-08-24,30,200000,18
2014-08-24,30,140000,18
2014-08-24,60,200000,19
2014-08-24,30,200000,18
2014-08-24,90,200000,20
2014-08-23,30,100000,18
2014-08-23,30,100000,18
2014-08-23,90,100000,20
2014-08-23,60,200000,19
2014-08-23,30,150000,18
2014-08-22,30,200000,18
2014-08-22,30,100000,18
2014-08-22,30,100000,18
2014-08-22,90,200000,20
2014-08-22,60,200000,19
2014-08-22,30,200000,18
2014-08-21,30,200000,18
2014-08-21,30,300000,18
2014-08-21,30,150000,18
2014-08-21,30,100000,18
2014-08-21,90,200000,20
2014-08-21,60,200000,19
2014-08-21,30,140000,18
2014-08-20,30,150000,18
2014-08-20,30,200000,18
2014-08-20,30,110000,18
2014-08-20,60,200000,19
2014-08-20,90,200000,20
2014-08-20,30,200000,18
2014-08-19,30,100000,18
2014-08-19,30,200000,18
2014-08-19,30,200000,18
2014-08-19,90,100000,20
2014-08-19,30,100000,18
2014-08-19,30,100000,18
2014-08-19,90,200000,20
2014-08-19,60,100000,19
2014-08-19,30,250000,18
2014-08-18,30,100000,18
2014-08-18,30,100000,18
2014-08-18,30,100000,18
2014-08-18,90,200000,20
2014-08-18,30,200000,18
2014-08-18,60,100000,19
2014-08-17,30,100000,18
2014-08-17,60,100000,19
2014-08-17,90,200000,20
2014-08-17,30,200000,18
2014-08-16,30,450000,18
2014-08-16,30,100000,18
2014-08-16,60,100000,19
2014-08-16,90,200000,20
2014-08-16,30,200000,18
2014-08-15,30,100000,18
2014-08-15,30,300000,18
2014-08-15,90,200000,20
2014-08-15,60,100000,19
2014-08-15,30,200000,18
2014-08-14,30,100000,18
2014-08-14,30,300000,18
2014-08-14,90,100000,20
2014-08-14,60,100000,19
2014-08-14,30,200000,18
2014-08-13,30,100000,18
2014-08-13,30,300000,18
2014-08-13,30,200000,18
2014-08-13,60,100000,19
2014-08-13,90,150000,20
2014-08-12,30,100000,18
2014-08-12,60,100000,19
2014-08-12,30,200000,18
2014-08-12,90,200000,20
2014-08-11,30,100000,18
2014-08-11,30,100000,18
2014-08-11,30,100000,18
2014-08-11,90,150000,20
2014-08-11,60,100000,19
2014-08-11,90,200000,20
2014-08-11,30,200000,18
2014-08-10,30,200000,18
2014-08-10,30,200000,18
2014-08-10,90,200000,20
2014-08-10,60,100000,19
2014-08-09,60,100000,19
2014-08-09,60,100000,19
2014-08-09,90,200000,20
2014-08-09,30,200000,18
2014-08-08,30,100000,18
2014-08-08,90,100000,20
2014-08-08,60,200000,19
2014-08-08,30,200000,18
2014-08-08,30,100000,18
2014-08-07,30,100000,18
2014-08-07,90,100000,20
2014-08-07,60,200000,19
2014-08-07,30,200000,18
2014-08-06,30,100000,18
2014-08-06,30,100000,18
2014-08-06,30,100000,18
2014-08-06,30,100000,18
2014-08-06,60,200000,19
2014-08-06,30,200000,18
2014-08-05,30,100000,18
2014-08-05,30,100000,18
2014-08-05,90,200000,20
2014-08-05,60,100000,19
2014-08-05,30,200000,18
2014-08-04,30,100000,18
2014-08-04,30,100000,18
2014-08-04,90,200000,20
2014-08-04,60,100000,19
2014-08-04,30,200000,18
2014-08-03,90,200000,20
2014-08-03,60,100000,19
2014-08-03,30,200000,18
2014-08-02,90,200000,20
2014-08-02,60,100000,19
2014-08-02,30,200000,18
2014-08-01,30,100000,18
2014-08-01,60,100000,19
2014-08-01,90,200000,20
2014-08-01,30,150000,18
2014-07-31,30,200000,18
2014-07-31,30,100000,18
2014-07-31,90,300000,20
2014-07-31,60,100000,19
2014-07-31,30,200000,18
2014-07-31,90,200000,20
2014-07-31,60,100000,19
2014-07-30,30,100000,18
2014-07-30,30,100000,18
2014-07-30,90,200000,20
2014-07-30,30,200000,18
2014-07-29,30,150000,18
2014-07-29,30,200000,18
2014-07-29,90,100000,20
2014-07-29,30,150000,18
2014-07-29,30,150000,18
2014-07-29,180,100000,21
2014-07-29,90,200000,20
2014-07-29,30,200000,18
2014-07-28,30,500000,18
2014-07-28,30,100000,18
2014-07-28,30,100000,18
2014-07-28,30,200000,18
2014-07-28,30,100000,18
2014-07-28,180,100000,21
2014-07-28,90,200000,20
2014-07-28,30,180000,18
2014-07-27,30,300000,18
2014-07-27,30,100000,18
2014-07-27,90,200000,20
2014-07-27,30,200000,18
2014-07-26,30,110000,18
2014-07-26,30,110000,18
2014-07-26,30,100000,18
2014-07-26,90,200000,20
2014-07-26,30,160000,18
2014-07-25,30,100000,18
2014-07-25,90,100000,20
2014-07-25,60,200000,19
2014-07-25,180,100000,21
2014-07-25,30,100000,18
2014-07-24,90,200000,20
2014-07-24,30,200000,18
2014-07-24,30,140000,18
2014-07-24,30,200000,18
2014-07-24,90,100000,20
2014-07-24,60,200000,19
2014-07-24,180,100000,21
2014-07-23,60,100000,19
2014-07-23,90,400000,20
2014-07-23,60,200000,19
2014-07-23,90,100000,20
2014-07-23,30,200000,18
2014-07-22,30,100000,18
2014-07-22,60,200000,19
2014-07-22,60,100000,19
2014-07-22,90,200000,20
2014-07-22,30,200000,18
2014-07-21,30,100000,18
2014-07-21,30,100000,18
2014-07-21,30,100000,18
2014-07-21,60,100000,19
2014-07-21,90,200000,20
2014-07-21,30,100000,18
2014-07-21,30,150000,18
2014-07-20,30,100000,18
2014-07-20,30,100000,18
2014-07-20,30,200000,18
2014-07-20,60,100000,19
2014-07-20,90,200000,20
2014-07-19,30,100000,18
2014-07-19,30,100000,18
2014-07-19,90,200000,20
2014-07-19,30,200000,18
2014-07-19,60,100000,19
2014-07-18,60,100000,19
2014-07-18,30,150000,18
2014-07-18,90,200000,20
2014-07-18,60,100000,19
2014-07-18,30,200000,18
2014-07-18,90,200000,20
2014-07-17,30,100000,18
2014-07-17,90,100000,20
2014-07-17,30,100000,18
2014-07-17,30,100000,18
2014-07-17,30,200000,18
2014-07-17,90,200000,20
2014-07-17,30,200000,18
2014-07-16,30,100000,18
2014-07-16,30,100000,18
2014-07-16,30,450000,18
2014-07-16,90,200000,20
2014-07-16,30,200000,18
2014-07-16,30,100000,18
2014-07-15,30,100000,18
2014-07-15,30,150000,18
2014-07-15,90,200000,20
2014-07-15,30,300000,18
2014-07-15,30,200000,18
2014-07-14,30,100000,18
2014-07-14,30,300000,18
2014-07-14,90,200000,20
2014-07-14,90,100000,20
2014-07-14,30,200000,18
2014-07-13,30,300000,18
2014-07-13,30,100000,18
2014-07-13,30,200000,18
2014-07-13,90,200000,20
2014-07-13,30,100000,18
2014-07-12,30,200000,18
2014-07-12,90,200000,20
2014-07-12,30,200000,18
2014-07-11,30,100000,18
2014-07-11,30,100000,18
2014-07-11,30,200000,18
2014-07-11,30,100000,18
2014-07-11,90,200000,20
2014-07-10,30,200000,18
2014-07-10,30,100000,18
2014-07-10,90,200000,20
2014-07-10,30,200000,18
2014-07-09,90,200000,20
2014-07-09,30,200000,18
2014-07-09,30,100000,18
2014-07-08,90,200000,20
2014-07-08,30,200000,18
2014-07-07,90,200000,20
2014-07-07,30,200000,18
2014-07-07,90,200000,20
2014-07-06,30,100000,18
2014-07-06,30,200000,18
2014-07-06,90,200000,20
2014-07-06,30,100000,18
2014-07-05,30,100000,18
2014-07-05,30,200000,18
2014-07-05,90,200000,20
2014-07-05,30,100000,18
2014-07-04,30,100000,18
2014-07-04,90,200000,20
2014-07-04,30,200000,18
2014-07-03,30,100000,18
2014-07-03,30,100000,18
2014-07-03,90,200000,20
2014-07-03,30,100000,18
2014-07-02,30,100000,18
2014-07-02,30,200000,18
2014-07-02,90,200000,20
2014-07-01,30,100000,18
2014-07-01,30,100000,18
2014-07-01,90,200000,20
2014-07-01,30,200000,18
2014-06-30,90,400000,20
2014-06-30,90,150000,20
2014-06-30,90,200000,20
2014-06-30,90,200000,20
2014-06-30,90,100000,20
2014-06-30,90,150000,20
2014-06-30,30,100000,18
2014-06-30,30,100000,18
2014-06-30,30,100000,18
2014-06-30,30,100000,18
2014-06-30,90,200000,20
2014-06-30,90,200000,20
2014-06-30,30,100000,18
2014-06-29,90,200000,20
2014-06-29,90,200000,20
2014-06-29,30,200000,18
2014-06-28,30,200000,18
2014-06-28,30,200000,18
2014-06-28,90,200000,20
2014-06-28,90,200000,20
2014-06-27,30,300000,18
2014-06-27,90,300000,20
2014-06-27,30,100000,18
2014-06-27,90,200000,20
2014-06-27,90,300000,20
2014-06-27,30,100000,18
2014-06-26,30,200000,18
2014-06-26,30,100000,18
2014-06-26,90,100000,20
2014-06-26,90,100000,20
2014-06-26,60,200000,19
2014-06-25,30,200000,18
2014-06-25,90,100000,20
2014-06-25,60,200000,19
2014-06-25,30,100000,18
2014-06-24,30,200000,18
2014-06-24,30,100000,18
2014-06-24,60,200000,19
2014-06-23,60,200000,19
2014-06-23,60,100000,19
2014-06-23,30,200000,18
2014-06-22,60,200000,19
2014-06-22,30,200000,18
2014-06-21,30,100000,18
2014-06-21,60,100000,19
2014-06-21,30,200000,18
2014-06-21,60,200000,19
2014-06-20,30,100000,18
2014-06-20,60,200000,19
2014-06-20,30,200000,18
2014-06-20,90,100000,20
2014-06-19,30,100000,18
2014-06-19,30,200000,18
2014-06-19,90,200000,20
2014-06-18,30,100000,18
2014-06-18,30,100000,18
2014-06-18,30,200000,18
2014-06-18,60,100000,19
2014-06-18,90,100000,20
2014-06-17,30,100000,18
2014-06-17,30,150000,18
2014-06-17,30,100000,18
2014-06-17,30,100000,18
2014-06-17,60,200000,19
2014-06-17,90,100000,20
2014-06-16,30,200000,18
2014-06-16,30,200000,18
2014-06-16,60,200000,19
2014-06-16,90,100000,20
2014-06-15,30,150000,18
2014-06-15,60,200000,19
2014-06-15,30,200000,18
2014-06-15,90,100000,20
2014-06-14,30,200000,18
2014-06-14,30,300000,18
2014-06-14,60,200000,19
2014-06-14,90,100000,20
2014-06-13,30,300000,18
2014-06-13,60,200000,19
2014-06-13,30,200000,18
2014-06-13,90,100000,20
2014-06-12,30,300000,18
2014-06-12,60,100000,19
2014-06-12,30,100000,18
2014-06-12,90,200000,20
2014-06-11,30,100000,18
2014-06-11,30,200000,18
2014-06-11,90,200000,20
2014-06-10,30,200000,18
2014-06-10,90,200000,20
2014-06-10,30,100000,18
2014-06-09,30,100000,18
2014-06-09,30,200000,18
2014-06-09,60,200000,19
2014-06-08,60,200000,19
2014-06-08,30,100000,18
2014-06-07,60,100000,19
2014-06-07,60,200000,19
2014-06-07,30,200000,18
2014-06-06,90,400000,20
2014-06-06,30,100000,18
2014-06-06,30,100000,18
2014-06-06,60,200000,19
2014-06-06,30,200000,18
2014-06-05,60,100000,19
2014-06-05,90,100000,20
2014-06-05,30,200000,18
2014-06-05,30,100000,18
2014-06-04,90,200000,20
2014-06-04,30,200000,18
2014-06-03,30,200000,18
2014-06-03,90,200000,20
2014-05-30,30,100000,18
2014-05-30,90,200000,20
2014-05-30,90,200000,20
2014-05-30,30,200000,18
2014-05-29,30,100000,18
2014-05-29,90,200000,20
2014-05-29,30,200000,18
2014-05-28,60,100000,19
2014-05-28,30,200000,18
2014-05-28,90,100000,20
2014-05-28,30,200000,18
2014-05-27,90,200000,20
2014-05-27,90,100000,20
2014-05-27,30,200000,18
2014-05-26,90,200000,20
2014-05-26,30,200000,18
2014-05-25,90,200000,20
2014-05-25,30,200000,18
2014-05-24,90,200000,20
2014-05-24,30,200000,18
2014-05-23,30,100000,18
2014-05-23,30,100000,18
2014-05-23,90,200000,20
2014-05-23,30,200000,18
2014-05-22,60,200000,19
2014-05-22,30,200000,18
2014-05-21,30,100000,18
2014-05-21,60,200000,19
2014-05-21,30,200000,18
2014-05-20,30,100000,18
2014-05-20,30,200000,18
2014-05-20,30,200000,18
2014-05-20,60,200000,19
2014-05-19,30,100000,18
2014-05-19,60,200000,19
2014-05-19,30,200000,18
2014-05-18,60,200000,19
2014-05-18,30,200000,18
2014-05-17,30,100000,18
2014-05-17,60,200000,19
2014-05-17,30,200000,18
2014-05-16,30,200000,18
2014-05-16,30,200000,18
2014-05-16,90,150000,20
2014-05-15,90,150000,20
2014-05-15,30,100000,18
2014-05-14,30,100000,18
2014-05-14,30,200000,18
2014-05-14,60,200000,19
2014-05-13,30,200000,18
2014-05-13,60,200000,19
2014-05-12,30,200000,18
2014-05-12,60,200000,19
2014-05-11,30,200000,18
2014-05-11,60,200000,19
2014-05-10,60,150000,19
2014-05-10,30,200000,18
2014-05-09,30,200000,18
2014-05-09,60,150000,19
2014-05-08,30,200000,18
2014-05-08,60,200000,19
2014-05-07,30,200000,18
2014-05-07,60,200000,19
2014-05-06,30,200000,18
2014-05-06,60,300000,19
2014-05-05,60,200000,19
2014-05-05,60,200000,19
2014-05-05,30,200000,18
2014-05-04,60,100000,19
2014-05-04,30,200000,18
2014-05-04,30,200000,18
2014-05-04,30,1280000,3.8
2014-05-04,30,200000,18
