DEADLINE,LIFE_LOAN,ITEM_AMOUNT,MONEY_RATE
2015-05-19,180,400000,18
2015-05-20,720,61500,16
2015-05-20,720,39900,16
2015-05-20,720,36900,16
2015-05-20,360,36300,16
2015-05-20,180,400000,18
2015-05-21,720,53200,16
2015-05-21,720,53200,16
2015-05-21,540,38200,16
2015-05-21,360,36300,16
2015-05-22,90,1500000,16
2015-05-22,720,55600,16
2015-05-22,720,49200,16
2015-05-22,90,1300000,16
2015-05-22,720,39900,16
2015-05-22,90,1000000,16
2015-05-22,360,35300,16
2015-05-22,90,1000000,16
2015-05-22,90,450000,16
2015-05-23,90,1500000,16
2015-05-23,720,53200,16
2015-05-23,720,39900,16
2015-05-23,90,1200000,16
2015-05-23,720,36900,16
2015-05-23,90,1000000,16
2015-05-23,360,36300,16
2015-05-24,90,1300000,16
2015-05-24,720,69500,16
2015-05-24,720,55600,16
2015-05-24,90,550000,16
2015-05-24,360,35300,16
2015-05-24,90,1000000,16
2015-05-25,90,1400000,16
2015-05-25,720,55600,16
2015-05-25,720,55600,16
2015-05-25,90,200000,16
2015-05-25,720,55600,16
2015-05-25,90,120000,16
2015-05-25,90,700000,16
2015-05-25,720,36900,16
2015-05-25,90,150000,16
2015-05-25,90,500000,16
2015-05-25,90,500000,16
2015-05-25,90,600000,16
2015-05-25,180,450000,18
2015-05-26,90,1200000,16
2015-05-26,720,53200,16
2015-05-26,90,1000000,16
2015-05-26,720,49200,16
2015-05-26,90,700000,16
2015-05-26,90,1000000,16
2015-05-26,720,39900,16
2015-05-26,90,1000000,16
2015-05-26,540,25500,16
2015-05-26,180,150000,18
2015-05-26,360,36300,16
2015-05-26,90,600000,16
2015-05-26,180,150000,18
2015-05-27,90,1600000,16
2015-05-27,720,49200,16
2015-05-27,90,1500000,16
2015-05-27,540,52200,16
2015-05-27,720,39900,16
2015-05-27,90,1200000,16
2015-05-27,720,39900,16
2015-05-27,90,1000000,16
2015-05-27,720,36900,16
2015-05-28,720,61500,16
2015-05-28,90,1000000,16
2015-05-28,540,52200,16
2015-05-28,90,600000,16
2015-05-28,90,970000,16
2015-05-28,360,36300,16
2015-05-28,120,1200000,17
2015-05-28,720,24600,16
2015-05-28,90,200000,16
2015-05-28,90,900000,16
2015-05-28,360,36300,16
2015-05-28,180,100000,18
2015-05-28,90,280000,16
2015-05-28,90,500000,16
2015-05-29,720,61500,16
2015-05-29,90,1300000,16
2015-05-29,720,36900,16
2015-05-29,90,200000,16
2015-05-29,720,36900,16
2015-05-29,90,200000,16
2015-05-29,120,600000,17
2015-05-29,540,39100,16
2015-05-29,90,700000,16
2015-05-29,90,100000,16
2015-05-29,540,39100,16
2015-05-29,90,200000,16
2015-05-29,90,320000,16
2015-05-30,90,1000000,16
2015-05-30,720,83400,16
2015-05-30,90,1200000,16
2015-05-30,720,49200,16
2015-05-30,90,750000,16
2015-05-31,90,1200000,16
2015-05-31,720,49200,16
2015-05-31,90,600000,16
2015-05-31,360,36300,16
2015-05-31,90,600000,16
2015-05-31,360,24200,16
2015-05-31,90,600000,16
2015-06-01,90,1000000,16
2015-06-01,720,39900,16
2015-06-01,720,26600,16
2015-06-01,90,200000,16
2015-06-01,180,500000,18
2015-06-01,720,24600,16
2015-06-01,90,1000000,16
2015-06-01,360,23500,16
2015-06-01,150,800000,18
2015-06-01,90,600000,16
2015-06-02,90,1000000,16
2015-06-02,720,55600,16
2015-06-02,150,760000,18
2015-06-02,540,39100,16
2015-06-02,360,24200,16
2015-06-02,90,900000,16
2015-06-02,180,450000,18
2015-06-02,90,700000,16
2015-06-02,90,600000,16
2015-06-03,720,41700,16
2015-06-03,90,1000000,16
2015-06-03,720,40500,16
2015-06-03,90,100000,16
2015-06-03,90,950000,16
2015-06-03,540,39100,16
2015-06-03,90,950000,16
2015-06-03,360,35300,16
2015-06-03,180,500000,18
2015-06-03,90,700000,16
2015-06-03,90,600000,16
2015-06-04,720,61500,16
2015-06-04,90,1400000,16
2015-06-04,720,39900,16
2015-06-04,90,800000,16
2015-06-04,540,39100,16
2015-06-04,360,35300,16
2015-06-04,180,600000,18
2015-06-04,90,800000,16
2015-06-04,180,200000,18
2015-06-05,720,39900,16
2015-06-05,90,1200000,16
2015-06-05,720,39900,16
2015-06-05,720,36900,16
2015-06-05,90,1100000,16
2015-06-05,180,600000,18
2015-06-05,90,350000,16
2015-06-06,720,61500,16
2015-06-06,90,1200000,16
2015-06-06,720,36900,16
2015-06-06,90,150000,16
2015-06-06,120,220000,17
2015-06-06,360,36300,16
2015-06-06,90,1200000,16
2015-06-06,90,1200000,16
2015-06-07,720,61500,16
2015-06-07,90,1200000,16
2015-06-07,720,36900,16
2015-06-07,360,36300,16
2015-06-07,90,1000000,16
2015-06-07,90,800000,16
2015-06-07,90,700000,16
2015-06-08,720,61500,16
2015-06-08,90,850000,16
2015-06-08,540,39100,16
2015-06-08,90,200000,16
2015-06-08,540,39100,16
2015-06-08,90,300000,16
2015-06-08,720,39900,16
2015-06-08,90,200000,16
2015-06-08,90,500000,16
2015-06-08,90,650000,16
2015-06-08,90,430000,16
2015-06-08,90,550000,16
2015-06-09,720,83400,16
2015-06-09,720,49200,16
2015-06-09,90,1000000,16
2015-06-09,540,39100,16
2015-06-09,90,400000,16
2015-06-09,540,38200,16
2015-06-09,720,24600,16
2015-06-09,180,500000,18
2015-06-09,720,24600,16
2015-06-09,90,400000,16
2015-06-09,180,550000,18
2015-06-09,90,300000,16
2015-06-09,90,300000,16
2015-06-10,720,69500,16
2015-06-10,720,53200,16
2015-06-10,90,100000,16
2015-06-10,720,53200,16
2015-06-10,90,500000,16
2015-06-10,720,39900,16
2015-06-10,90,600000,16
2015-06-10,360,36300,16
2015-06-10,90,500000,16
2015-06-10,540,39100,16
2015-06-10,90,600000,16
2015-06-10,90,420000,16
2015-06-11,720,69500,16
2015-06-11,90,1050000,16
2015-06-11,720,69500,16
2015-06-11,90,500000,16
2015-06-11,540,52200,16
2015-06-11,90,400000,16
2015-06-11,720,39900,16
2015-06-11,120,300000,17
2015-06-11,360,36300,16
2015-06-11,90,120000,16
2015-06-11,180,450000,18
2015-06-11,90,350000,16
2015-06-11,90,800000,16
2015-06-11,90,300000,16
2015-06-11,720,39900,16
2015-06-11,90,170000,16
2015-06-11,90,600000,16
2015-06-11,90,120000,16
2015-06-11,90,600000,16
2015-06-11,360,35300,16
2015-06-11,180,500000,18
2015-06-11,90,800000,16
2015-06-12,540,52200,16
2015-06-12,720,49200,16
2015-06-12,90,2000000,16
2015-06-12,720,39900,16
2015-06-12,720,39900,16
2015-06-12,540,39100,16
2015-06-12,90,500000,16
2015-06-12,180,1300000,18
2015-06-12,720,36900,16
2015-06-12,90,350000,16
2015-06-12,360,23500,16
2015-06-12,120,250000,17
2015-06-12,90,700000,16
2015-06-12,720,39900,16
2015-06-12,90,700000,16
2015-06-12,720,49200,16
2015-06-12,90,800000,16
2015-06-13,720,83400,16
2015-06-13,720,55600,16
2015-06-13,90,1600000,16
2015-06-13,720,53200,16
2015-06-13,540,39100,16
2015-06-13,90,1000000,16
2015-06-13,540,39100,16
2015-06-13,120,750000,17
2015-06-14,720,61500,16
2015-06-14,720,55600,16
2015-06-14,90,1000000,16
2015-06-14,360,48400,16
2015-06-14,540,39100,16
2015-06-14,360,35300,16
2015-06-14,90,800000,16
2015-06-14,90,450000,16
2015-06-15,720,66500,16
2015-06-15,720,53200,16
2015-06-15,90,900000,16
2015-06-15,720,49200,16
2015-06-15,90,400000,16
2015-06-15,720,49200,16
2015-06-15,720,39900,16
2015-06-15,90,200000,16
2015-06-16,180,1000000,18
2015-06-16,720,61500,16
2015-06-16,90,1000000,16
2015-06-16,720,53200,16
2015-06-16,720,39900,16
2015-06-16,90,1000000,16
2015-06-16,720,36900,16
2015-06-16,180,970000,18
2015-06-16,180,400000,18
2015-06-17,180,1100000,18
2015-06-17,720,53200,16
2015-06-17,90,1000000,16
2015-06-17,540,52200,16
2015-06-17,180,800000,18
2015-06-17,720,49200,16
2015-06-17,90,1000000,16
2015-06-17,720,49200,16
2015-06-17,90,800000,16
2015-06-17,90,800000,16
2015-06-17,180,570000,18
2015-06-18,90,1000000,16
2015-06-18,720,61500,16
2015-06-18,180,1000000,18
2015-06-18,720,53200,16
2015-06-18,90,600000,16
2015-06-18,720,49200,16
2015-06-18,90,1120000,16
2015-06-18,720,39900,16
2015-06-18,180,500000,18
2015-06-18,90,1000000,16
2015-06-18,90,600000,16
2015-06-18,180,300000,18
2015-06-18,180,350000,18
2015-06-19,180,1400000,18
2015-06-19,720,73800,16
2015-06-19,90,1000000,16
2015-06-19,720,55600,16
2015-06-19,720,49200,16
2015-06-19,180,300000,18
2015-06-19,90,1000000,16
2015-06-19,540,39100,16
2015-06-19,90,800000,16
2015-06-19,90,750000,16
2015-06-19,180,700000,18
2015-06-20,180,1400000,18
2015-06-20,720,83400,16
2015-06-20,90,1500000,16
2015-06-20,720,55600,16
2015-06-20,90,1000000,16
2015-06-20,180,1000000,18
2015-06-20,720,41700,16
2015-06-20,90,1000000,16
2015-06-20,720,36900,16
2015-06-20,90,700000,16
2015-06-20,90,1000000,16
2015-06-21,90,1500000,16
2015-06-21,720,55600,16
2015-06-21,180,1400000,18
2015-06-21,720,49200,16
2015-06-21,90,1000000,16
2015-06-21,180,1000000,18
2015-06-21,720,39900,16
2015-06-21,90,800000,16
2015-06-21,90,1000000,16
2015-06-21,720,36900,16
2015-06-21,90,600000,16
2015-06-21,90,1500000,16
2015-06-22,90,1400000,16
2015-06-22,720,53200,16
2015-06-22,180,1000000,18
2015-06-22,90,1100000,16
2015-06-22,360,44900,16
2015-06-22,180,1000000,18
2015-06-22,720,39900,16
2015-06-22,90,500000,16
2015-06-22,90,1200000,16
2015-06-22,360,36300,16
2015-06-22,90,1000000,16
2015-06-22,90,1000000,16
2015-06-23,720,53200,16
2015-06-23,180,1000000,18
2015-06-23,90,1000000,16
2015-06-23,360,47100,16
2015-06-23,180,800000,18
2015-06-23,180,800000,18
2015-06-23,720,39900,16
2015-06-23,90,600000,16
2015-06-23,90,1000000,16
2015-06-23,720,39900,16
2015-06-23,90,260000,16
2015-06-23,90,200000,16
2015-06-23,90,1000000,16
2015-06-23,90,200000,16
2015-06-23,90,1000000,16
2015-06-24,540,52200,16
2015-06-24,90,1700000,16
2015-06-24,90,100000,16
2015-06-24,90,1500000,16
2015-06-24,720,49200,16
2015-06-24,90,1300000,16
2015-06-24,90,150000,16
2015-06-24,90,1000000,16
2015-06-24,720,39900,16
2015-06-24,90,300000,16
2015-06-24,90,250000,16
2015-06-24,90,300000,16
2015-06-24,60,550000,15
2015-06-24,90,1170000,16
2015-06-24,360,35300,16
2015-06-24,60,200000,15
2015-06-24,90,100000,16
2015-06-24,90,350000,16
2015-06-24,90,1500000,16
2015-06-24,90,400000,16
2015-06-24,720,36900,16
2015-06-24,90,300000,16
2015-06-24,90,1000000,16
2015-06-25,90,1800000,16
2015-06-25,540,65300,16
2015-06-25,90,1500000,16
2015-06-25,720,53200,16
2015-06-25,120,1000000,17
2015-06-25,720,53200,16
2015-06-25,90,100000,16
2015-06-25,90,1500000,16
2015-06-25,720,40500,16
2015-06-25,60,200000,15
2015-06-25,720,41700,16
2015-06-25,90,1500000,16
2015-06-25,720,39900,16
2015-06-25,90,700000,16
2015-06-25,90,600000,16
2015-06-25,90,320000,16
2015-06-26,90,1600000,16
2015-06-26,720,61500,16
2015-06-26,90,1500000,16
2015-06-26,120,1300000,17
2015-06-26,720,53200,16
2015-06-26,90,1500000,16
2015-06-26,720,49200,16
2015-06-26,90,1500000,16
2015-06-26,540,52200,16
2015-06-26,90,700000,16
2015-06-26,60,450000,15
2015-06-26,90,1200000,16
2015-06-26,360,47100,16
2015-06-26,90,400000,16
2015-06-26,720,49200,16
2015-06-26,90,250000,16
2015-06-26,90,600000,16
2015-06-26,720,36900,16
2015-06-26,90,150000,16
2015-06-26,180,500000,18
2015-06-27,90,1600000,16
2015-06-27,540,78300,16
2015-06-27,180,750000,18
2015-06-27,90,1500000,16
2015-06-27,720,61500,16
2015-06-27,180,400000,18
2015-06-27,360,33700,16
2015-06-27,90,700000,16
2015-06-27,720,36900,16
2015-06-27,360,35300,16
2015-06-27,90,900000,16
2015-06-27,720,24600,16
2015-06-27,90,500000,16
2015-06-27,90,400000,16
2015-06-27,720,36900,16
2015-06-27,180,1000000,18
2015-06-27,90,500000,16
2015-06-28,90,1500000,16
2015-06-28,720,55600,16
2015-06-28,180,1000000,18
2015-06-28,60,1140000,15
2015-06-28,720,49200,16
2015-06-28,90,150000,16
2015-06-28,90,850000,16
2015-06-28,90,250000,16
2015-06-28,720,39900,16
2015-06-28,90,1200000,16
2015-06-28,720,36900,16
2015-06-28,90,1000000,16
2015-06-28,180,700000,18
2015-06-29,90,1600000,16
2015-06-29,540,39100,16
2015-06-29,180,1000000,18
2015-06-29,60,1140000,15
2015-06-29,720,36900,16
2015-06-29,90,500000,16
2015-06-29,720,49200,16
2015-06-29,90,800000,16
2015-06-29,720,39900,16
2015-06-29,90,1200000,16
2015-06-29,720,36900,16
2015-06-29,90,500000,16
2015-06-29,720,49200,16
2015-06-29,720,36900,16
2015-06-29,720,49200,16
2015-06-29,180,250000,18
2015-06-29,720,55600,16
2015-06-29,90,800000,16
2015-06-29,720,36900,16
2015-06-29,540,39100,16
2015-06-29,720,39900,16
2015-06-29,720,39900,16
2015-06-29,720,39900,16
2015-06-29,720,36900,16
2015-06-29,720,36900,16
2015-06-29,360,36300,16
2015-06-29,180,900000,18
2015-06-30,90,2000000,16
2015-06-30,690,38500,16
2015-06-30,180,1000000,18
2015-06-30,690,38500,16
2015-06-30,90,1850000,16
2015-06-30,720,36900,16
2015-06-30,90,300000,16
2015-06-30,690,47400,16
2015-06-30,90,1500000,16
2015-06-30,90,1000000,16
2015-06-30,720,36900,16
2015-06-30,330,21700,16
2015-06-30,90,120000,16
2015-06-30,720,36900,16
2015-06-30,90,1500000,16
2015-06-30,720,24600,16
2015-06-30,690,35600,16
2015-06-30,90,1000000,16
2015-06-30,690,38500,16
2015-06-30,690,35600,16
2015-06-30,690,35600,16
2015-06-30,180,300000,18
2015-06-30,330,21700,16
2015-06-30,90,650000,16
2015-06-30,90,600000,16
2015-07-01,90,1700000,16
2015-07-01,690,53700,16
2015-07-01,690,47500,16
2015-07-01,180,800000,18
2015-07-01,690,51300,16
2015-07-01,690,35600,16
2015-07-01,60,900000,15
2015-07-01,690,35600,16
2015-07-01,90,660000,16
2015-07-01,720,39900,16
2015-07-01,690,38500,16
2015-07-01,90,1000000,16
2015-07-01,690,38500,16
2015-07-01,90,700000,16
2015-07-01,690,40200,16
2015-07-01,360,22400,16
2015-07-01,690,53700,16
2015-07-01,90,320000,16
2015-07-01,690,53700,16
2015-07-01,720,49200,16
2015-07-01,690,53700,16
2015-07-01,720,49200,16
2015-07-01,720,36900,16
2015-07-01,720,36900,16
2015-07-01,720,36900,16
2015-07-01,90,300000,16
2015-07-02,90,950000,16
2015-07-02,720,36900,16
2015-07-02,690,26000,16
2015-07-02,180,900000,18
2015-07-02,690,38500,16
2015-07-02,360,35300,16
2015-07-02,60,600000,15
2015-07-02,330,32600,16
2015-07-02,330,32600,16
2015-07-02,690,38500,16
2015-07-02,90,450000,16
2015-07-02,690,38500,16
2015-07-02,720,49200,16
2015-07-02,90,600000,16
2015-07-02,690,38500,16
2015-07-02,60,600000,15
2015-07-02,90,750000,16
2015-07-02,720,36900,16
2015-07-02,90,300000,16
2015-07-02,90,300000,16
2015-07-02,720,36900,16
2015-07-02,90,270000,16
2015-07-02,720,69500,16
2015-07-02,90,400000,16
2015-07-02,90,770000,16
2015-07-02,180,300000,18
2015-07-03,60,1600000,15
2015-07-03,720,36900,16
2015-07-03,690,71200,16
2015-07-03,180,1000000,18
2015-07-03,690,51300,16
2015-07-03,90,1300000,16
2015-07-03,690,38500,16
2015-07-03,690,38500,16
2015-07-03,60,1000000,15
2015-07-03,90,1000000,16
2015-07-03,510,37200,16
2015-07-03,90,1000000,16
2015-07-03,690,35600,16
2015-07-03,90,830000,16
2015-07-03,330,33500,16
2015-07-03,180,600000,18
2015-07-03,720,39900,16
2015-07-03,90,300000,16
2015-07-03,720,36900,16
2015-07-03,720,39900,16
2015-07-03,720,49200,16
2015-07-03,720,36900,16
2015-07-04,690,67100,16
2015-07-04,60,1000000,15
2015-07-04,690,39100,16
2015-07-04,90,1050000,16
2015-07-04,690,39100,16
2015-07-04,690,53700,16
2015-07-04,60,1000000,15
2015-07-04,60,830000,15
2015-07-04,690,51300,16
2015-07-04,60,900000,15
2015-07-04,360,22400,16
2015-07-04,690,51300,16
2015-07-04,90,420000,16
2015-07-04,510,62100,16
2015-07-05,60,1200000,15
2015-07-05,540,104500,16
2015-07-05,720,39900,16
2015-07-05,690,53700,16
2015-07-05,90,800000,16
2015-07-05,720,69500,16
2015-07-05,90,250000,16
2015-07-05,90,300000,16
2015-07-05,60,1000000,15
2015-07-05,540,65300,16
2015-07-05,720,66500,16
2015-07-05,90,750000,16
2015-07-05,360,35300,16
2015-07-06,90,1500000,16
2015-07-06,720,61500,16
2015-07-06,720,36900,16
2015-07-06,60,600000,15
2015-07-06,360,35300,16
2015-07-06,360,35300,16
2015-07-06,540,65300,16
2015-07-06,90,200000,16
2015-07-06,720,55600,16
2015-07-06,90,800000,16
2015-07-06,510,36300,16
2015-07-06,720,53200,16
2015-07-06,720,36900,16
2015-07-06,90,250000,16
2015-07-06,90,600000,16
2015-07-06,540,52200,16
2015-07-06,720,49200,16
2015-07-06,60,500000,15
2015-07-06,360,36300,16
2015-07-06,90,600000,16
2015-07-06,510,36300,16
2015-07-06,720,39900,16
2015-07-06,90,150000,16
2015-07-06,720,36900,16
2015-07-06,360,48400,16
2015-07-06,720,49200,16
2015-07-06,720,61500,16
2015-07-06,90,500000,16
2015-07-07,90,1600000,16
2015-07-07,720,66500,16
2015-07-07,720,66500,16
2015-07-07,720,49200,16
2015-07-07,90,1200000,16
2015-07-07,720,36900,16
2015-07-07,90,700000,16
2015-07-07,720,36900,16
2015-07-07,360,35300,16
2015-07-07,720,36900,16
2015-07-07,90,400000,16
2015-07-07,720,49200,16
2015-07-07,180,1350000,18
2015-07-07,360,35300,16
2015-07-07,90,500000,16
2015-07-07,360,48400,16
2015-07-07,720,49200,16
2015-07-07,90,650000,16
2015-07-07,360,47100,16
2015-07-07,720,69500,16
2015-07-07,720,49200,16
2015-07-07,90,200000,16
2015-07-07,720,49200,16
2015-07-07,720,39900,16
2015-07-07,720,39900,16
2015-07-07,90,900000,16
2015-07-08,720,69500,16
2015-07-08,690,67100,16
2015-07-08,90,1000000,16
2015-07-08,720,49200,16
2015-07-08,60,1700000,15
2015-07-08,720,49200,16
2015-07-08,60,170000,15
2015-07-08,690,47500,16
2015-07-08,90,400000,16
2015-07-08,720,39900,16
2015-07-08,720,36900,16
2015-07-08,720,36900,16
2015-07-08,180,1350000,18
2015-07-08,360,36300,16
2015-07-08,720,36900,16
2015-07-08,90,1300000,16
2015-07-08,1080,52600,16
2015-07-08,720,49200,16
2015-07-08,720,36900,16
2015-07-08,90,350000,16
2015-07-08,720,49200,16
2015-07-08,720,79800,16
2015-07-08,1080,65800,16
2015-07-08,720,39900,16
2015-07-08,360,33700,16
2015-07-08,720,39900,16
2015-07-08,1080,52600,16
2015-07-08,720,36900,16
2015-07-08,90,1200000,16
2015-07-09,90,1500000,16
2015-07-09,1080,52600,16
2015-07-09,720,49200,16
2015-07-09,720,39900,16
2015-07-09,90,1500000,16
2015-07-09,720,36900,16
2015-07-09,1080,39400,16
2015-07-09,90,1200000,16
2015-07-09,540,52200,16
2015-07-09,90,400000,16
2015-07-09,360,35300,16
2015-07-09,1080,65800,16
2015-07-09,90,1500000,16
2015-07-09,360,36300,16
2015-07-09,1080,52600,16
2015-07-09,180,1350000,18
2015-07-09,720,61500,16
2015-07-09,90,700000,16
2015-07-09,360,36300,16
2015-07-09,720,49200,16
2015-07-09,90,1000000,16
2015-07-09,1080,52600,16
2015-07-09,1050,51500,16
2015-07-09,690,53700,16
2015-07-09,90,400000,16
2015-07-10,60,1400000,15
2015-07-10,1080,65800,16
2015-07-10,720,53200,16
2015-07-10,90,1100000,16
2015-07-10,1080,52600,16
2015-07-10,90,210000,16
2015-07-10,720,49200,16
2015-07-10,90,1000000,16
2015-07-10,1050,51500,16
2015-07-10,60,490000,15
2015-07-10,720,39900,16
2015-07-10,720,36900,16
2015-07-10,90,900000,16
2015-07-10,360,36300,16
2015-07-10,90,100000,16
2015-07-10,690,51300,16
2015-07-10,60,1000000,15
2015-07-10,690,23700,16
2015-07-10,90,300000,16
2015-07-10,690,47500,16
2015-07-10,690,35600,16
2015-07-10,90,1500000,16
2015-07-10,690,51300,16
2015-07-10,690,47500,16
2015-07-10,690,38500,16
2015-07-10,630,44000,16
2015-07-10,90,600000,16
2015-07-11,90,1700000,16
2015-07-11,690,80500,16
2015-07-11,690,53700,16
2015-07-11,690,38500,16
2015-07-11,60,1400000,15
2015-07-11,690,38500,16
2015-07-11,90,400000,16
2015-07-11,90,110000,16
2015-07-11,510,37200,16
2015-07-11,90,900000,16
2015-07-11,690,35600,16
2015-07-11,90,1000000,16
2015-07-11,690,35600,16
2015-07-11,90,80000,16
2015-07-12,60,1400000,15
2015-07-12,1080,78900,16
2015-07-12,1080,65800,16
2015-07-12,90,750000,16
2015-07-12,720,61500,16
2015-07-12,90,1100000,16
2015-07-12,720,49200,16
2015-07-12,90,300000,16
2015-07-12,90,135000,16
2015-07-12,720,39900,16
2015-07-12,90,550000,16
2015-07-12,360,36300,16
2015-07-12,60,200000,15
2015-07-12,720,26600,16
2015-07-12,90,500000,16
2015-07-13,90,1600000,16
2015-07-13,1080,65800,16
2015-07-13,720,69500,16
2015-07-13,540,52200,16
2015-07-13,720,49200,16
2015-07-13,90,1000000,16
2015-07-13,360,48400,16
2015-07-13,630,33000,16
2015-07-13,90,350000,16
2015-07-13,630,22000,16
2015-07-13,630,33000,16
2015-07-13,90,500000,16
2015-07-13,720,39900,16
2015-07-13,660,37100,16
2015-07-13,90,600000,16
2015-07-13,1080,39400,16
2015-07-13,660,37100,16
2015-07-13,720,61500,16
2015-07-13,1020,50300,16
2015-07-13,660,49500,16
2015-07-13,180,1200000,18
2015-07-13,720,24600,16
2015-07-13,1080,52600,16
2015-07-13,90,150000,16
2015-07-13,660,37100,16
2015-07-13,720,36900,16
2015-07-13,90,420000,16
2015-07-13,720,49200,16
2015-07-13,720,53200,16
2015-07-13,720,49200,16
2015-07-13,720,49200,16
2015-07-13,660,34300,16
2015-07-13,540,52200,16
2015-07-13,660,34300,16
2015-07-13,630,47500,16
2015-07-13,660,49500,16
2015-07-13,90,500000,16
2015-07-14,720,66500,16
2015-07-14,630,49700,16
2015-07-14,90,1600000,16
2015-07-14,1080,39400,16
2015-07-14,1020,37700,16
2015-07-14,60,700000,15
2015-07-14,660,49500,16
2015-07-14,990,49200,16
2015-07-14,90,800000,16
2015-07-14,630,37300,16
2015-07-14,630,62100,16
2015-07-14,90,200000,16
2015-07-14,1020,37700,16
2015-07-14,90,800000,16
2015-07-14,1020,37700,16
2015-07-14,630,37300,16
2015-07-14,660,77600,16
2015-07-14,630,49700,16
2015-07-14,180,950000,18
2015-07-14,720,39900,16
2015-07-14,630,35600,16
2015-07-14,630,35600,16
2015-07-14,60,200000,15
2015-07-14,1050,64400,16
2015-07-14,630,36200,16
2015-07-14,90,300000,16
2015-07-14,1050,64400,16
2015-07-14,660,38800,16
2015-07-14,660,38800,16
2015-07-14,660,34300,16
2015-07-14,660,37100,16
2015-07-14,720,49200,16
2015-07-14,720,39900,16
2015-07-14,1080,52600,16
2015-07-14,720,49200,16
2015-07-14,540,65300,16
2015-07-14,90,1500000,16
2015-07-15,90,1600000,16
2015-07-15,1050,103000,16
2015-07-15,720,69500,16
2015-07-15,90,1200000,16
2015-07-15,1050,64400,16
2015-07-15,1080,52600,16
2015-07-15,720,49200,16
2015-07-15,360,48400,16
2015-07-15,90,550000,16
2015-07-15,540,130600,16
2015-07-15,720,61500,16
2015-07-15,90,300000,16
2015-07-15,660,37100,16
2015-07-15,90,1500000,16
2015-07-15,720,36900,16
2015-07-15,1080,52600,16
2015-07-15,300,19900,16
2015-07-15,720,24600,16
2015-07-15,720,73800,16
2015-07-15,60,1500000,15
2015-07-15,720,36900,16
2015-07-15,720,49200,16
2015-07-15,360,33700,16
2015-07-15,990,36900,16
2015-07-15,990,49200,16
2015-07-15,60,1500000,15
2015-07-15,720,69500,16
2015-07-15,720,53200,16
2015-07-15,1080,39400,16
2015-07-15,330,32600,16
2015-07-15,540,78300,16
2015-07-15,1020,50300,16
2015-07-15,720,53200,16
2015-07-15,540,38200,16
2015-07-15,1080,65800,16
2015-07-15,90,800000,16
2015-07-16,60,1500000,15
2015-07-16,1020,62900,16
2015-07-16,1020,62900,16
2015-07-16,90,1200000,16
2015-07-16,1080,52600,16
2015-07-16,1080,52600,16
2015-07-16,720,39900,16
2015-07-16,720,24600,16
2015-07-16,60,1500000,15
2015-07-16,720,24600,16
2015-07-16,90,300000,16
2015-07-16,90,1500000,16
2015-07-16,360,22400,16
2015-07-16,1080,52600,16
2015-07-16,630,47500,16
2015-07-16,90,1200000,16
2015-07-16,630,35600,16
2015-07-16,540,52200,16
2015-07-16,90,300000,16
2015-07-16,720,41700,16
2015-07-16,720,49200,16
2015-07-16,720,39900,16
2015-07-16,720,53200,16
2015-07-16,720,49200,16
2015-07-16,90,800000,16
2015-07-17,90,1500000,16
2015-07-17,720,53200,16
2015-07-17,720,53200,16
2015-07-17,60,1000000,15
2015-07-17,720,53200,16
2015-07-17,90,1450000,16
2015-07-17,1080,52600,16
2015-07-17,720,49200,16
2015-07-17,90,1000000,16
2015-07-17,1080,65800,16
2015-07-17,90,550000,16
2015-07-17,720,53200,16
2015-07-17,720,49200,16
2015-07-17,90,1000000,16
2015-07-17,720,66500,16
2015-07-17,720,53200,16
2015-07-17,180,280000,18
2015-07-17,360,35300,16
2015-07-17,720,39900,16
2015-07-17,720,55600,16
2015-07-17,720,66500,16
2015-07-17,90,170000,16
2015-07-17,1080,65800,16
2015-07-17,90,250000,16
2015-07-17,720,66500,16
2015-07-17,90,100000,16
2015-07-17,360,35300,16
2015-07-17,1080,52600,16
2015-07-17,360,47100,16
2015-07-17,360,47100,16
2015-07-17,720,53200,16
2015-07-17,720,123100,16
2015-07-17,90,470000,16
2015-07-18,90,1650000,16
2015-07-18,690,107400,16
2015-07-18,720,61500,16
2015-07-18,1080,58100,16
2015-07-18,720,49200,16
2015-07-18,90,1000000,16
2015-07-18,990,49200,16
2015-07-18,690,51300,16
2015-07-18,690,47500,16
2015-07-18,90,1000000,16
2015-07-18,630,33000,16
2015-07-19,90,1500000,16
2015-07-19,690,107400,16
2015-07-19,990,61500,16
2015-07-19,990,61500,16
2015-07-19,90,1150000,16
2015-07-19,1050,51500,16
2015-07-19,90,130000,16
2015-07-19,690,47500,16
2015-07-19,90,200000,16
2015-07-19,990,36900,16
2015-07-19,330,32600,16
2015-07-19,90,280000,16
2015-07-19,90,1000000,16
2015-07-19,690,38500,16
2015-07-19,720,49200,16
2015-07-20,90,1000000,16
2015-07-20,540,65300,16
2015-07-20,690,51300,16
2015-07-20,690,51300,16
2015-07-20,90,1000000,16
2015-07-20,720,49200,16
2015-07-20,1080,65800,16
2015-07-20,90,300000,16
2015-07-20,540,78300,16
2015-07-20,1080,39400,16
2015-07-20,90,350000,16
2015-07-20,630,49200,16
2015-07-20,1050,38600,16
2015-07-20,90,150000,16
2015-07-20,720,61500,16
2015-07-20,540,65300,16
2015-07-20,90,1000000,16
2015-07-20,690,38500,16
2015-07-20,690,38500,16
