release time,life loan,ITEM_AMOUNT
,360,55000
,360,40000
,360,50000
2015-08-24,30,180000
2015-08-24,30,80000
2015-08-24,30,27000
2015-08-24,30,28500
2015-08-24,30,45000
2015-08-24,30,120000
2015-08-24,30,20000
2015-08-24,90,55000
2015-08-24,360,60000
2015-08-24,360,30000
2015-08-23,30,290000
2015-08-23,180,120000
2015-08-23,360,30000
2015-08-23,360,40000
2015-08-22,30,50000
2015-08-22,60,70000
2015-08-22,90,35000
2015-08-22,90,50000
2015-08-22,90,50000
2015-08-22,360,50000
2015-08-22,360,80000
2015-08-22,360,25000
2015-08-21,30,95000
2015-08-21,30,100000
2015-08-21,90,40000
2015-08-21,90,30000
2015-08-21,90,80000
2015-08-21,90,50000
2015-08-21,180,30000
2015-08-21,180,50000
2015-08-21,360,30000
2015-08-21,360,95000
2015-08-21,360,50000
2015-08-20,30,50000
2015-08-20,30,65000
2015-08-20,60,100000
2015-08-20,30,40000
2015-08-20,30,75000
2015-08-20,360,60000
2015-08-20,360,100000
2015-08-19,30,63000
2015-08-19,30,95000
2015-08-19,30,30000
2015-08-19,30,25000
2015-08-19,90,35000
2015-08-19,360,75000
2015-08-19,360,120000
2015-08-18,30,50000
2015-08-18,30,36000
2015-08-18,60,87500
2015-08-18,60,80000
2015-08-18,90,40000
2015-08-18,90,55000
2015-08-18,90,95000
2015-08-18,90,70000
2015-08-18,180,80000
2015-08-18,360,50000
2015-08-18,360,55000
2015-08-17,30,240000
2015-08-17,30,25000
2015-08-17,90,120000
2015-08-17,30,40000
2015-08-17,90,30000
2015-08-17,180,55000
2015-08-17,180,40000
2015-08-17,180,120000
2015-08-17,360,110000
2015-08-17,360,60000
2015-08-16,30,270000
2015-08-16,60,170000
2015-08-16,60,50000
2015-08-16,180,40000
2015-08-16,180,30000
2015-08-16,180,45000
2015-08-16,360,40000
2015-08-16,360,45000
2015-08-16,360,70000
2015-08-15,30,30000
2015-08-15,30,72000
2015-08-15,30,70000
2015-08-15,30,55000
2015-08-15,30,63000
2015-08-15,30,56500
2015-08-15,30,50000
2015-08-15,90,190000
2015-08-15,360,85000
2015-08-15,360,35000
2015-08-15,360,20000
2015-08-15,360,25000
2015-08-14,30,60000
2015-08-14,90,70000
2015-08-14,90,40000
2015-08-14,30,60000
2015-08-14,360,65000
2015-08-14,360,30000
2015-08-14,360,70000
2015-08-13,30,117000
2015-08-13,30,65000
2015-08-13,30,70000
2015-08-13,30,27500
2015-08-13,90,70000
2015-08-13,30,65000
2015-08-13,30,50000
2015-08-13,180,45000
2015-08-13,360,110000
2015-08-12,30,160000
2015-08-12,30,25000
2015-08-12,30,50000
2015-08-12,30,50000
2015-08-12,30,90000
2015-08-12,30,110000
2015-08-12,90,35000
2015-08-12,90,90000
2015-08-12,90,65000
2015-08-12,180,30000
2015-08-12,180,30000
2015-08-12,180,30000
2015-08-12,180,30000
2015-08-12,360,35000
2015-08-11,30,100000
2015-08-11,30,20000
2015-08-11,90,70000
2015-08-11,90,40000
2015-08-11,90,75000
2015-08-11,90,45000
2015-08-11,180,95000
2015-08-11,360,24000
2015-08-11,360,90000
2015-08-11,360,70000
2015-08-10,30,40000
2015-08-10,30,200000
2015-08-10,60,20000
2015-08-10,30,45000
2015-08-10,360,40000
2015-08-10,360,100000
2015-08-09,30,35000
2015-08-09,30,25000
2015-08-09,90,20000
2015-08-09,360,90000
2015-08-09,360,45000
2015-08-08,30,40000
2015-08-08,30,38600
2015-08-08,30,40000
2015-08-08,30,40000
2015-08-08,90,30000
2015-08-08,180,45000
2015-08-08,360,100000
2015-08-08,360,40000
2015-08-07,30,125000
2015-08-07,30,48000
2015-08-07,60,75000
2015-08-07,90,250000
2015-08-07,30,30000
2015-08-07,30,35000
2015-08-07,180,150000
2015-08-07,360,20000
2015-08-07,360,40000
2015-08-06,30,160000
2015-08-06,30,60000
2015-08-06,90,20000
2015-08-06,90,80000
2015-08-06,90,35000
2015-08-06,90,270000
2015-08-06,180,90000
2015-08-06,360,80000
2015-08-05,90,90000
2015-08-05,90,90000
2015-08-05,180,80000
2015-08-05,180,100000
2015-08-05,360,45000
2015-08-05,360,85000
2015-08-04,30,170000
2015-08-04,30,90000
2015-08-04,90,80000
2015-08-04,90,55000
2015-08-04,90,40000
2015-08-04,90,50000
2015-08-04,180,95000
2015-08-04,180,45000
2015-08-04,180,60000
2015-08-04,180,80000
2015-08-04,180,70000
2015-08-04,180,50000
2015-08-04,180,150000
2015-08-03,90,260000
2015-08-03,30,81000
2015-08-03,360,90000
2015-08-03,360,120000
2015-08-02,30,70000
2015-08-02,30,85000
2015-08-02,30,90000
2015-08-02,30,80000
2015-08-02,360,70000
2015-08-02,360,40000
2015-08-01,90,30000
2015-08-01,30,60000
2015-08-01,360,50000
2015-08-01,360,45000
2015-08-01,360,50000
2015-07-31,30,30000
2015-07-31,30,50000
2015-07-31,30,25000
2015-07-31,60,30000
2015-07-31,180,75000
2015-07-31,360,85000
2015-07-30,60,160000
2015-07-30,90,150000
2015-07-30,30,90000
2015-07-30,30,110000
2015-07-30,30,40000
2015-07-30,30,120000
2015-07-30,30,40000
2015-07-30,90,35000
2015-07-30,90,30000
2015-07-30,90,100000
2015-07-30,90,40000
2015-07-30,360,40000
2015-07-30,360,200000
2015-07-29,30,153900
2015-07-29,30,51000
2015-07-29,90,60000
2015-07-29,180,300000
2015-07-29,180,200000
2015-07-29,360,45000
2015-07-29,360,45000
2015-07-29,360,160000
2015-07-28,30,120000
2015-07-28,90,55000
2015-07-28,90,50000
2015-07-28,90,100000
2015-07-28,360,65000
2015-07-28,360,60000
2015-07-28,360,60000
2015-07-27,30,160000
2015-07-27,30,50000
2015-07-27,30,120000
2015-07-27,30,300000
2015-07-27,360,70000
2015-07-26,30,40000
2015-07-26,30,80000
2015-07-26,30,52000
2015-07-26,60,70000
2015-07-26,60,60000
2015-07-26,30,35000
2015-07-26,180,85000
2015-07-25,30,45000
2015-07-25,30,24300
2015-07-25,30,99000
2015-07-25,30,48860
2015-07-25,30,22918
2015-07-25,30,36400
2015-07-25,30,40500
2015-07-25,360,45000
2015-07-25,360,45000
2015-07-25,360,50000
2015-07-24,30,40000
2015-07-24,30,70000
2015-07-24,30,110000
2015-07-24,30,95000
2015-07-24,60,85000
2015-07-24,60,60000
2015-07-24,90,50000
2015-07-24,90,35000
2015-07-24,90,30000
2015-07-24,90,45500
2015-07-24,180,250000
2015-07-24,360,35000
2015-07-24,360,90000
2015-07-23,30,27000
2015-07-23,30,31500
2015-07-23,30,32800
2015-07-23,30,45000
2015-07-23,30,80000
2015-07-23,30,94500
2015-07-23,90,65000
2015-07-23,90,90000
2015-07-23,90,60000
2015-07-23,360,25000
2015-07-23,360,45000
2015-07-22,30,126881
2015-07-22,60,32623
2015-07-22,30,22900
2015-07-22,90,55000
2015-07-22,90,25000
2015-07-22,360,50000
2015-07-22,360,55000
2015-07-22,360,50000
2015-07-21,30,300000
2015-07-21,90,65000
2015-07-21,90,30000
2015-07-21,360,170000
2015-07-21,360,30000
2015-07-21,360,35000
2015-07-20,60,182000
2015-07-20,30,160000
2015-07-20,90,50000
2015-07-20,90,75000
2015-07-20,360,100000
2015-07-19,30,40500
2015-07-19,30,72000
2015-07-19,90,35000
2015-07-18,30,20000
2015-07-18,30,200000
2015-07-18,60,130000
2015-07-18,90,95000
2015-07-18,90,90000
2015-07-18,180,45000
2015-07-18,360,30000
2015-07-18,360,80000
2015-07-18,360,55000
2015-07-17,60,230000
2015-07-17,90,25000
2015-07-17,90,85000
2015-07-17,90,65000
2015-07-17,30,80000
2015-07-17,180,30000
2015-07-17,360,55000
2015-07-17,360,60000
2015-07-17,180,200000
2015-07-17,360,25000
2015-07-17,360,55000
2015-07-17,360,30000
2015-07-17,360,25000
2015-07-17,360,20000
2015-07-16,30,100000
2015-07-16,30,117000
2015-07-16,30,40000
2015-07-16,30,90000
2015-07-16,90,30000
2015-07-16,90,45000
2015-07-16,90,35000
2015-07-16,180,300000
2015-07-16,180,100000
2015-07-16,360,60000
2015-07-16,360,90000
2015-07-16,360,70000
2015-07-16,360,130000
2015-07-15,30,55000
2015-07-15,30,25000
2015-07-15,30,140000
2015-07-15,60,150000
2015-07-15,60,45000
2015-07-15,360,35000
2015-07-15,30,40000
2015-07-15,30,95000
2015-07-15,30,80000
2015-07-15,90,45000
2015-07-15,180,30000
2015-07-15,180,100000
2015-07-15,360,55000
2015-07-14,90,30000
2015-07-14,90,35000
2015-07-14,90,40000
2015-07-14,360,30000
2015-07-14,90,30000
2015-07-14,360,35000
2015-07-14,360,50000
2015-07-14,360,90000
2015-07-13,30,170000
2015-07-13,90,45000
2015-07-13,90,55000
2015-07-13,180,40000
2015-07-13,180,80000
2015-07-13,360,30000
2015-07-12,30,67500
2015-07-12,30,63000
2015-07-12,30,30000
2015-07-12,60,30000
2015-07-12,60,100000
2015-07-12,30,29112
2015-07-12,30,70000
2015-07-12,30,270000
2015-07-12,180,25000
2015-07-12,180,25000
2015-07-12,360,85000
2015-07-12,360,55000
2015-07-12,360,55000
2015-07-11,30,200000
2015-07-11,180,30000
2015-07-11,180,65000
2015-07-11,180,50000
2015-07-11,180,180000
2015-07-11,180,30000
2015-07-11,180,25000
2015-07-11,360,50000
2015-07-11,360,50000
2015-07-11,360,75000
2015-07-10,90,130000
2015-07-10,30,300000
2015-07-10,90,80000
2015-07-10,360,35000
2015-07-10,360,55000
2015-07-10,360,60000
2015-07-10,360,90000
2015-07-09,30,14000
2015-07-09,30,65000
2015-07-09,90,45000
2015-07-09,90,40000
2015-07-09,90,30000
2015-07-09,180,30000
2015-07-09,180,100000
2015-07-09,180,110000
2015-07-09,360,45000
2015-07-09,360,45000
2015-07-08,30,50000
2015-07-08,60,180000
2015-07-08,90,40000
2015-07-08,180,100000
2015-07-08,180,200000
2015-07-08,360,50000
2015-07-08,360,40000
2015-07-08,360,25000
2015-07-08,360,60000
2015-07-07,90,160000
2015-07-07,90,40000
2015-07-07,90,35000
2015-07-07,90,70000
2015-07-07,90,50000
2015-07-07,90,30000
2015-07-07,360,60000
2015-07-07,360,35000
2015-07-07,360,120000
2015-07-06,30,110000
2015-07-06,30,100000
2015-07-06,30,90000
2015-07-06,90,50000
2015-07-06,90,40000
2015-07-06,360,25000
2015-07-05,30,50000
2015-07-05,30,45000
2015-07-05,180,40000
2015-07-05,90,40000
2015-07-05,360,35000
2015-07-05,360,70000
2015-07-04,60,35000
2015-07-04,90,30000
2015-07-04,90,50000
2015-07-04,180,70000
2015-07-04,180,65000
2015-07-04,360,60000
2015-07-04,360,30000
2015-07-04,360,70000
2015-07-03,30,30000
2015-07-03,30,27000
2015-07-03,30,17150
2015-07-03,180,90000
2015-07-03,360,80000
2015-07-02,90,190000
2015-07-02,90,90000
2015-07-02,90,110000
2015-07-01,30,40000
2015-07-01,30,25000
2015-07-01,180,80000
2015-07-01,180,30000
2015-07-01,180,25000
2015-07-01,180,20000
2015-07-01,360,20000
2015-07-01,360,65000
2015-07-01,360,50000
2015-07-01,360,80000
2015-06-30,30,35000
2015-06-30,30,25000
2015-06-30,30,40000
2015-06-30,30,40000
2015-06-30,30,45000
2015-06-30,30,53990
2015-06-30,90,60000
2015-06-30,90,85000
2015-06-30,60,35000
2015-06-30,30,30000
2015-06-30,30,35000
2015-06-30,180,55000
2015-06-30,360,120000
2015-06-30,360,100000
2015-06-30,360,30000
2015-06-29,30,130000
2015-06-29,90,125000
2015-06-29,30,30000
2015-06-29,60,25000
2015-06-29,60,90000
2015-06-29,30,30000
2015-06-29,90,50000
2015-06-29,90,70000
2015-06-29,360,30000
2015-06-29,360,65000
2015-06-28,60,45000
2015-06-28,90,30000
2015-06-28,180,80000
2015-06-27,30,40000
2015-06-27,30,80000
2015-06-27,90,30000
2015-06-27,90,95000
2015-06-27,180,50000
2015-06-27,180,60000
2015-06-27,360,80000
2015-06-27,360,180000
2015-06-26,90,110000
2015-06-26,30,65000
2015-06-26,30,63000
2015-06-26,30,90000
2015-06-26,30,50000
2015-06-26,180,80000
2015-06-26,360,30000
2015-06-26,360,60000
2015-06-25,30,110000
2015-06-25,30,100000
2015-06-25,60,35000
2015-06-25,90,50000
2015-06-25,360,30000
2015-06-25,360,35000
2015-06-25,30,40000
2015-06-25,360,45000
2015-06-25,360,50000
2015-06-25,180,70000
2015-06-25,180,60000
2015-06-25,180,65000
2015-06-24,30,60000
2015-06-24,30,60000
2015-06-24,30,36000
2015-06-24,30,44000
2015-06-24,30,44950
2015-06-24,30,36443
2015-06-24,60,33200
2015-06-24,90,270000
2015-06-24,360,50000
2015-06-24,90,50000
2015-06-24,180,25000
2015-06-24,360,25000
2015-06-24,360,65000
2015-06-24,360,80000
2015-06-23,90,140000
2015-06-23,180,130000
2015-06-23,180,280000
2015-06-22,90,90000
2015-06-22,180,80000
2015-06-22,360,100000
2015-06-21,30,30000
2015-06-21,30,20000
2015-06-21,30,20000
,,60000
2015-06-21,90,25000
2015-06-21,90,120000
2015-06-21,90,30000
2015-06-21,90,75000
2015-06-21,360,35000
2015-06-21,360,80000
2015-06-21,360,32000
2015-06-19,30,25000
2015-06-19,90,55000
2015-06-19,90,40000
2015-06-19,180,90000
2015-06-19,180,40000
2015-06-19,360,30000
2015-06-19,360,35000
2015-06-19,360,95000
2015-06-19,360,110000
2015-06-18,30,65000
2015-06-18,30,50000
2015-06-18,60,45000
2015-06-18,30,36450
2015-06-18,30,45000
2015-06-18,30,100000
2015-06-18,30,95000
2015-06-18,30,50000
2015-06-18,30,110000
2015-06-18,180,95000
2015-06-18,360,160000
2015-06-17,30,70000
2015-06-17,30,45000
2015-06-17,30,60000
2015-06-17,60,60000
2015-06-17,90,270000
2015-06-17,180,60000
2015-06-17,360,50000
2015-06-16,30,24300
2015-06-16,30,72900
2015-06-16,30,140000
2015-06-16,60,99000
2015-06-16,30,21800
2015-06-16,30,53880
2015-06-16,30,25500
2015-06-16,30,50000
2015-06-16,360,180000
2015-06-16,360,90000
2015-06-15,30,80000
2015-06-15,30,97200
2015-06-15,60,80000
2015-06-15,60,30000
2015-06-15,30,200000
2015-06-15,180,45000
2015-06-15,360,75000
2015-06-15,360,40000
2015-06-14,90,40000
2015-06-14,180,40000
2015-06-14,180,30000
2015-06-14,360,40000
2015-06-14,360,50000
2015-06-13,90,65000
2015-06-13,90,120000
2015-06-13,90,70000
2015-06-13,360,140000
2015-06-13,360,300000
2015-06-12,30,120000
2015-06-12,30,182000
2015-06-12,30,30000
2015-06-12,60,50000
2015-06-12,180,50000
2015-06-12,180,160000
2015-06-12,360,60000
2015-06-12,360,35000
2015-06-12,360,170000
2015-06-11,90,210600
2015-06-11,30,100000
2015-06-11,90,70000
2015-06-11,180,35000
2015-06-11,360,70000
2015-06-11,360,70000
2015-06-11,360,150000
2015-06-10,60,45000
2015-06-10,90,270000
2015-06-10,30,140000
2015-06-10,90,30000
2015-06-10,90,50000
2015-06-10,90,35000
2015-06-10,180,30000
2015-06-09,30,30000
2015-06-09,30,50000
2015-06-09,60,25000
2015-06-09,90,50000
2015-06-09,90,35000
2015-06-09,180,50000
2015-06-09,360,70000
2015-06-09,360,45000
2015-06-09,360,45000
2015-06-09,360,70000
2015-06-09,360,27000
2015-06-08,30,100000
2015-06-08,30,120000
2015-06-08,30,18000
2015-06-08,30,90000
2015-06-08,90,200000
2015-06-08,360,200000
2015-06-07,30,160000
2015-06-07,60,90000
2015-06-07,60,30000
2015-06-06,30,21600
2015-06-06,60,70000
2015-06-06,60,30000
2015-06-06,180,40000
2015-06-06,360,65000
2015-06-06,360,130000
2015-06-06,360,170000
2015-06-06,360,140000
2015-06-05,90,30000
2015-06-05,90,20000
2015-06-05,60,60000
2015-06-05,60,40000
2015-06-05,180,50000
2015-06-05,180,35000
2015-06-05,180,45000
2015-06-05,360,40000
2015-06-05,360,35000
2015-06-04,90,60000
2015-06-04,180,60000
2015-06-04,180,20000
2015-06-04,360,50000
2015-06-04,360,150000
2015-06-04,360,90000
2015-06-03,30,30000
2015-06-03,60,100000
2015-06-03,90,110000
2015-06-03,60,90000
2015-06-03,90,55000
2015-06-03,180,120000
2015-06-02,90,40000
2015-06-02,90,45000
2015-06-02,60,70000
2015-06-02,60,95000
2015-06-02,360,230000
2015-06-01,90,95000
2015-06-01,30,100000
2015-06-01,30,50000
2015-05-31,90,90000
2015-05-31,90,45000
2015-05-31,90,20000
2015-05-30,90,70000
2015-05-30,180,120000
2015-05-30,360,27000
2015-05-29,30,40000
2015-05-29,30,22000
2015-05-29,30,55000
2015-05-29,30,130000
2015-05-29,360,65000
2015-05-28,90,200000
2015-05-28,90,40000
2015-05-28,90,30000
2015-05-28,90,30000
2015-05-28,180,35000
2015-05-28,180,25000
2015-05-28,180,150000
2015-05-28,180,60000
2015-05-28,360,35000
2015-05-28,360,58000
2015-05-27,30,40000
2015-05-27,30,18000
2015-05-27,30,105000
2015-05-27,30,20000
2015-05-27,90,25000
2015-05-27,30,60000
2015-05-27,30,40000
2015-05-27,90,20000
2015-05-27,90,25000
2015-05-27,90,60000
2015-05-27,90,80000
2015-05-27,360,60000
2015-05-27,360,65000
2015-05-26,30,95000
2015-05-26,30,60000
2015-05-26,90,20000
2015-05-26,180,20000
2015-05-26,360,25000
2015-05-26,360,25000
2015-05-26,360,50000
2015-05-26,360,170000
2015-05-25,30,150000
2015-05-25,30,23000
2015-05-25,30,42000
2015-05-25,60,90000
2015-05-25,60,220000
2015-05-25,90,23000
2015-05-24,30,90000
2015-05-24,30,50000
2015-05-24,30,100000
2015-05-24,30,170000
2015-05-24,60,27000
2015-05-23,30,22000
2015-05-23,30,65000
2015-05-23,30,20000
2015-05-23,60,171000
2015-05-23,60,30000
2015-05-23,90,60000
2015-05-23,180,30000
2015-05-23,180,45000
2015-05-22,90,35000
2015-05-22,30,35000
2015-05-22,60,45000
2015-05-22,60,25000
2015-05-22,90,35000
2015-05-22,30,50000
2015-05-22,90,35000
2015-05-22,180,100000
2015-05-21,30,75000
2015-05-21,90,50000
2015-05-21,360,100000
2015-05-21,360,250000
2015-05-20,30,20000
2015-05-20,30,20000
2015-05-20,30,85000
2015-05-20,360,36000
2015-05-19,30,40000
2015-05-19,30,40000
2015-05-19,30,40000
2015-05-19,30,30000
2015-05-19,90,110000
2015-05-19,90,35000
2015-05-19,90,30000
2015-05-19,180,50000
2015-05-18,30,50000
2015-05-18,30,60000
2015-05-18,60,70000
2015-05-18,60,80000
2015-05-18,30,110000
2015-05-18,30,120000
2015-05-18,30,130000
2015-05-18,30,130000
2015-05-18,90,60000
2015-05-17,30,60000
2015-05-17,30,80000
2015-05-17,30,144000
2015-05-17,30,80000
2015-05-17,60,150000
2015-05-17,60,95000
2015-05-17,90,40500
2015-05-16,60,70000
2015-05-16,30,90000
2015-05-16,30,130000
2015-05-16,30,43800
2015-05-16,60,45000
2015-05-16,30,45000
2015-05-16,30,45000
2015-05-16,30,45000
2015-05-16,30,70000
2015-05-16,90,40000
2015-05-16,30,40500
2015-05-15,30,28000
2015-05-15,30,24000
2015-05-15,30,32000
2015-05-15,30,60000
2015-05-15,30,60000
2015-05-15,30,120000
2015-05-15,30,26000
2015-05-15,30,45000
2015-05-15,90,50000
2015-05-15,90,25000
2015-05-15,90,70000
2015-05-15,180,80000
2015-05-15,360,95000
2015-05-15,360,45000
2015-05-14,30,40000
2015-05-14,30,27000
2015-05-14,30,80000
2015-05-14,90,70000
2015-05-14,90,40000
2015-05-14,360,35000
2015-05-14,360,40000
2015-05-14,360,160000
2015-05-13,90,60000
2015-05-13,30,45000
2015-05-13,30,45000
2015-05-13,30,30000
2015-05-13,30,40000
2015-05-13,60,30000
2015-05-13,30,27000
2015-05-13,60,60000
2015-05-13,90,20000
2015-05-13,90,100000
2015-05-13,360,55000
2015-05-13,360,80000
2015-05-12,30,50000
2015-05-12,30,45000
2015-05-12,30,81000
2015-05-12,30,54000
2015-05-12,30,37000
2015-05-12,60,40000
2015-05-12,60,25000
2015-05-12,90,20000
2015-05-12,90,30000
2015-05-12,90,25000
2015-05-12,90,95000
2015-05-12,30,300000
2015-05-11,60,30000
2015-05-11,30,55000
2015-05-11,30,54000
2015-05-11,30,50000
2015-05-11,30,120000
2015-05-11,30,72000
2015-05-11,30,50000
2015-05-11,30,45000
2015-05-11,90,40000
2015-05-11,180,110000
2015-05-10,30,89100
2015-05-10,30,63000
2015-05-10,30,20000
2015-05-10,30,30000
2015-05-10,90,55000
2015-05-10,90,160000
2015-05-10,30,30000
2015-05-10,180,50000
2015-05-09,90,120000
2015-05-09,30,130000
2015-05-09,30,95000
2015-05-09,360,50000
2015-05-09,360,182000
2015-05-08,30,20000
2015-05-08,30,25000
2015-05-08,90,40000
2015-05-08,90,60000
2015-05-08,90,45000
2015-05-08,180,30000
2015-05-08,180,40000
2015-05-08,180,35000
2015-05-08,360,50000
2015-05-08,360,55000
2015-05-08,360,90000
2015-05-08,360,108000
2015-05-07,30,135000
2015-05-07,30,80000
2015-05-07,30,25000
2015-05-07,90,120000
2015-05-07,90,30000
2015-05-07,90,60000
2015-05-07,90,40000
2015-05-07,360,65000
2015-05-07,360,405000
2015-05-06,30,65000
2015-05-06,90,50000
2015-05-06,90,20000
