release time,life loan,ITEM_AMOUNT
0,0,30000
1,1,30000
2,2,60000
3,3,50000
4,4,400000
5,5,50000
6,6,40000
7,7,200000
8,8,300000
9,9,50000
10,10,300000
11,11,30000
12,12,300000
13,13,50000
14,14,80000
15,15,50000
16,16,250000
17,17,250000
18,18,300000
19,19,110000
20,20,30000
21,21,1000000
22,22,30000
23,23,30000
24,24,30000
25,25,300000
26,26,60000
27,27,40000
28,28,30000
29,29,50000
30,30,300000
31,31,400000
32,32,30000
33,33,30000
34,34,170000
35,35,50000
36,36,180000
37,37,280000
38,38,100000
39,39,50000
40,40,300000
41,41,300000
42,42,200000
43,43,50000
44,44,40000
45,45,30000
46,46,700000
47,47,30000
48,48,350000
49,49,20000
50,50,270000
51,51,40000
52,52,300000
53,53,120000
54,54,150000
55,55,300000
56,56,300000
57,57,30000
58,58,30000
59,59,300000
60,60,90000
61,61,90000
62,62,400000
63,63,160000
64,64,30000
65,65,330000
66,66,80000
67,67,30000
68,68,150000
69,69,70000
70,70,320000
71,71,30000
72,72,50000
73,73,40000
74,74,20000
75,75,60000
76,76,1100000
77,77,80000
78,78,80000
79,79,40000
80,80,40000
81,81,50000
82,82,300000
83,83,50000
84,84,40000
85,85,50000
86,86,40000
87,87,25000
88,88,40000
89,89,120000
90,90,80000
91,91,50000
92,92,350000
93,93,30000
94,94,30000
95,95,60000
96,96,50000
97,97,60000
98,98,800000
99,99,50000
100,100,20000
101,101,120000
102,102,30000
103,103,20000
104,104,50000
105,105,30000
106,106,30000
107,107,40000
108,108,30000
109,109,30000
110,110,30000
111,111,50000
112,112,30000
113,113,30000
114,114,50000
115,115,150000
116,116,40000
117,117,100000
118,118,150000
119,119,200000
120,120,40000
121,121,30000
122,122,70000
123,123,70000
124,124,30000
125,125,40000
126,126,30000
127,127,30000
128,128,150000
129,129,20000
130,130,40000
131,131,60000
132,132,30000
133,133,30000
134,134,50000
135,135,30000
136,136,80000
137,137,50000
138,138,50000
139,139,30000
140,140,400000
141,141,40000
142,142,200000
143,143,150000
144,144,20000
145,145,40000
146,146,30000
147,147,30000
148,148,200000
149,149,50000
150,150,100000
151,151,100000
152,152,30000
153,153,30000
154,154,130000
155,155,30000
156,156,160000
157,157,80000
158,158,50000
159,159,30000
160,160,70000
161,161,60000
162,162,30000
163,163,30000
164,164,400000
165,165,30000
166,166,230000
167,167,40000
168,168,50000
169,169,20000
170,170,50000
171,171,30000
172,172,200000
173,173,30000
174,174,40000
175,175,30000
176,176,30000
177,177,30000
178,178,30000
179,179,50000
180,180,50000
181,181,50000
182,182,50000
183,183,50000
184,184,50000
185,185,50000
186,186,50000
187,187,250000
188,188,40000
189,189,30000
190,190,80000
191,191,60000
192,192,30000
193,193,40000
194,194,30000
195,195,120000
196,196,30000
197,197,200000
198,198,50000
199,199,600000
200,200,30000
201,201,40000
202,202,60000
203,203,30000
204,204,50000
205,205,30000
206,206,80000
207,207,30000
208,208,50000
209,209,50000
210,210,30000
211,211,30000
212,212,30000
213,213,30000
214,214,50000
215,215,50000
216,216,50000
217,217,30000
218,218,30000
219,219,100000
220,220,50000
221,221,50000
222,222,50000
223,223,50000
224,224,50000
225,225,30000
226,226,30000
227,227,50000
228,228,50000
229,229,50000
230,230,30000
231,231,40000
232,232,40000
233,233,40000
234,234,30000
235,235,50000
236,236,50000
237,237,30000
238,238,50000
239,239,30000
240,240,30000
241,241,50000
242,242,30000
243,243,30000
244,244,150000
245,245,120000
246,246,30000
247,247,50000
248,248,30000
249,249,30000
250,250,50000
251,251,100000
252,252,50000
253,253,50000
254,254,30000
255,255,40000
256,256,250000
257,257,50000
258,258,50000
259,259,70000
260,260,50000
261,261,250000
262,262,30000
263,263,40000
264,264,30000
265,265,40000
266,266,40000
267,267,40000
268,268,30000
269,269,40000
270,270,30000
271,271,40000
272,272,20000
273,273,50000
274,274,30000
275,275,40000
276,276,40000
277,277,50000
278,278,50000
279,279,50000
280,280,50000
281,281,50000
282,282,50000
283,283,50000
284,284,40000
285,285,70000
286,286,30000
287,287,40000
288,288,20000
289,289,50000
290,290,50000
291,291,40000
292,292,30000
293,293,30000
294,294,40000
295,295,40000
296,296,50000
297,297,50000
298,298,50000
299,299,30000
300,300,40000
301,301,30000
302,302,30000
303,303,50000
304,304,30000
305,305,50000
306,306,50000
307,307,30000
308,308,30000
309,309,30000
310,310,50000
311,311,50000
312,312,30000
313,313,70000
314,314,30000
315,315,30000
316,316,50000
317,317,30000
318,318,30000
319,319,30000
320,320,50000
321,321,80000
322,322,30000
323,323,30000
324,324,30000
325,325,30000
326,326,30000
327,327,40000
328,328,50000
329,329,30000
330,330,50000
331,331,30000
332,332,50000
333,333,40000
334,334,40000
335,335,30000
336,336,20000
337,337,40000
338,338,40000
339,339,40000
340,340,500000
341,341,20000
342,342,50000
343,343,100000
344,344,40000
345,345,200000
346,346,100000
347,347,30000
348,348,100000
349,349,30000
350,350,30000
351,351,30000
352,352,80000
353,353,30000
354,354,30000
355,355,40000
356,356,60000
357,357,30000
358,358,30000
359,359,30000
360,360,50000
361,361,50000
362,362,50000
363,363,60000
364,364,220000
365,365,50000
366,366,700000
367,367,50000
368,368,30000
369,369,50000
370,370,40000
371,371,50000
372,372,120000
373,373,50000
374,374,30000
375,375,20000
376,376,180000
377,377,50000
378,378,80000
379,379,50000
380,380,60000
