MONEY_RATE
13.5
13.8
16.8
12
12.6
12
12
12
12.2
12.3
12
13.8
13.4
13.2
16.8
13.8
12.1
12.1
12
13
13.8
18
13.3
13.5
12
18
13.8
12
12
12
12.1
12
15.6
12
12.1
12.5
18
12
12
12.1
12
12.2
12
12.1
13.8
13.2
12
13.2
12
13.3
13.6
12.1
12
15.6
12.1
12.1
12
12
12
12
12
12
12
12
12
12
14
12
12
12
13.2
12
12
13.2
13.8
13.8
12
12
12
13.2
12
12.1
12
12.2
12.1
12.1
12
12
12
12
16.8
13.8
12
12
12.4
13.2
12.1
13.8
12.9
12
13.8
15.6
13.8
12.3
12.1
12
12
13.8
13.2
12
12
12
12
12.1
13.4
13.8
12
15.6
12.5
13.1
12
12.1
12
16.8
13.6
13.4
12.1
15.6
13.8
12
12
13.8
12
12
12
12
12
12
13.5
13.2
12
12.2
12.1
12
13.2
12
12
12
12.1
18
13.4
14
12.2
12
12.1
12.1
12.1
13.2
12
13.2
12.1
12
13.2
12
13.8
12
13.8
12
12
12
12
12
12.1
13.8
12.1
18
14
12
12
13.8
12
16.8
12.2
12
12.1
12.1
12
12
12.1
12
12
12.2
12.1
12
12
12
13.5
13.2
12.1
12
12
13.8
12.1
13.4
12
14.4
13.5
12.2
13.8
12.1
12
12
15.6
12.2
14.4
12.1
12
12
15.6
12
12
12
12
12
12
12.5
15.6
12
12
13.4
12.1
12
12
12.1
13.8
16.8
12.2
12.2
12
13.5
12
12
12.1
12.1
12.6
15.6
12.1
12
12
12
12
12.2
12
12.1
12
12
12
12
12
12
12
12
12
12.7
12
13.2
12
15.6
13.2
12
13.5
13.5
12.2
15.6
12.2
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12.1
18
12
12
12
12
13.5
13.5
13.5
13.5
12.1
12
12.2
13.5
13.8
16.8
12.1
12.2
18
13.5
12.1
18
13.8
12.2
12.6
13.5
12.1
12.1
13.5
13.5
13.2
12.6
13.2
15.6
13.5
16.8
12.6
12.2
16.8
13.2
18
15.6
12.5
15.6
13.8
13.8
13.5
12.1
18
13.2
12.2
15.6
12.1
12.1
13.2
12.2
12.8
12.1
13.2
12.2
13.5
13.5
12.2
13.2
13.2
12.2
13.5
12.1
13.2
12.2
13.5
12.1
16.8
13.2
12.2
12.1
12.2
13.8
16.8
12.1
13.2
12.2
13.5
13.6
12.6
18
12.1
15.6
13.5
12.2
12.1
13.2
13.2
12.6
12.2
12.2
13.2
18
12.1
13.5
18
12.1
13.2
13.5
12.1
12.1
12.6
18
12.2
16.8
15.6
12.1
12.6
13.5
13.2
16.8
12.1
14.4
13.2
13.5
15.6
12.1
12.1
12.5
12.1
12.2
15.6
13.5
12.1
13.5
16.8
13.5
12.2
12.2
12.1
13.5
12.1
12.5
13.5
12.5
13.5
13.2
18
13.2
12.1
12.2
12.6
18
12.1
15.6
14.4
12.1
12.2
12.1
13.5
12.1
12.6
12.1
13.3
15.6
13.2
13.2
12.2
13.5
16.8
13.5
12.1
13.2
12.3
12.2
12.1
15.6
12.1
13.2
12.1
12.1
12.2
12.5
12.2
12.2
13.2
14.4
12.1
13.8
16.7
12.2
13.2
13.4
13.5
14.4
13.5
16.7
13.5
13.5
13.5
13.5
13.5
12.1
18
13.2
16.8
13.3
18
14.4
12.6
12.2
13.8
12.1
12.1
13.2
12.2
12.1
12.2
12.1
13
13.2
13.2
12.6
13.8
13.5
12.2
13.5
13.8
13.3
13.2
15.6
13.8
12.1
13.2
12.1
13.5
13.2
12.2
13.2
12.1
13.5
12.1
13.5
13.2
12.1
12.1
12.6
12.2
15.6
12.2
12.2
15.6
12.1
13.2
13.5
13.2
12.2
13.2
12.5
12.2
12.6
16.8
12.2
12.9
12.1
12.1
13.5
12.2
12.1
16.8
13.5
16.8
13.3
13.2
13.3
12.5
13.8
12.6
13.2
12.1
13.2
12.1
16.8
14.4
12.2
13.2
12.6
13.5
16.8
12.2
12.1
16.8
13.5
12.1
12.3
12.1
13.4
12.1
13.2
14.4
18
12.1
12.1
14.4
15.6
15.6
18
12.1
13.5
16.8
12.1
12.1
12.1
18
13.5
12.1
13.5
12.1
12.1
13.5
13.5
13.5
13.5
12.1
12.1
12.1
12.1
13.5
12.1
12.5
13.5
13.5
13.5
13.5
13.2
13.5
13.2
13.5
13.5
16.8
13.2
13.2
13.5
14.3
12.2
13.5
13.2
14.4
12.1
12.6
12.2
14.4
12.2
12.1
12.1
12.1
12.2
18
13.5
13.5
13.5
13.5
13.5
12.5
16.8
14.4
15.6
12.1
12.6
13.5
13.2
12.1
14.4
12.1
12.1
14.4
18
18
13.2
12.1
12.7
12.2
13.5
12.1
12.8
13.2
12.2
12.2
14.3
12.1
12.9
13.5
12.1
12.1
12.1
12.1
16.8
12.1
15.6
12.1
12.8
13.5
12.1
13.5
13.2
15.6
13.5
13.2
16.7
12.1
13.5
12.1
12.1
12.1
15.5
13.2
12.1
13.5
12.1
13.5
12.3
13.2
13.5
13.5
14.4
16.8
14.4
12.1
13.2
12.1
12.1
16.8
12.7
13.5
18
12.1
12.1
13.5
18
12.1
13.2
14.4
12.1
12.2
12.2
13.5
12.1
18
16.8
12.2
12.1
13.8
13.5
15.6
14.4
12.1
16.8
16.8
18
12.1
12.1
16.8
13.2
13.3
12.6
13.2
13.2
12.1
13.2
13.5
13.2
12.1
14.4
13.5
13.2
14.4
12.1
13.2
12.1
13.2
12.1
13.2
12.1
12.1
12.1
12.1
12.1
12.1
13.5
14.4
12.2
14.4
12.1
12.1
12.1
12.2
13.2
14.4
12.1
12.3
18
15.6
12.2
14.4
13
12.1
12.5
12.1
13.8
12.3
13.8
12.1
12.1
12.1
12.1
12.1
12.1
12.1
13.8
16.8
13.2
13.2
13.8
12.1
13
13.8
13.3
13
13.2
14.4
12.2
12.1
16.8
14.4
12.3
14.4
16.8
16.8
12.5
14.4
14.4
14.4
14.4
13
14.4
14.4
12.6
13.5
14.4
14.4
14.4
14.4
13.3
12.2
14.4
13.8
14.4
13.5
13.5
14.4
13.5
13
14.4
16.8
15.6
16.8
14.4
14.4
12.5
14.4
12.3
12.2
14.4
15.6
17.7
12.3
14.4
13
12.6
12.2
14.4
13.5
12.5
12.2
12.9
13.3
13.2
14.4
13.2
12.2
13.2
12.6
15.6
18
14.4
14.4
12.2
13.2
12.2
15.6
12.2
12.4
14.4
15.6
13.2
14.4
12.4
12.2
12.2
13.5
16.8
15.6
12.6
14.4
15.6
12.2
15.6
16.8
12.2
12.2
12.2
14.4
13.5
18
12.2
13.3
13.2
12.2
0 											 													0.10
13.5
15.5
12.5
13.5
12.5
12.2
14.4
13.5
15.6
15.6
14.4
13.1
15.5
13.5
13.3
15.4
14.4
12.4
15.6
12.2
13.2
12.2
14.9
15.6
13.5
13.5
14.4
13.1
15.6
16.8
14.4
12.2
12.2
12.2
12.2
15.6
13.2
13.5
15.6
15.6
14.4
13.5
14.4
16.8
15.6
12.2
15.6
16.8
16.8
16.8
15.6
13
14.4
15.6
15.6
14.4
13.5
13.5
16.8
13.2
15.5
15.6
15.6
12.6
14.4
12.2
13.3
13.2
15.6
14.4
12.3
15.6
13.2
15.6
12.5
14.4
16.8
16.8
15.6
14.4
12.2
14.4
14.4
15.6
18
12.2
15.6
13.3
16.8
12.6
14.4
12.6
12.6
14.4
13.5
16.8
15.6
14.4
14.4
12.2
12.2
14.4
16.8
12.4
14.4
15.6
16.8
15.6
12.5
15.6
13.2
13.5
12.3
15.6
14.4
13.2
14.4
13.5
13.2
12.3
13.5
13.2
14.4
13.2
12.2
13.5
16.8
18
15.6
16.8
13.5
18
13.5
14.4
13.5
13.2
13.5
12.9
12.6
13.5
13.5
14.4
13.5
18
14.4
15.6
16.8
13.5
15.6
13.2
15.6
13.8
13.2
12.2
15.6
14.4
13.5
15.6
13.5
14.4
13.2
13.8
13.2
12.2
13.8
18
13.2
13.5
14.4
13.5
15.6
13.2
12.5
12.2
14.4
12.2
12.6
16.8
12.2
13.2
15.6
15.6
13.5
12.2
12.2
12.2
14.4
14.4
15.6
18
13.5
12.5
13.3
13.2
13.2
12.5
16.8
12.2
12.2
15.6
16.8
13.5
13.2
13.5
13.5
14.3
13.6
16.8
15.6
13.3
13.8
12.5
13.2
13.5
15.6
16.8
13.8
13.2
16.8
14.4
13.5
12.5
13.8
13.2
16.8
13.8
15.6
16.8
14.4
15.6
12.6
13.5
12.3
13.2
13.8
13.2
13.2
15.6
15.6
14
12.8
14.3
13.5
13.5
13.8
15.6
12.6
16.8
13.2
15.6
14.4
15.6
13.3
15.6
15.6
13.8
15.6
13.2
13.8
15.6
12.6
13.5
14.4
18
15.6
14.4
16.8
13.3
15.6
15.6
13.2
13.2
13.2
13.2
15.6
13.2
12.6
13.5
13.2
13.2
13.2
13.5
16.8
18
18
13.2
13.5
14.4
12.7
13.5
13.2
13.2
13.2
13.2
12.5
13.5
13.5
15.6
15.6
13.8
16.8
15.6
13.5
13.5
15.6
15.5
12.6
12.6
13.2
13
13.2
13
18
15.6
13.2
15.6
16.8
15.6
12.5
13.2
12.3
13.8
16.8
12.6
13.2
13.8
12.3
13.2
13.8
13.2
15.6
16.8
15.6
14.4
13.2
12.6
13.8
13.2
12.6
13.5
13.2
12.5
13.2
12.5
15.6
12.6
13.2
13.2
13.8
18
13.8
13.2
13.2
18
13.5
16.8
13.5
14.4
12.6
12.6
14.4
13.5
13.2
14.4
13.8
13.2
14.4
12.5
13.5
13.2
13.2
13.5
12.6
16.8
15.6
13.5
13.8
15.6
13.2
18
13.2
13.5
15.6
13.2
12.5
12.6
12.9
13.5
14.4
13.2
13.2
13.5
14.4
13.2
14.4
14.4
15.6
14.4
13.5
13.2
13.5
13.2
13.2
14.4
13.5
13.5
13.5
16.8
13.2
13.2
16.8
16.8
16.8
15.6
14.4
14.4
13.2
15.6
13.2
13.8
13.4
13.1
13.2
18
13.8
12.6
12.6
15.6
16.8
"13.80
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.15"
"13.50
											
													0.20"
"13.50
											
													0.20"
"13.50
											
													0.20"
15.6
"13.20
											
													0.20"
"14.40
											
													0.15"
"13.20
											
													0.20"
16.8
"13.50
											
													0.20"
16.8
"13.80
											
													0.20"
18
"14.40
											
													0.15"
"13.80
											
													0.20"
"12.50
											
													0.20"
"14.40
											
													0.15"
"13.50
											
													0.20"
"13.20
											
													0.20"
"13.00
											
													0.20"
"14.40
											
													0.15"
"13.20
											
													0.20"
"12.60
											
													0.20"
16.8
"12.40
											
													0.20"
16.8
"13.80
											
													0.20"
16.8
"13.20
											
													0.20"
"14.40
											
													0.15"
15.6
"13.20
											
													0.20"
"13.50
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.15"
"12.90
											
													0.20"
16.8
"13.80
											
													0.20"
"12.70
											
													0.20"
"13.50
											
													0.20"
16.8
"13.20
											
													0.20"
"13.50
											
													0.20"
"13.20
											
													0.20"
"13.80
											
													0.20"
"14.40
											
													0.15"
"14.40
											
													0.15"
"13.50
											
													0.20"
"12.50
											
													0.20"
"14.40
											
													0.15"
"13.20
											
													0.20"
15.6
15.6
"13.80
											
													0.20"
"12.60
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.15"
"13.50
											
													0.20"
"14.40
											
													0.15"
"13.20
											
													0.20"
18
16.8
"12.70
											
													0.20"
"14.30
											
													0.20"
"13.20
											
													0.20"
"13.50
											
													0.20"
"14.40
											
													0.15"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.10
											
													0.20"
"13.50
											
													0.20"
"13.20
											
													0.20"
15.6
16.8
15.6
"13.50
											
													0.20"
"13.80
											
													0.20"
"13.50
											
													0.20"
"13.80
											
													0.20"
"13.20
											
													0.20"
15.6
16.8
"13.20
											
													0.20"
"13.80
											
													0.20"
"13.20
											
													0.20"
15.6
"13.10
											
													0.20"
"13.50
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.15"
"12.50
											
													0.20"
15.6
18
"13.50
											
													0.20"
"12.70
											
													0.20"
"13.50
											
													0.20"
"13.50
											
													0.20"
"13.80
											
													0.20"
"14.40
											
													0.15"
"13.20
											
													0.20"
"14.40
											
													0.15"
16.8
"14.40
											
													0.15"
17.9
"13.20
											
													0.20"
"13.20
											
													0.20"
16.8
"12.60
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
15.6
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
18
16.8
15.6
"13.50
											
													0.20"
15.6
15.6
18
"13.50
											
													0.20"
15.6
"12.80
											
													0.20"
"13.20
											
													0.20"
"13.50
											
													0.20"
"12.50
											
													0.20"
"13.20
											
													0.20"
15.6
"13.50
											
													0.20"
18
"13.50
											
													0.20"
16.8
13
13.2
16.8
13.8
13.2
13.5
13.5
14.4
13
14.8
16.8
14.9
13.8
14.4
14.4
13.5
13.2
13.2
14.4
14.4
13.2
13.5
15.6
13.5
14.4
15.6
13.2
14.4
13.5
18
16.8
16.8
14.4
15.6
13.2
13.5
15.6
13.2
15.3
15.6
12.5
13.2
13.2
12.5
13.5
13.2
12.6
12.6
13.2
14.4
13.2
13.2
13.2
13.2
15.6
13.2
13.2
12.6
13.2
18
13.5
13.5
13.5
12.5
16.8
15.6
13.5
15.6
13.2
14.4
12.9
13.5
12.5
14.4
14.4
13.2
13.2
13.2
13.2
12.9
13.5
12.9
13.2
13.8
12.4
12.5
13.2
13.2
13.2
15.6
15.6
13.1
12.8
13.2
18
14.4
12.6
13.2
13.2
12.6
13.8
13.2
16.8
14.4
15.6
15.6
13.2
13.2
13.2
12.7
17.9
13.2
13.2
12.9
15.6
13.2
13.2
13.2
18
12.9
13.1
16.8
14.4
16.8
12.9
13.2
13.2
13.2
13
18
13.4
15.6
13.2
13.6
14.4
14.4
16.8
13.1
13.2
14.4
16.8
13.2
13.8
15.6
13.2
13.2
13.2
14.4
15.6
13.2
15.6
13.8
12.6
12.9
13.2
12.7
15.6
13.2
13.4
12.6
12.6
13.4
13.5
12.5
14.4
13.2
14.4
13.2
16.8
15.6
13.8
16.8
15.6
12.8
18
15.6
16.8
12.5
13.1
13.2
13.2
14.4
12.5
18
13.8
12.6
13.2
13.8
13.8
17.7
15.6
15.6
16.8
13.2
14.4
15.6
13.8
15.6
15.6
15.6
13.2
13.2
18
12.9
12.9
13.2
12.8
14.4
13.2
16.8
15.6
13.2
12.8
13.2
14.4
15.6
15.2
16.8
13.2
14.1
17.7
13.2
14.4
18
14.3
14.4
14.4
13.2
13.8
16.8
13.2
13.2
13.2
14.4
13.2
15.6
14.4
18
12.6
13.2
14
15.6
15.6
16.8
14.4
16.8
13.2
15.6
13.2
15.6
14.4
13.2
14.2
14.4
14.4
13.2
16.8
15.4
13.2
14.4
15.5
12.6
14.4
13.2
13.6
18
15.4
13.2
12.9
13.2
15.4
16.6
13.2
13.8
12.6
16.8
12.6
13.8
15.6
15.6
13.2
12.6
17.9
12.6
16.8
15.6
14.4
12.6
13.2
13.2
15.6
13.8
16.8
15.6
13.1
13.2
13.2
13.2
13.2
13.2
13.2
13.2
13.2
18
13.2
13.2
15.6
13.2
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"15.60
											
													0.10"
16.6
"15.60
											
													0.10"
"12.60
											
													0.10"
18
"13.20
											
													0.20"
"14.40
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.20"
"12.60
											
													0.10"
"13.80
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.20"
"14.40
											
													0.20"
"13.20
											
													0.20"
"15.60
											
													0.10"
"13.20
											
													0.20"
"15.60
											
													0.10"
"15.60
											
													0.10"
"15.60
											
													0.10"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"12.60
											
													0.10"
"15.60
											
													0.10"
"13.20
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.20"
"13.20
											
													0.20"
18
18
"13.20
											
													0.20"
"12.50
											
													0.10"
"14.40
											
													0.20"
"14.40
											
													0.20"
"13.20
											
													0.20"
"15.60
											
													0.10"
"12.60
											
													0.10"
"13.20
											
													0.20"
"14.30
											
													0.20"
"13.20
											
													0.20"
"12.50
											
													0.10"
18
"12.50
											
													0.10"
18
"12.50
											
													0.10"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"15.60
											
													0.10"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.80
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
16.8
"13.20
											
													0.20"
"13.80
											
													0.20"
"15.60
											
													0.10"
18
18
"14.40
											
													0.20"
16.8
"13.20
											
													0.20"
"14.40
											
													0.20"
"14.40
											
													0.20"
"13.20
											
													0.20"
"13.80
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.20"
"15.60
											
													0.10"
"15.60
											
													0.10"
18
"14.40
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.20"
"15.60
											
													0.10"
16.8
"14.40
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.20"
"15.60
											
													0.10"
"14.40
											
													0.20"
"15.60
											
													0.10"
"13.20
											
													0.20"
"13.20
											
													0.20"
16.8
"13.20
											
													0.20"
"14.40
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
18
18
13.2
13.2
13.8
13.2
13.2
14.4
13.2
13.2
15.6
15.6
13.2
13.2
15.6
12.8
14.4
13.2
13.8
15.6
15.6
13
13.2
13.2
14.4
18
18
16.8
13.8
13.2
15.6
18
13.2
15.6
15.6
15.6
15.6
18
16.8
15.6
15.6
14.4
15.6
13.8
16.8
13.2
15.6
12.9
13.2
13.2
13.8
16.8
16.8
14.4
15.6
13.2
14.4
13.2
13.8
16.8
13.2
14.4
18
13.2
15.6
14.4
13.2
14.3
14.4
15
16.8
16.8
13.2
14.4
16.8
16.8
15.6
14.4
15.6
13.8
13.2
13.2
15.6
15.6
13.2
13.2
14.4
13.2
14.4
14.4
16.8
13.2
16.8
13
18
15.6
15.6
16.8
14.4
15.6
14.4
15.6
13.2
13
14.4
13.2
14.4
13.2
14.4
13.2
13.8
13.1
13.2
15.6
13.2
16.8
13.2
13.8
13.2
13.2
13.2
18
13.8
13.2
13.2
15.5
14.4
15.6
13.2
13.8
13.2
15.6
13.8
13.2
13.2
13.2
13.2
13.2
13.8
13.2
13.2
18
13.2
13.8
13.2
15.6
13.2
17.9
13.2
15.6
13.2
13.8
13.2
13.8
13.1
"13.20
											
													0.20"
"13.20
											
													0.20"
16.8
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
18
"14.40
											
													0.10"
"13.20
											
													0.20"
"14.40
											
													0.10"
"13.80
											
													0.10"
"13.80
											
													0.10"
15.6
"13.80
											
													0.10"
"13.20
											
													0.20"
18
"13.20
											
													0.20"
15.6
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.10"
"13.20
											
													0.20"
"13.20
											
													0.20"
18
15.6
18
15.6
"13.20
											
													0.20"
15.6
15.6
15.6
"14.40
											
													0.10"
"14.40
											
													0.10"
18
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
18
"13.20
											
													0.20"
"14.40
											
													0.10"
"13.20
											
													0.20"
18
15.6
18
18
18
"13.20
											
													0.20"
18
18
"13.20
											
													0.20"
18
15.6
"13.20
											
													0.20"
"13.20
											
													0.20"
15.6
"13.20
											
													0.20"
15.6
"13.20
											
													0.20"
"13.20
											
													0.20"
"14.40
											
													0.10"
"13.20
											
													0.20"
14.4
"13.20
											
													0.20"
"13.20
											
													0.20"
15.6
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
18
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
"13.20
											
													0.20"
18
"13.20
											
													0.20"
15.6
15.6
"13.20
											
													0.20"
15.6
15.6
15.6
13.2
18
12.8
13.8
15.6
18
15.6
13.2
13.2
18
13.2
15.6
15.6
14.4
13.2
15.6
13.2
18
13.1
13.2
15.6
15.6
13.2
14.4
13.1
13.2
13.2
13.2
13.2
18
13.2
13.2
18
13.1
18
13.2
13.1
18
15.6
15.6
13.2
13.2
15.6
13.2
14.4
13.2
13.8
14.4
13.2
13.2
15.6
15.6
15.5
13.2
13.2
13.2
13.8
13.2
13.2
18
13.2
15.6
13.2
13.2
13.2
15.6
15.6
13.2
15.6
13.2
13.2
13.2
13.2
13.2
13.2
13.2
13.2
13.2
13.2
13.8
18
18
13.2
13.2
15.6
14.4
15.6
13.2
14.4
13.2
18
13.2
13.8
14.4
13.2
15.6
14.4
13.8
15.6
13.2
13.2
14.4
13.2
15.6
15.6
15.6
15.6
14.4
14.4
14.4
13.2
14.4
13.2
13.2
13.2
15.6
15.6
15.6
13.2
15.6
15.6
13.2
15.5
15.6
15.6
15.6
13.2
15.6
14.4
13.2
15.6
14.4
18
13.2
13.2
18
18
13.2
14.4
13.2
15.6
13.2
13.2
13.2
18
13.2
15.6
18
13.2
13.2
15.6
18
13.2
15.6
18
18
18
14.4
13.2
15.6
13.2
13.2
18
13.2
15.6
13.2
15.6
18
14.4
15.6
18
14.4
13.2
15.6
14.4
15.6
18
16.8
15.6
18
13.2
15.6
18
15.6
15
13.8
14.4
13.2
18
15.6
14.4
15.6
18
15.6
18
13.2
13.2
15.6
13.2
15.6
16.8
15.6
18
13.2
15.6
14.4
13.2
15.6
13.2
13.2
18
13.8
15.6
14.4
13.2
14.4
13.2
18
14.4
15.6
13.2
15.6
13.8
15.6
13.2
13.2
15.6
14.4
13.2
15.6
14.4
15.6
13.8
14.4
13.2
15.6
13.2
18
14.4
15.6
13.2
13.2
15.6
18
18
14.4
15.6
13.2
15.6
14.4
13.2
13.2
15.6
15.6
15.6
14.4
15.6
18
13.2
15.6
15.6
18
15.6
15.6
13.2
13.2
13.2
13.2
13.2
13.6
14.4
13.1
13.2
15.6
13.2
13.2
18
15
15.6
14.4
15.6
13.2
13.2
15.6
15.6
14.4
14.4
15.6
14.4
14.5
14.4
13.2
13.2
13.2
15.6
13.2
15.6
15.6
15.6
14.4
15.6
13.2
15.6
14.4
15.6
14.4
13.2
13.2
18
15.6
15.6
15.6
13.2
15.6
15.6
15.6
18
13.2
15.6
18
15.6
15.6
14.4
13.2
15.6
15.6
14.4
15.6
15.6
15.6
14.4
13.2
14.4
13.2
14.4
15.6
15.6
18
15.6
14.4
18
14.4
13.2
13.2
15.6
13.8
13.2
15.6
15.6
14.4
13.2
13.2
15.6
14.4
13.2
15.6
18
13.2
15.6
13.2
14.4
15.6
18
15.6
13.2
15.6
15.6
13.2
15.6
15.6
15.6
13.2
15.6
13.2
18
14.4
13.2
15.6
15.6
13.2
15.6
15.6
13.2
15
13.2
13.2
15.6
13.2
13.2
18
13.7
13.2
15.6
13.2
13.2
14.4
13.2
13.2
15.6
13.2
15.6
13.2
18
13.2
14.4
13.2
14.4
15.6
18
13.2
14.4
14.4
14.4
13.2
15.6
14.4
15.6
15
15.6
15.6
13.2
13.2
13.2
15.6
15.6
18
15.6
13.2
15
15.6
15.6
14.2
15.6
15.6
15.6
15
15
13.2
15
14.4
14.4
13.2
14.4
13.2
13.2
13.2
13.2
14.4
15.6
13.2
15.6
15
13.2
15.6
15.6
13.2
15.6
13.2
15
13.2
13.2
15
13.2
13.2
13.2
13.8
13.2
14.4
14.4
15.6
15.6
13.2
15
14.4
14.4
13.2
15.6
13.2
15.6
13.2
13.2
15.6
15.6
13.2
14.9
15
14.4
15
13.8
13.2
13.2
13.2
13.2
15.6
13.2
13.8
15.6
15.6
15.6
15.6
13.2
13.2
14.4
13.8
13.2
14.2
14.4
15.6
13.2
13.2
15
15
13.2
14.2
13.6
15.4
14.2
15
13.1
15
15
14.2
13.2
15.6
13.2
13.2
13.2
13.2
15.6
14.4
15.6
15.6
13.2
13.2
13.2
13.2
13.2
15.6
15.6
15.6
13.2
15.6
